Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,FCF,OI_GROWTH,REV_GROWTH,Treated,After,Balanced
BYAN.JK,2018Q2,"Oil, Gas and Coal",15.57340922,26.99405982,1.49925E+13,7.02241E+12,2.11799E+12,27.71619332,9.487488089,0,0,TRUE
CFIN.JK,2018Q2,Finance and Credit Services,0.644035914,1.723781674,1.09827E+13,6.80745E+12,69235771000,-8.73851092,1.060719874,0,0,TRUE
CITA.JK,2018Q2,Industrial Metals and Mining,5.908916307,14.88142574,2.9321E+12,1.78659E+12,1.58997E+11,42.90947799,-7.754758077,1,0,TRUE
CLPI.JK,2018Q2,Chemicals,-0.010321498,-0.014024199,6.216E+11,1.69299E+11,11058334490,84.27324556,-3.811856839,0,0,TRUE
CPIN.JK,2018Q2,Food Producers,5.532154076,8.532053578,2.64652E+13,9.0446E+12,1.06168E+12,50.46098452,16.04747761,0,0,TRUE
CTRA.JK,2018Q2,Real Estate Investment and Services Development,0.219828384,0.335169622,3.28813E+13,1.88174E+13,1.4797E+11,-46.12881852,6.598243709,1,0,TRUE
DEFI.JK,2018Q2,Investment Banking and Brokerage Services,-0.083684385,-0.084817606,77873749160,1040091990,183616160,-443.6804404,2.198434584,1,0,TRUE
DILD.JK,2018Q2,Real Estate Investment and Services Development,0.141108961,0.515850645,1.38091E+13,7.69245E+12,1.13384E+11,101.9167048,54.74262751,1,0,TRUE
DLTA.JK,2018Q2,Beverages,4.11665089,4.837029425,1.27708E+12,2.10557E+11,88489653000,-13.74226892,-26.50886765,0,0,TRUE
DMAS.JK,2018Q2,Real Estate Investment and Services Development,1.236403717,1.319041375,7.27555E+12,4.92976E+11,91309908450,-510.0377021,1815.830298,1,0,TRUE
DSFI.JK,2018Q2,Food Producers,0.413823335,0.976639463,3.80727E+11,2.32259E+11,1713773720,202.0422565,-13.51255662,0,0,TRUE
DSSA.JK,2018Q2,Electricity,-0.355495434,-1.107218021,4.19256E+13,2.20548E+13,5.95491E+11,1.952388346,5.055812028,1,0,TRUE
DUTI.JK,2018Q2,Real Estate Investment and Services Development,1.907908079,2.359828997,1.1333E+13,4.00241E+12,3.48178E+11,39.42663048,-21.48468646,1,0,TRUE
DVLA.JK,2018Q2,Pharmaceuticals and Biotechnology,2.683157476,3.90738596,1.65769E+12,5.51334E+11,71314435000,-1017.919054,-10.7798088,0,0,TRUE
EKAD.JK,2018Q2,Chemicals,2.236554977,2.641124146,8.26609E+11,1.53912E+11,15996497520,-25.58590841,-19.10536502,0,0,TRUE
EPMT.JK,2018Q2,Pharmaceuticals and Biotechnology,2.278857603,3.183183265,7.4057E+12,2.00475E+12,1.81901E+11,38.26735277,13.17583874,0,0,TRUE
ERAA.JK,2018Q2,Retailers,2.094497961,5.680202811,1.1928E+13,7.67139E+12,2.24452E+11,18.60229092,6.428995264,1,0,TRUE
FAST.JK,2018Q2,Travel and Leisure,3.006073958,6.488099921,2.96038E+12,1.5092E+12,1399291000,-68.54958846,22.45682152,1,0,TRUE
FIRE.JK,2018Q2,Retailers,-2.565863175,-5.640559684,4.99036E+11,2.42576E+11,2023568170,-46.51221194,109.7930447,1,0,TRUE
FMII.JK,2018Q2,Personal Goods,0.168881522,0.242249961,9.063E+11,2.48125E+11,4605550230,-1.468938303,-3.099907368,1,0,TRUE
GGRM.JK,2018Q2,Tobacco,2.573100001,3.921947573,6.59772E+13,2.52541E+13,1.59501E+12,-14.89924948,6.11117498,1,0,TRUE
GMTD.JK,2018Q2,Real Estate Investment and Services Development,1.920370001,3.334649218,1.24802E+12,5.16651E+11,24212293530,286.9951787,107.7179908,1,0,TRUE
GPRA.JK,2018Q2,Real Estate Investment and Services Development,0.233734181,0.311638118,1.51705E+12,5.41717E+11,14316614080,224.0143434,-22.78413037,1,0,TRUE
GWSA.JK,2018Q2,Real Estate Investment and Services Development,0.453795359,0.503629337,7.32136E+12,6.25085E+11,38070530000,-11.3114513,-4.688539326,1,0,TRUE
HEXA.JK,2018Q2,Industrial Engineering,1.549004332,2.850290648,3.97929E+12,1.76394E+12,77184962250,-41.83305368,-15.27290185,1,0,TRUE
HMSP.JK,2018Q2,Tobacco,6.405958456,9.496083777,4.38789E+13,1.61601E+13,3.07845E+12,1.62533692,12.47097396,1,0,TRUE
HRUM.JK,2018Q2,"Oil, Gas and Coal",1.337277784,1.486383532,6.22352E+12,2.1264E+12,1.1369E+11,-47.39916714,-20.45943575,0,0,TRUE
ICBP.JK,2018Q2,Food Producers,3.170381772,5.374394293,3.47547E+13,1.48864E+13,1.00489E+12,61.41821935,-3.055012965,0,0,TRUE
ICON.JK,2018Q2,Real Estate Investment and Services Development,0.094896023,0.071616192,4.25035E+11,2.97305E+11,352407080,-94.87754761,-46.22231957,1,0,TRUE
INAF.JK,2018Q2,Pharmaceuticals and Biotechnology,0.603537718,1.673158052,1.465E+12,9.38335E+11,3465413120,1101.461502,81.49922077,0,0,TRUE
INCI.JK,2018Q2,Chemicals,1.244430268,1.429875703,3.20869E+11,41747243550,5539830000,-7.748646457,-3.767066775,0,0,TRUE
INDF.JK,2018Q2,Food Producers,1.047305713,2.4108658,9.36195E+13,6.05684E+13,1.13225E+12,25.12043662,4.181346878,0,0,TRUE
INDR.JK,2018Q2,Personal Goods,1.216311576,3.439965855,1.24173E+13,8.06241E+12,1.13479E+11,2.606000161,-7.73669557,1,0,TRUE
INDS.JK,2018Q2,Automobiles and Parts,1.316306378,1.526705468,2.48279E+12,2.97915E+11,34363116900,-15.56068011,-4.520617793,1,0,TRUE
INDY.JK,2018Q2,"Oil, Gas and Coal",0.57358107,1.841051375,5.1038E+13,3.7196E+13,6.09435E+11,-59.07022733,-17.87973355,0,0,TRUE
INKP.JK,2018Q2,Industrial Materials,2.281527036,5.381428118,1.18427E+14,6.34589E+13,1.01499E+12,25.09001863,0.820595624,1,0,TRUE
IPOL.JK,2018Q2,General Industrials,0.350658516,0.662594155,4.14203E+12,1.85267E+12,31503795200,31.71509035,1.328892643,1,0,TRUE
ISAT.JK,2018Q2,Telecommunications Service Providers,0.059716461,-1.416860819,4.98575E+13,3.7167E+13,1.02563E+12,1047.850916,-7.664625734,0,0,TRUE
ITMA.JK,2018Q2,"Oil, Gas and Coal",3.939732531,3.949168243,1.84718E+12,4148072500,77376809250,-43.53770775,6.882267442,0,0,TRUE
ITMG.JK,2018Q2,"Oil, Gas and Coal",3.311444926,5.059544639,1.87609E+13,5.88706E+12,7.56933E+11,-18.28996395,18.52887098,0,0,TRUE
JECC.JK,2018Q2,Technology Hardware & Equipment,0.491584916,1.815180486,2.1768E+12,1.49251E+12,40614065000,178.023826,-12.66210727,0,0,TRUE
JIHD.JK,2018Q2,Real Estate Investment and Services Development,0.472925067,-0.033593487,6.73038E+12,3.08869E+12,48485297000,-55.12569355,-6.31852085,1,0,TRUE
JRPT.JK,2018Q2,Real Estate Investment and Services Development,2.041438087,3.45651531,1.03376E+13,4.52692E+12,2.00529E+11,-14.1887627,-5.208442323,1,0,TRUE
KICI.JK,2018Q2,Household Goods and Home Construction,-0.812575076,-1.357233767,1.5222E+11,60420377800,852736310,-1094.032207,-9.729663607,0,0,TRUE
KLBF.JK,2018Q2,Pharmaceuticals and Biotechnology,3.611268571,4.603704648,1.7893E+13,4.55345E+12,4.15763E+11,6.007467631,6.99349946,0,0,TRUE
KMTR.JK,2018Q2,Automobiles and Parts,0.983360415,2.430639528,3.79194E+12,2.32328E+12,39158161350,15.78355624,-3.647162418,1,0,TRUE
KRAH.JK,2018Q2,Industrial Engineering,-1.533928085,-4.767752588,5.98712E+11,3.47268E+11,7567045090,157.9987434,-18.16103969,1,0,TRUE
LION.JK,2018Q2,Industrial Metals and Mining,0.555629973,0.820348735,6.75296E+11,2.28207E+11,8731705610,35.00673864,-12.9231934,1,0,TRUE
LPPF.JK,2018Q2,Retailers,18.11149846,44.70447133,6.71138E+12,2.83956E+12,2.61236E+11,-39.23698604,101.5679931,1,0,TRUE
LSIP.JK,2018Q2,Food Producers,1.150960382,1.401797131,1.02479E+13,1.92248E+12,70072000000,-39.74365937,-25.3443313,0,0,TRUE
LTLS.JK,2018Q2,Chemicals,0.347845085,0.76807877,6.40265E+12,4.6328E+12,49927000000,-20.87769355,-5.54638571,0,0,TRUE
MAPB.JK,2018Q2,Travel and Leisure,1.728504662,2.659821538,1.62131E+12,5.85779E+11,8077000000,-18.05756195,1.252469115,1,0,TRUE
MASA.JK,2018Q2,Automobiles and Parts,0.071903844,0.151637985,9.54914E+12,4.70974E+12,14347001600,-2055.297054,-2.477079331,1,0,TRUE
MBAP.JK,2018Q2,"Oil, Gas and Coal",6.914010902,9.019124896,2.4002E+12,5.63924E+11,1.86714E+11,-42.55484016,-28.3291149,0,0,TRUE
MDKA.JK,2018Q2,Industrial Metals and Mining,1.598163105,3.27879966,9.71673E+12,2.64071E+12,2.12198E+11,-5.508370019,-37.75444413,1,0,TRUE
MFIN.JK,2018Q2,Finance and Credit Services,1.933653954,3.333557,3.43641E+12,1.55851E+12,56432000000,-10.87696257,4.014248527,0,0,TRUE
MICE.JK,2018Q2,"Personal Care, Drug and Grocery Stores",0.744951429,1.021423889,8.57675E+11,2.11568E+11,6216318820,-90.36327554,-2.716403081,0,0,TRUE
MIDI.JK,2018Q2,Retailers,0.653537179,3.501560824,5.04768E+12,4.13182E+12,44572000000,-41.59894592,27.62606857,1,0,TRUE
MIKA.JK,2018Q2,Health Care Providers,3.384065549,4.041384995,4.79145E+12,1.00065E+12,13626063640,-4.732897494,-3.416325808,0,0,TRUE
MLIA.JK,2018Q2,Construction and Materials,0.286327417,0.80855158,5.12952E+12,3.28789E+12,59003265000,-74.44074307,-15.67977406,0,0,TRUE
MMLP.JK,2018Q2,Industrial Support Services,4.181035733,5.010484774,5.36367E+12,1.93526E+12,34716500000,42.77337276,4.642295105,1,0,TRUE
MNCN.JK,2018Q2,Media,2.565581135,3.887275969,1.60888E+13,6.665E+12,3.34283E+11,49.60289342,30.25672742,1,0,TRUE
MSKY.JK,2018Q2,Media,-1.258422416,-2.934896869,4.82162E+12,2.75619E+12,79486000000,234.1485507,5.606072574,1,0,TRUE
MTDL.JK,2018Q2,Technology Hardware & Equipment,1.572968763,3.185549949,4.5336E+12,2.91573E+12,33043000000,-13.39066243,-18.82902413,0,0,TRUE
MTLA.JK,2018Q2,Real Estate Investment and Services Development,2.939594725,5.076851953,5.01233E+12,2.00077E+12,1.07971E+11,-62.90331576,-12.91992914,1,0,TRUE
MYOH.JK,2018Q2,"Oil, Gas and Coal",5.383587608,7.285927533,1.92783E+12,4.51287E+11,1.22782E+11,16.32753461,16.21263957,0,0,TRUE
NRCA.JK,2018Q2,Construction and Materials,0.541688054,1.027309885,2.14824E+12,1.16471E+12,38366193420,84.9166499,-30.75443551,0,0,TRUE
PBRX.JK,2018Q2,Personal Goods,0.648699047,1.99572147,8.77106E+12,4.67216E+12,10017692800,-26.70459449,48.75272811,1,0,TRUE
PBSA.JK,2018Q2,Construction and Materials,3.313430632,4.097122208,6.75987E+11,1.53157E+11,23623837520,-88.62773845,70.37838279,0,0,TRUE
PEGE.JK,2018Q2,Investment Banking and Brokerage Services,3.172610655,4.666655323,3.59712E+11,1.06367E+11,11898484670,-296.4287343,-2644.898591,1,0,TRUE
PGAS.JK,2018Q2,"Gas, Water and Multi-utilities",1.607941097,2.727333981,9.26409E+13,4.4335E+13,1.97988E+12,65.28066935,7.47636951,0,0,TRUE
PGLI.JK,2018Q2,Travel and Leisure,0.912290364,1.377897289,86015272880,23091071910,3436534680,-58.39599846,6.372687105,1,0,TRUE
PKPK.JK,2018Q2,"Oil, Gas and Coal",0.490606419,1.127418517,1.34725E+11,78047730000,212077000,-93.01525739,-56.3504076,0,0,TRUE
PORT.JK,2018Q2,Industrial Transportation,-3.351848449,-7.051689406,2.04131E+12,9.59763E+11,42107552000,65.16124256,-17.80777259,1,0,TRUE
POWR.JK,2018Q2,Electricity,1.331182949,2.704276535,1.84984E+13,9.16355E+12,3.63765E+11,-22.55626244,1.397343687,1,0,TRUE
PRAS.JK,2018Q2,Industrial Metals and Mining,0.230266535,0.490767095,1.72981E+12,8.93527E+11,3466620100,-1252.561923,11.69873318,1,0,TRUE
PTBA.JK,2018Q2,"Oil, Gas and Coal",5.570261095,8.728680712,2.06347E+13,8.70436E+12,1.55367E+12,-6.938382814,-16.91737059,0,0,TRUE
PTIS.JK,2018Q2,General Industrials,0.165039691,0.403594529,5.71164E+11,3.38141E+11,10632301500,-1990.107849,9.595990585,1,0,TRUE
RALS.JK,2018Q2,Retailers,8.605238791,13.05914425,6.10542E+12,2.39507E+12,4.8476E+11,-7934.591961,132.8641966,1,0,TRUE
RIGS.JK,2018Q2,Industrial Transportation,-10.87452302,-16.4655811,1.10222E+12,3.9946E+11,5942148250,-60.94304414,0.284295384,1,0,TRUE
SCCO.JK,2018Q2,Electronic and Electrical Equipment,0.594178314,0.890254903,4.01674E+12,1.47386E+12,93554176510,-24.95135426,-8.841930856,1,0,TRUE
SCMA.JK,2018Q2,Media,7.951942875,11.426787,6.19125E+12,1.95757E+12,4.5653E+11,28.62522312,14.32199833,1,0,TRUE
SCPI.JK,2018Q2,Pharmaceuticals and Biotechnology,2.152857383,7.266375357,1.60684E+12,1.13512E+12,23251399000,-58.10095613,-34.8808006,0,0,TRUE
SIDO.JK,2018Q2,Food Producers,3.595265194,4.21745454,3.49299E+12,7.3978E+11,85716000000,-24.96743673,5.249933156,0,0,TRUE
SMDM.JK,2018Q2,Real Estate Investment and Services Development,0.432626235,0.388527567,3.19544E+12,1.4563E+12,15025514770,-13.47893029,0.681351781,1,0,TRUE
SMGR.JK,2018Q2,Construction and Materials,1.120343099,1.918030367,4.9169E+13,2.01048E+13,1.98742E+11,27.69193912,1.108738861,0,0,TRUE
SMSM.JK,2018Q2,Automobiles and Parts,4.403991215,5.953751548,2.71377E+12,1.02087E+12,1.09745E+11,-12.47126404,1.934920903,1,0,TRUE
SOCI.JK,2018Q2,Industrial Transportation,0.426450842,0.855239111,9.2127E+12,4.1788E+12,75933184000,-34.46862579,10.8473665,1,0,TRUE
SRIL.JK,2018Q2,Personal Goods,3.048362282,8.927161063,1.79842E+13,1.01838E+13,3.98355E+11,18.8400458,45.4761037,1,0,TRUE
SSTM.JK,2018Q2,Personal Goods,2.688294969,7.383037886,5.95027E+11,3.88634E+11,1028656090,-94.23034381,-8.049882747,1,0,TRUE
TBMS.JK,2018Q2,Industrial Metals and Mining,0.600661123,2.703980993,2.38361E+12,1.82032E+12,17310043500,-45.61274836,-1.046935975,1,0,TRUE
TCID.JK,2018Q2,Personal Goods,1.075045414,1.347334953,2.32029E+12,5.1413E+11,57369394800,188.0385322,-9.249465774,1,0,TRUE
TFCO.JK,2018Q2,Chemicals,-0.416210202,-0.461745783,4.62478E+12,5.1722E+11,71151171200,-388.3669673,-17.00305235,0,0,TRUE
TGKA.JK,2018Q2,"Personal Care, Drug and Grocery Stores",2.431623915,7.02370673,3.16369E+12,2.27304E+12,64709037480,-20.96006409,15.67148749,0,0,TRUE
TIFA.JK,2018Q2,Finance and Credit Services,0.499804104,2.366565284,1.54533E+12,1.21257E+12,8276130000,0.100142958,-2.882292771,0,0,TRUE
TKIM.JK,2018Q2,Industrial Materials,3.656215323,9.177083581,4.05339E+13,2.20992E+13,9.39478E+11,375.4938312,2.775658322,1,0,TRUE
TLKM.JK,2018Q2,Telecommunications Service Providers,2.363912277,3.231785769,2.0196E+14,1.08107E+14,7.533E+12,30.4003836,-0.983211205,0,0,TRUE
TOBA.JK,2018Q2,"Oil, Gas and Coal",1.600378938,1.278976759,5.31283E+12,3.01116E+12,3.34819E+11,84.74034327,-24.15686615,0,0,TRUE
TPMA.JK,2018Q2,Industrial Transportation,2.162981009,3.435171656,1.61626E+12,5.9038E+11,60170586750,75.5254821,21.86916681,1,0,TRUE
TRIM.JK,2018Q2,Investment Banking and Brokerage Services,0.810622516,2.01259916,1.93676E+12,1.20277E+12,15452875000,-9.639767826,-2.201956033,1,0,TRUE
TRUS.JK,2018Q2,Investment Banking and Brokerage Services,1.655098809,1.867387349,2.96952E+11,39438639980,4802895160,18.2647516,19.58220151,1,0,TRUE
TSPC.JK,2018Q2,Pharmaceuticals and Biotechnology,1.771240798,2.717831832,7.78613E+12,2.52598E+12,1.4365E+11,46.02368939,1.59770239,0,0,TRUE
TURI.JK,2018Q2,Retailers,2.444396982,4.238015673,5.64663E+12,2.34251E+12,1.48889E+11,-4.411990271,-4.504712199,1,0,TRUE
ULTJ.JK,2018Q2,Food Producers,3.642834922,4.482157616,5.40382E+12,1.08371E+12,1.94034E+11,-2.472814745,1.407447709,0,0,TRUE
UNIC.JK,2018Q2,Chemicals,0.830636072,1.342684717,3.31701E+12,1.08324E+12,73835609600,5.234954816,9.171783159,0,0,TRUE
UNIT.JK,2018Q2,Investment Banking and Brokerage Services,0.024210756,0.040418171,4.28876E+11,2.95041E+11,5200571720,23.74080681,-63.54734687,1,0,TRUE
UNTR.JK,2018Q2,Industrial Engineering,3.537004545,6.037671819,8.88427E+13,3.96055E+13,2.15192E+12,10.60882973,4.854243709,1,0,TRUE
VICO.JK,2018Q2,Investment Banking and Brokerage Services,0.015197612,-0.057815667,3.02802E+13,2.83807E+13,72968155000,-56.47390143,-34.31807061,1,0,TRUE
WAPO.JK,2018Q2,Food Producers,1.345794772,1.901078747,1.03947E+11,37149234750,892046030,-15.12927102,-7.456116731,0,0,TRUE
WINS.JK,2018Q2,Industrial Transportation,-1.080687056,-1.814812049,4.44125E+12,2.01131E+12,34361950500,-196.0164427,0.132013483,1,0,TRUE
WOMF.JK,2018Q2,Finance and Credit Services,0.578475601,4.82765031,9.33073E+12,8.2775E+12,50214000000,0.744153849,5.947196712,0,0,TRUE
WOOD.JK,2018Q2,Household Goods and Home Construction,1.470912378,2.858042349,3.88711E+12,1.85612E+12,52823039160,9.305664245,-6.690354728,0,0,TRUE
WSBP.JK,2018Q2,Construction and Materials,1.228170475,2.383992172,1.47003E+13,6.75284E+12,3.7302E+11,132.8969896,-32.50921891,0,0,TRUE
YPAS.JK,2018Q2,Chemicals,-1.526168284,-3.703404027,3.04634E+11,1.77157E+11,3983044060,-69.2582595,-9.43032895,0,0,TRUE
