Stocks;Period;ROA;REV;TA;DER;IDX_IC;DiD_Period;DiD_Treatment;Ln_REV;Ln_Assets;ROA_perc;DER_perc
SPTO;2020Q2;-0.0113930872;542048587030;3149987502640;0.3252749685;IDXINDUST;1;1;27.0186214783;28.7784196013;-1.1393087215;32.5274968460
SRIL;2019Q2;-0.0062519981;4510313913300;19884845022900;1.4243658261;IDXCYCLIC;0;1;29.1373878709;30.6209790009;-0.6251998050;142.4365826120
SRIL;2020Q2;0.0131183731;5160830694000;25858986833000;1.4053265362;IDXCYCLIC;1;1;29.2721186697;30.8836793096;1.3118373110;140.5326536180
SRSN;2019Q2;0.0028870907;153028349000;646723194000;0.2139951629;IDXBASIC;0;0;25.7538890288;27.1951842099;0.2887090730;21.3995162870
SRSN;2020Q2;0.0041316808;207926337000;780253664000;0.3723469935;IDXBASIC;1;0;26.0604497049;27.3828849140;0.4131680770;37.2346993470
SRTG;2019Q2;-0.0027385200;2224147000000;23051197000000;0.2204648842;IDXFINANCE;0;1;28.4303945873;30.7687388146;-0.2738519950;22.0464884180
SRTG;2020Q2;0.0161052930;3738612000000;24127195000000;0.1606689543;IDXFINANCE;1;1;28.9497355355;30.8143607435;1.6105293010;16.0668954250
SSIA;2019Q2;-0.0107120262;823710826600;7384320600340;0.3684316059;IDXINFRA;0;1;27.4370853667;29.6303800304;-1.0712026240;36.8431605870
SSIA;2020Q2;0.0020183107;882049511540;8174121524460;0.4987867935;IDXINFRA;1;1;27.5055140269;29.7319943682;0.2018310710;49.8786793480
SSTM;2019Q2;-0.0208870573;98037489640;553788046240;0.8614811665;IDXCYCLIC;0;1;25.3086157898;27.0400478625;-2.0887057263;86.1481166530
SSTM;2020Q2;0.0007684113;103379499740;458207588580;0.6035956306;IDXCYCLIC;1;1;25.3616725177;26.8505881685;0.0768411272;60.3595630570
STAR;2019Q2;0.0008033757;30625500930;615720248960;0.2344736791;IDXFINANCE;0;1;24.1450988626;27.1460585560;0.0803375740;23.4473679120
STAR;2020Q2;-0.0219641080;507489520;580348123660;0.1825836318;IDXFINANCE;1;1;20.0449866184;27.0868939736;-2.1964108020;18.2583631790
STTP;2019Q2;0.0016485380;782698852400;2631189810030;0.3174801262;IDXNONCYC;0;0;27.3860138515;28.5984572591;0.1648538010;31.7480126200
STTP;2020Q2;0.0024860607;921811255200;2881563083950;0.1089287265;IDXNONCYC;1;0;27.5496063272;28.6893540003;0.2486060720;10.8928726490
SUPR;2019Q2;0.0004646973;444727000000;11080430000000;2.4349718991;IDXINFRA;0;1;26.8207264477;30.0362016052;0.0464697270;243.4971899080
SUPR;2020Q2;-0.0211898213;463671000000;12890386000000;2.7586569202;IDXINFRA;1;1;26.8624410860;30.1875028781;-2.1189821250;275.8656920220
SURE;2019Q2;0.0053688013;72798075720;559548789440;3.0407754325;IDXENERGY;0;1;25.0109553594;27.0503965628;0.5368801260;304.0775432490
SURE;2020Q2;0.0484996415;86038471260;547038070090;2.6399951685;IDXENERGY;1;1;25.1780603734;27.0277842349;4.8499641530;263.9995168470
SWAT;2019Q2;0.0035368168;60385314720;550572793190;0.4907490328;IDXBASIC;0;0;24.8240117786;27.0342250154;0.3536816820;49.0749032760
SWAT;2020Q2;-0.0202414124;76576209180;605688084520;0.6380357731;IDXBASIC;1;0;25.0615522803;27.1296309785;-2.0241412411;63.8035773110
TALF;2019Q2;0.0265054873;229309993540;981436223490;0.0245610490;IDXBASIC;0;0;26.1583406087;27.6122828699;2.6505487290;2.4561048950
TALF;2020Q2;-0.0056788742;256531047550;1445670985140;0.2069954493;IDXBASIC;1;0;26.2705155373;27.9995946793;-0.5678874192;20.6995449268
TAMU;2019Q2;-0.0808584169;51395225000;1439763775000;0.8654015683;IDXENERGY;0;1;24.6628111063;27.9955001709;-8.0858416860;86.5401568250
TAMU;2020Q2;-0.0000928604;62418082400;1214522346800;0.8541643227;IDXENERGY;1;1;24.8571208524;27.8253719852;-0.0092860436;85.4164322720
TARA;2019Q2;0.0179255492;670454500;1122279225840;0.0512461740;IDXPROPERT;0;0;20.3234663986;27.7463827565;1.7925549180;5.1246174020
TARA;2020Q2;0.0457109236;7499998000;1125958346470;0.0507853066;IDXPROPERT;1;0;22.7381685908;27.7496556525;4.5710923583;5.0785306640
TBLA;2019Q2;0.0036787674;2172898000000;16576740000000;1.5231532719;IDXNONCYC;0;0;28.4070828764;30.4390216239;0.3678767440;152.3153271900
TBLA;2020Q2;0.0007262102;2765027000000;18499291000000;1.6232524174;IDXNONCYC;1;0;28.6480715158;30.5487535230;0.0726210180;162.3252417440
TBMS;2019Q2;0.0013048261;2078930353750;2405639343750;1.4089068753;IDXBASIC;0;0;28.3628746244;28.5088368236;0.1304826140;140.8906875340
TBMS;2020Q2;0.0008968902;1033840119400;1713036453600;0.5785625528;IDXBASIC;1;0;27.6643012567;28.1692886156;0.0896890190;57.8562552770
TCPI;2019Q2;0.0028897736;593864000000;2954035000000;0.8805758536;IDXENERGY;0;1;27.1099161739;28.7141931483;0.2889773586;88.0575853600
TCPI;2020Q2;-0.0062176532;449562000000;2972394000000;0.7366857203;IDXENERGY;1;1;26.8315396124;28.7203888047;-0.6217653240;73.6685720340
TDPM;2019Q2;0.0115700021;984823056250;4372933506250;0.8847050171;IDXBASIC;0;0;27.6157278237;29.1064551827;1.1570002050;88.4705017080
TDPM;2020Q2;0.0205489532;1103187258000;4945246348800;0.9552001320;IDXBASIC;1;0;27.7292246133;29.2294478975;2.0548953190;95.5200132020
TELE;2019Q2;-0.0039938487;6435862000000;8804875000000;1.2532720608;IDXCYCLIC;0;1;29.4929069029;29.8063266613;-0.3993848700;125.3272060800
TELE;2020Q2;-0.0097690956;6615543000000;8491603000000;0.9565650932;IDXCYCLIC;1;1;29.5204429963;29.7700989088;-0.9769095568;95.6565093210
TGRA;2019Q2;-0.0083268294;16795308220;470822438120;0.1609091916;IDXINFRA;0;1;23.5443654117;26.8777468708;-0.8326829440;16.0909191550
TGRA;2020Q2;0.0017009995;3362056630;560037421240;0.4768365447;IDXINFRA;1;1;21.9358187159;27.0512694421;0.1700999515;47.6836544650
TIFA;2019Q2;0.0019086754;50799210000;1339998899000;2.3588119882;IDXFINANCE;0;1;24.6511466402;27.9236899082;0.1908675420;235.8811988220
TIFA;2020Q2;-0.0314885185;39818090000;1085425972000;1.5530967584;IDXFINANCE;1;1;24.4075871686;27.7129936268;-3.1488518500;155.3096758436
TINS;2019Q2;0.0016722563;5621150000000;20650448000000;1.6104984001;IDXBASIC;0;0;29.3575573852;30.6587581300;0.1672256272;161.0498400080
TINS;2020Q2;0.0013035646;3594477000000;18396760000000;1.8267808859;IDXBASIC;1;0;28.9104196167;30.5431956781;0.1303564630;182.6780885930
TNCA;2019Q2;0.0426876091;17507532040;46878125130;0.0077442330;IDXTRANS;0;0;23.5858970276;24.5708169885;4.2687609130;0.7744233030
TNCA;2020Q2;-0.0113240766;20185054470;50990872390;0.0308684306;IDXTRANS;1;0;23.7282082898;24.6549124809;-1.1324076558;3.0868430603
TOBA;2019Q2;0.0108735887;1563123712800;7413843091200;1.0179856144;IDXENERGY;0;1;28.0777073151;29.6343700566;1.0873588690;101.7985614350
TOBA;2020Q2;-0.0056979900;2723637905000;11867628694000;1.3372009297;IDXENERGY;1;1;28.6329895677;30.1048355316;-0.5697989966;133.7200929680
TOPS;2019Q2;0.0005158682;193226238880;3320694823690;0.8020371311;IDXINFRA;0;1;25.9871275615;28.8311951612;0.0515868170;80.2037131070
TOPS;2020Q2;0.0011743948;57005413970;2657985037380;0.7863084893;IDXINFRA;1;1;24.7664120822;28.6085894469;0.1174394790;78.6308489332
TOWR;2019Q2;0.0164837519;1481913000000;24207144000000;1.3778071073;IDXINFRA;0;1;28.0243549366;30.8176689121;1.6483751941;137.7807107280
TOWR;2020Q2;-0.0032027514;1819909000000;32519753000000;2.0002579158;IDXINFRA;1;1;28.2298076158;31.1128688053;-0.3202751400;200.0257915820
TRIS;2019Q2;0.0248126155;365260428640;639964877090;0.7607959617;IDXCYCLIC;0;1;26.6238764392;27.1846791322;2.4812615450;76.0795961650
TRIS;2020Q2;-0.0091207973;287460891190;1236981736720;0.9409465188;IDXCYCLIC;1;1;26.3843526573;27.8436954451;-0.9120797260;94.0946518792
TRST;2019Q2;-0.0275806584;649061668890;4284901587130;0.5629038032;IDXBASIC;0;0;27.1987935705;29.0861187009;-2.7580658420;56.2903803240
TRST;2020Q2;0.0167570701;565090039100;4349022887700;0.6474385734;IDXBASIC;1;0;27.0602509166;29.1009723123;1.6757070080;64.7438573400
TRUK;2019Q2;0.0083637382;12253971570;94392166040;0.2318746374;IDXTRANS;0;0;23.2291159312;25.2707239198;0.8363738220;23.1874637380
TRUK;2020Q2;-0.0080469961;16807453520;98890963870;0.2733348893;IDXTRANS;1;0;23.5450882869;25.3172837051;-0.8046996070;27.3334889330
TRUS;2019Q2;0.0261623423;12930675760;300504792340;0.0153314787;IDXFINANCE;0;1;23.2828682913;26.4287295387;2.6162342310;1.5331478660
TRUS;2020Q2;0.0127801565;11856225580;320300808920;0.0276507453;IDXFINANCE;1;1;23.1961189320;26.4925264191;1.2780156470;2.7650745340
TSPC;2019Q2;0.0342156274;2656011257050;8064809077590;0.1240571201;IDXHEALTH;0;1;28.6078465859;29.7185311543;3.4215627410;12.4057120080
TSPC;2020Q2;0.0187221186;2589377773920;8756861340450;0.1184586775;IDXHEALTH;1;1;28.5824387210;29.8008586622;1.8722118590;11.8458677540
TUGU;2019Q2;0.0211610335;644103081000;15337055194500;0.0266609825;IDXFINANCE;0;1;27.1911246139;30.3612929244;2.1161033492;2.6660982500
TUGU;2020Q2;-0.0373554250;542155053000;23036824577000;0.0268275189;IDXFINANCE;1;1;27.0188178731;30.7681151201;-3.7355425010;2.6827518940
TURI;2019Q2;0.0444420128;3215875000000;6298241000000;0.3140249959;IDXCYCLIC;0;1;28.7991205983;29.4712915040;4.4442012840;31.4024995890
TURI;2020Q2;0.0130813025;1288178000000;5748955000000;0.2274405101;IDXCYCLIC;1;1;27.8842499328;29.3800392151;1.3081302460;22.7440510130
ULTJ;2019Q2;-0.1180376743;1544604000000;6175342000000;0.0137303506;IDXNONCYC;0;0;28.0657886827;29.4515853815;-11.8037674250;1.3730350600
ULTJ;2020Q2;-0.0021038822;1404612000000;7054390000000;0.0021307834;IDXNONCYC;1;0;27.9707822240;29.5846712340;-0.2103882150;0.2130783410
UNIC;2019Q2;0.0501999324;1185075280350;3179232657900;0.1337966383;IDXBASIC;0;0;27.8008274162;28.7876609811;5.0199932440;13.3796638280
UNIC;2020Q2;0.0114316032;1360180558000;3425189905000;0.0261907789;IDXBASIC;1;0;27.9386385701;28.8621780328;1.1431603190;2.6190778910
UNIT;2019Q2;-0.0342025791;20474297880;420832801630;1.2922328253;IDXCYCLIC;0;1;23.7424361745;26.7655014460;-3.4202579140;129.2232825310
UNIT;2020Q2;0.0062432712;28566035090;419317702320;1.2611486637;IDXCYCLIC;1;1;24.0754842648;26.7618947090;0.6243271230;126.1148663710
VICO;2019Q2;0.0101604811;202267604000;30815122948000;0.6485516753;IDXFINANCE;0;1;26.0328574299;31.0590266902;1.0160481090;64.8551675340
VICO;2020Q2;0.0377736586;229117395000;31243747963000;0.5029933706;IDXFINANCE;1;1;26.1575003511;31.0728404069;3.7773658560;50.2993370630
VRNA;2019Q2;0.0493449142;73694475000;2779845784000;2.9538528802;IDXFINANCE;0;1;25.0231936673;28.6534165687;4.9344914200;295.3852880220
VRNA;2020Q2;-0.0057705327;85788910000;2927627768000;3.4506885448;IDXFINANCE;1;1;25.1751555810;28.7052135755;-0.5770532700;345.0688544818
WEGE;2019Q2;0.0189215766;1031743011780;5542281004860;0.0126222514;IDXINFRA;0;1;27.6622707324;29.3434272657;1.8921576590;1.2622251420
WEGE;2020Q2;0.0251901216;957496670630;5961013778820;0.0550373187;IDXINFRA;1;1;27.5875880808;29.4162616797;2.5190121570;5.5037318710
WIKA;2019Q2;0.0176486498;6504287304000;58019389498000;1.0111118255;IDXINFRA;0;1;29.5034826606;31.6917983723;1.7648649840;101.1111825450
WIKA;2020Q2;-0.0004498911;4199424176000;61116446266000;1.2218387165;IDXINFRA;1;1;29.0659685309;31.7438021155;-0.0449891140;122.1838716530
WINS;2019Q2;0.0009970688;200255633750;3767088345000;0.4106031358;IDXENERGY;0;1;26.0228605561;28.9573234967;0.0997068750;41.0603135788
WINS;2020Q2;0.0164468885;127562571000;3375480936000;0.3805608337;IDXENERGY;1;1;25.5718728341;28.8475589297;1.6446888510;38.0560833745
WOMF;2019Q2;0.0026509800;617015000000;8360758000000;5.6913356265;IDXFINANCE;0;1;27.1481591717;29.7545702088;0.2650979980;569.1335626520
WOMF;2020Q2;-0.0070716009;495432000000;6762187000000;4.4290877118;IDXFINANCE;1;1;26.9286959462;29.5423674744;-0.7071600900;442.9087711790
WOOD;2019Q2;0.0000955574;484508921740;4867896076500;0.7850519368;IDXCYCLIC;0;1;26.9064016824;29.2136829425;0.0095557386;78.5051936800
WOOD;2020Q2;-0.0010901623;651816884260;5591916479560;0.8115935779;IDXCYCLIC;1;1;27.2030295071;29.3523431850;-0.1090162307;81.1593577920
WSBP;2019Q2;0.0094766882;2200774405890;14621918849760;0.5983279555;IDXBASIC;0;0;28.4198304170;30.3135428099;0.9476688160;59.8327955540
WSBP;2020Q2;-0.0657028437;753659322140;15761933330770;0.8338364024;IDXBASIC;1;0;27.3482062754;30.3886188661;-6.5702843720;83.3836402360
WSKT;2019Q2;0.0054617329;8682208403970;128952379483360;3.7318409274;IDXINFRA;0;1;29.7922970367;32.4904643008;0.5461732885;373.1840927369
WSKT;2020Q2;0.0378659841;4169887433590;116365862727530;4.1000985658;IDXINFRA;1;1;29.0589101570;32.3877603327;3.7865984127;410.0098565795
YPAS;2019Q2;-0.0001894588;107151459670;325611607720;1.3126571708;IDXBASIC;0;0;25.3975091815;26.5089711207;-0.0189458792;131.2657170800
YPAS;2020Q2;-0.0013261482;73188691700;265596059490;0.4975025158;IDXBASIC;1;0;25.0163067610;26.3052424182;-0.1326148210;49.7502515790
ZINC;2019Q2;-0.0080048234;232750833040;1317346611770;0.5134707646;IDXBASIC;0;0;26.1732343322;27.9066406869;-0.8004823380;51.3470764640
ZINC;2020Q2;-0.0123556954;239193708010;1429301171230;0.4522420020;IDXBASIC;1;0;26.2005395544;27.9882067493;-1.2355695443;45.2242001950
ZONE;2019Q2;0.0016934845;196557226880;438005138390;0.2105656082;IDXCYCLIC;0;1;26.0042194568;26.8054964787;0.1693484461;21.0565608170
ZONE;2020Q2;0.0280254736;34047821120;585240162170;0.5534265298;IDXCYCLIC;1;1;24.2510318769;27.0952881336;2.8025473580;55.3426529760
