Firm,Period,Code,ICB Sector,ROA,ROE,Treated,After,TA,Total Liabilities,FCF,OI_GROWTH,REV_GROWTH
DSSA.JK,2019Q2,DSSA.JK2019Q2,Electricity,0.236385259,0.390627118,1,0,5.09074E+13,2.87789E+13,1.54541E+12,-0.813840775,13.49862027
DUTI.JK,2019Q2,DUTI.JK2019Q2,Real Estate Investment and Services Development,2.070969739,3.011429538,1,0,1.29039E+13,5.03673E+12,2.98234E+11,0.267097428,-17.67328475
EKAD.JK,2019Q2,EKAD.JK2019Q2,Chemicals,1.294645358,1.413032011,0,0,8.86299E+11,1.52886E+11,22638591450,0.188161535,2.31032697
EPMT.JK,2019Q2,EPMT.JK2019Q2,Pharmaceuticals and Biotechnology,2.183974358,3.089941089,0,0,8.70633E+12,2.78268E+12,66664694860,0.035808016,7.903023899
ERAA.JK,2019Q2,ERAA.JK2019Q2,Retailers,0.579315559,1.317903389,1,0,1.22889E+13,7.55153E+12,23709852000,-0.468091198,-13.96444205
ESSA.JK,2019Q2,ESSA.JK2019Q2,"Oil, Gas and Coal",-0.208465469,-0.288469654,0,0,1.32882E+13,1.0403E+13,7.72982E+11,4.885934293,342.286141
ESTI.JK,2019Q2,ESTI.JK2019Q2,Industrial Materials,0.32030324,1.211065232,1,0,8.98565E+11,6.63072E+11,12660466650,-3.150061744,-22.60932865
FAST.JK,2019Q2,FAST.JK2019Q2,Travel and Leisure,3.353675404,6.831680641,1,0,3.14059E+12,1.4492E+12,1.094E+11,1.469686617,14.78436815
GEMA.JK,2019Q2,GEMA.JK2019Q2,Household Goods and Home Construction,0.118175233,0.257232098,0,0,1.06374E+12,5.61055E+11,3455909770,-0.050910852,-0.640878912
GGRM.JK,2019Q2,GGRM.JK2019Q2,Tobacco,2.909721231,4.19077376,1,0,6.56606E+13,1.81721E+13,1.91802E+12,0.222343775,19.17917418
GPRA.JK,2019Q2,GPRA.JK2019Q2,Real Estate Investment and Services Development,0.403128435,0.320975637,1,0,1.53645E+12,5.66565E+11,11228468220,1.880821901,30.02017019
GWSA.JK,2019Q2,GWSA.JK2019Q2,Real Estate Investment and Services Development,0.325246844,0.360367011,1,0,7.49078E+12,7.29885E+11,1.1103E+11,3.556583181,38.55538517
HEXA.JK,2019Q2,HEXA.JK2019Q2,Industrial Engineering,2.632902394,5.218627131,1,0,4.92976E+12,2.51993E+12,1.90885E+11,0.923947175,45.51266912
HMSP.JK,2019Q2,HMSP.JK2019Q2,Tobacco,6.98967116,10.37859929,1,0,5.65872E+13,1.7927E+13,3.18653E+12,0.044913069,2.893302266
HRTA.JK,2019Q2,HRTA.JK2019Q2,Personal Goods,2.668012868,4.018552289,1,0,1.58209E+12,4.44326E+11,22674775010,0.375582104,5.83793787
HRUM.JK,2019Q2,HRUM.JK2019Q2,"Oil, Gas and Coal",1.637570718,2.036924736,0,0,6.33881E+12,1.94E+12,1.26354E+11,-0.607013492,-14.11723967
IGAR.JK,2019Q2,IGAR.JK2019Q2,General Industrials,2.23650432,2.635995259,1,0,5.9547E+11,2.24075E+11,4275123270,-0.379852787,1.799455859
INDR.JK,2019Q2,INDR.JK2019Q2,Personal Goods,0.314093674,0.649924915,1,0,1.11656E+13,5.72366E+12,4.09809E+11,1.188648287,-3.544010888
INDS.JK,2019Q2,INDS.JK2019Q2,Automobiles and Parts,0.030540981,0.035958349,1,0,2.48021E+12,2.98049E+11,1797358890,-0.985055864,0.038910678
INDY.JK,2019Q2,INDY.JK2019Q2,"Oil, Gas and Coal",0.151420674,0.102994761,0,0,5.37239E+13,4.00771E+13,7.01919E+11,-0.733121872,-10.3962787
INKP.JK,2019Q2,INKP.JK2019Q2,Industrial Materials,0.836367204,1.908081134,1,0,1.25141E+14,7.15879E+13,1.72949E+12,0.040093348,-4.845070533
INPS.JK,2019Q2,INPS.JK2019Q2,Industrial Transportation,-0.798276055,-2.90624636,1,0,4.86147E+11,3.40575E+11,32843568100,-0.504275472,26.93860958
INTP.JK,2019Q2,INTP.JK2019Q2,Construction and Materials,0.910484653,1.069555493,0,0,2.75435E+13,3.92523E+12,5.10552E+11,0.669148343,8.525870561
IPOL.JK,2019Q2,IPOL.JK2019Q2,General Industrials,0.397373356,0.693854487,1,0,4.13326E+12,1.96441E+12,58892075000,1.336171766,6.176340387
ITMA.JK,2019Q2,ITMA.JK2019Q2,"Oil, Gas and Coal",2.970949399,2.974859039,0,0,1.78968E+12,4289817600,52620854400,0.247387346,3.452034884
ITMG.JK,2019Q2,ITMG.JK2019Q2,"Oil, Gas and Coal",2.146462432,3.561307176,0,0,2.09185E+13,8.73245E+12,5.71863E+11,-0.277518218,23.90411055
JIHD.JK,2019Q2,JIHD.JK2019Q2,Real Estate Investment and Services Development,0.294030534,-0.031699614,1,0,6.65889E+12,2.97241E+12,62010751000,-0.45817411,-1.67353554
JRPT.JK,2019Q2,JRPT.JK2019Q2,Real Estate Investment and Services Development,2.30989188,3.802425778,1,0,1.07907E+13,4.16078E+12,2.29689E+11,-0.111101646,-6.273833038
KDSI.JK,2019Q2,KDSI.JK2019Q2,Household Goods and Home Construction,1.598368215,3.886126699,0,0,1.43268E+12,8.58119E+11,17905151420,0.375883495,-4.729544311
KICI.JK,2019Q2,KICI.JK2019Q2,Household Goods and Home Construction,-0.586167748,-0.971011173,0,0,1.56356E+11,59439145860,53479600,13.42612135,24.36975686
KLBF.JK,2019Q2,KLBF.JK2019Q2,Pharmaceuticals and Biotechnology,3.552581494,4.437832311,0,0,1.91779E+13,3.959E+12,2.83138E+11,-0.008686331,6.991226581
MAPB.JK,2019Q2,MAPB.JK2019Q2,Travel and Leisure,1.734399548,2.950610515,1,0,1.85165E+12,7.53039E+11,23922000000,-0.242249139,17.03840102
MARI.JK,2019Q2,MARI.JK2019Q2,Media,2.278593824,3.743253794,1,0,3.26419E+11,1.24046E+11,4833585250,-0.168563949,10.60257734
MBAP.JK,2019Q2,MBAP.JK2019Q2,"Oil, Gas and Coal",5.857813518,8.013899874,0,0,2.54906E+12,6.94758E+11,1.04416E+11,-0.715843755,-10.78733646
MFIN.JK,2019Q2,MFIN.JK2019Q2,Finance and Credit Services,2.171824605,4.041376512,0,0,3.76427E+12,1.61172E+12,92444000000,0.192510895,15.387496
MIDI.JK,2019Q2,MIDI.JK2019Q2,Retailers,1.167298633,5.479874731,1,0,5.24293E+12,3.87983E+12,86426000000,0.273973143,12.68680299
MIKA.JK,2019Q2,MIKA.JK2019Q2,Health Care Providers,3.536705129,4.194068518,0,0,5.41779E+12,1.24011E+12,5313791600,0.205354182,15.80335929
MMLP.JK,2019Q2,MMLP.JK2019Q2,Industrial Support Services,3.026930146,3.636013973,1,0,5.80514E+12,2.08554E+12,1.78421E+11,0.44480569,42.2922498
MNCN.JK,2019Q2,MNCN.JK2019Q2,Media,3.778728105,5.880000116,1,0,1.64515E+13,6.27384E+12,5.52175E+11,0.396290009,17.7234718
MSKY.JK,2019Q2,MSKY.JK2019Q2,Media,-0.792924738,-1.843301861,1,0,4.70244E+12,2.68182E+12,65576000000,-46.25815217,-4.932918308
MTDL.JK,2019Q2,MTDL.JK2019Q2,Technology Hardware & Equipment,1.82003994,3.533514023,0,0,5.05917E+12,3.16899E+12,1.18761E+11,0.207217183,8.196757492
MYOH.JK,2019Q2,MYOH.JK2019Q2,"Oil, Gas and Coal",1.902020497,2.524716715,0,0,2.32027E+12,5.37948E+11,1.64067E+11,0.725122448,18.7593738
NFCX.JK,2019Q2,NFCX.JK2019Q2,Software & Computer Services,2.887069405,3.657269858,1,0,5.39302E+11,1.60252E+11,14337932030,64.98114839,115.2402137
NIPS.JK,2019Q2,NIPS.JK2019Q2,Electronic and Electrical Equipment,2.237727227,4.725989137,1,0,1.53958E+12,8.61668E+11,15327838000,0.11606532,-3.363993453
PBID.JK,2019Q2,PBID.JK2019Q2,General Industrials,1.906223818,2.77944597,1,0,2.24747E+12,6.61923E+11,23057393000,-0.163493729,22.25564319
PBRX.JK,2019Q2,PBRX.JK2019Q2,Personal Goods,1.259325101,2.832365909,1,0,8.38259E+12,4.90251E+12,71607481250,0.111475629,8.695905229
PGAS.JK,2019Q2,PGAS.JK2019Q2,"Gas, Water and Multi-utilities",-0.000675565,-0.427866357,0,0,1.06886E+14,7.71181E+13,1.47809E+12,0.389312022,-5.650184308
POWR.JK,2019Q2,POWR.JK2019Q2,Electricity,2.106906666,4.2471086,1,0,1.90087E+13,9.6104E+12,10871237500,-0.051669686,6.190614956
PPRE.JK,2019Q2,PPRE.JK2019Q2,Construction and Materials,1.311076268,2.874907809,0,0,6.68617E+12,4.31167E+12,52762838050,0.508248672,39.02620813
PTBA.JK,2019Q2,PTBA.JK2019Q2,"Oil, Gas and Coal",3.628397504,5.225644885,0,0,2.48267E+13,8.15776E+12,7.41113E+11,-0.493884083,-7.164035428
PTIS.JK,2019Q2,PTIS.JK2019Q2,General Industrials,0.083856273,0.191598529,1,0,5.37259E+11,3.03229E+11,10697033100,-3.978414136,8.072758569
PYFA.JK,2019Q2,PYFA.JK2019Q2,Pharmaceuticals and Biotechnology,-0.0642896,-0.100919947,0,0,1.91306E+11,68129603050,1317803010,1.074839537,-1.605404075
RALS.JK,2019Q2,RALS.JK2019Q2,Retailers,8.897746573,12.78095842,1,0,5.25022E+12,1.32863E+12,87788000000,-6.733387468,-0.404266218
RANC.JK,2019Q2,RANC.JK2019Q2,"Personal Care, Drug and Grocery Stores",1.405056546,2.498844769,0,0,8.95256E+11,3.81332E+11,11040015640,0.051293249,2.734674754
RIGS.JK,2019Q2,RIGS.JK2019Q2,Industrial Transportation,-15.51475241,-22.12486273,1,0,1.08084E+12,3.56856E+11,16159050000,-0.393604352,24.09457103
RIMO.JK,2019Q2,RIMO.JK2019Q2,Retailers,-1.054959367,-1.230906082,1,0,5.87574E+12,5.81123E+11,28192796340,128.4578205,13311.01715
SCCO.JK,2019Q2,SCCO.JK2019Q2,Electronic and Electrical Equipment,1.020767983,1.536225188,1,0,4.31562E+12,1.2517E+12,56850615990,0.263179124,17.3127674
SCMA.JK,2019Q2,SCMA.JK2019Q2,Media,4.244309767,6.09403989,1,0,6.56503E+12,1.62928E+12,3.44232E+11,-0.043997907,14.48220647
SCPI.JK,2019Q2,SCPI.JK2019Q2,Pharmaceuticals and Biotechnology,0.523470665,1.41412372,0,0,1.38388E+12,8.16927E+11,67648577000,-0.491530052,-44.98698768
SHIP.JK,2019Q2,SHIP.JK2019Q2,Industrial Transportation,1.617319348,3.817417908,1,0,3.45227E+12,2.32133E+12,84689162500,0.236717471,70.39269161
SIDO.JK,2019Q2,SIDO.JK2019Q2,Food Producers,4.889977142,5.436923358,0,0,3.48771E+12,3.75687E+11,1.72667E+11,0.178066827,14.95233923
SIPD.JK,2019Q2,SIPD.JK2019Q2,Food Producers,0.770222788,2.06148758,0,0,2.22042E+12,1.34739E+12,3637000000,-1.526784696,37.29251984
SKLT.JK,2019Q2,SKLT.JK2019Q2,Food Producers,1.626114202,3.556776425,0,0,7.56323E+11,4.07525E+11,1373296820,0.571308054,30.40478634
SMDM.JK,2019Q2,SMDM.JK2019Q2,Real Estate Investment and Services Development,0.743036216,0.513539158,1,0,3.17424E+12,1.4034E+12,32098076420,0.595321349,17.38304956
SMGR.JK,2019Q2,SMGR.JK2019Q2,Construction and Materials,0.31352895,0.704057862,0,0,7.7964E+13,4.66915E+13,3.71711E+11,0.46168095,22.81123992
SMSM.JK,2019Q2,SMSM.JK2019Q2,Automobiles and Parts,4.176188418,5.549349019,1,0,2.97286E+12,9.79544E+11,1.28791E+11,0.00465396,0.304903451
SRIL.JK,2019Q2,SRIL.JK2019Q2,Personal Goods,2.031630698,5.287656544,1,0,1.96114E+13,1.22159E+13,2.75826E+11,0.038561195,53.20435098
TBMS.JK,2019Q2,TBMS.JK2019Q2,Industrial Metals and Mining,0.814050915,3.336059067,1,0,2.75422E+12,2.12613E+12,18952194300,0.562952852,-11.05856232
TCID.JK,2019Q2,TCID.JK2019Q2,Personal Goods,0.902408031,1.153757645,1,0,2.63937E+12,4.7268E+11,10915109370,-0.670552814,6.112043935
TELE.JK,2019Q2,TELE.JK2019Q2,Telecommunications Equipment,0.149853874,0.31781001,0,0,8.11695E+12,4.74755E+12,1.6997E+11,0.259136972,20.80563521
TGKA.JK,2019Q2,TGKA.JK2019Q2,"Personal Care, Drug and Grocery Stores",3.523692465,8.662419108,0,0,3.27214E+12,2.24756E+12,97285632280,0.229709434,67.54183389
TIFA.JK,2019Q2,TIFA.JK2019Q2,Finance and Credit Services,0.663080047,2.611220065,0,0,1.45103E+12,1.09751E+12,8204204000,-0.054397773,-8.889078842
TKIM.JK,2019Q2,TKIM.JK2019Q2,Industrial Materials,1.908094816,4.354632341,1,0,4.20035E+13,2.4868E+13,36110000000,4.243530197,15.09997825
TOBA.JK,2019Q2,TOBA.JK2019Q2,"Oil, Gas and Coal",2.559190007,3.510772901,0,0,7.41384E+12,4.58178E+12,2.93189E+11,0.703722676,4.841139539
TPMA.JK,2019Q2,TPMA.JK2019Q2,Industrial Transportation,1.223725586,1.783584811,1,0,1.57953E+12,4.75497E+11,47616786750,0.349399574,14.12026395
TRIM.JK,2019Q2,TRIM.JK2019Q2,Investment Banking and Brokerage Services,1.009190384,1.959727214,1,0,1.49604E+12,6.86816E+11,18819631000,-0.037555685,-3.424755898
TRUS.JK,2019Q2,TRUS.JK2019Q2,Investment Banking and Brokerage Services,1.800504517,1.956331751,1,0,2.94286E+11,23256210930,3454622190,0.18051229,10.4818682
TURI.JK,2019Q2,TURI.JK2019Q2,Retailers,2.37797619,3.993534198,1,0,6.20256E+12,2.49779E+12,1.94209E+11,0.026097246,1.149047848
ULTJ.JK,2019Q2,ULTJ.JK2019Q2,Food Producers,3.476990591,4.176527701,0,0,5.85489E+12,8.94632E+11,2.93964E+11,0.654129062,9.611637745
UNIT.JK,2019Q2,UNIT.JK2019Q2,Investment Banking and Brokerage Services,-0.022568124,0.002509067,1,0,4.26194E+11,2.92168E+11,5056564540,0.068487959,-12.94300527
UNTR.JK,2019Q2,UNTR.JK2019Q2,Industrial Engineering,2.182048976,4.699021112,1,0,1.16925E+14,6.0698E+13,1.74642E+12,0.295355036,18.99257187
WAPO.JK,2019Q2,WAPO.JK2019Q2,Food Producers,-1.03080623,-1.263163262,0,0,87404322140,12972327050,733798340,14.25842234,-80.83191332
WINS.JK,2019Q2,WINS.JK2019Q2,Industrial Transportation,-1.080997746,-1.714169939,1,0,3.84324E+12,1.75425E+12,49184344950,-2.702278737,-23.56228051
WOMF.JK,2019Q2,WOMF.JK2019Q2,Finance and Credit Services,0.407565226,2.962394468,0,0,8.66768E+12,7.51714E+12,44581000000,-0.082514548,1.332458229
WOOD.JK,2019Q2,WOOD.JK2019Q2,Household Goods and Home Construction,1.352118623,2.500573249,0,0,4.5032E+12,2.14872E+12,12828982700,0.779392919,5.229030762
WTON.JK,2019Q2,WTON.JK2019Q2,Construction and Materials,1.084933854,3.158337834,0,0,8.60852E+12,5.8173E+12,1.80908E+11,0.680630068,8.438263169
