Firm,Period,SIZE,LEV,REV,GROWTH,ROA,ROE,FE_2020Q2,FE_2019Q2,FE_2018Q2,FE_Sector,Treat,After,DiD,Delete
SONA.JK,2019Q2,27.76780715,19.13508042,26.87553362,20.94239362,1.929625824,3.178731701,0,1,0,2,1,0,0,0
SPMA.JK,2020Q2,28.42200124,50.66449076,27.16277072,16.0332242,3.781119689,6.184071879,1,0,0,1,1,1,1,0
SPMA.JK,2019Q2,28.40527969,68.43627366,27.01406435,6.629200555,1.49565718,2.478667737,0,1,0,1,1,0,0,0
SRAJ.JK,2020Q2,28.68580256,10.63749646,26.28063917,43.11556041,-0.286611244,-0.531976709,1,0,0,5,0,1,0,0
SRAJ.JK,2019Q2,28.38525769,4.255335992,25.92215694,18.53502702,0.14220731,0.217269055,0,1,0,5,0,0,0,0
SRIL.JK,2020Q2,30.620979,142.4365826,29.13738787,22.38190589,1.794266189,4.645889814,1,0,0,2,1,1,1,0
SRIL.JK,2019Q2,30.52051585,140.4002125,28.93541153,54.48394323,2.031630698,5.287656544,0,1,0,2,1,0,0,0
SSIA.JK,2020Q2,29.66118196,40.83956264,27.62089781,62.08904786,-1.362825069,-2.708654712,1,0,0,7,1,1,1,0
SSIA.JK,2019Q2,29.64477871,41.65781972,27.13792214,-19.81149225,-0.115146626,-0.588596511,0,1,0,7,1,0,0,0
SSMS.JK,2020Q2,30.0508628,144.8226322,27.20001599,-34.44666037,3.755499054,11.63453068,1,0,0,8,0,1,0,0
SSMS.JK,2019Q2,30.00932993,124.9068104,27.62232202,23.26499431,-1.147111359,-3.127410494,0,1,0,8,0,0,0,0
SSTM.JK,2020Q2,27.01019122,82.44591002,25.37056453,-3.186699605,-0.013188288,-0.029572726,1,0,0,2,1,1,1,0
SSTM.JK,2019Q2,27.111872,95.33094645,25.40295033,129.3920189,-0.001421902,-0.003571856,0,1,0,2,1,0,0,0
STTP.JK,2020Q2,28.66631726,28.26779855,27.48334863,18.90096476,5.860542328,7.954702628,1,0,0,8,0,1,0,0
STTP.JK,2019Q2,28.52251099,34.07629013,27.3102279,3.81239585,4.963990018,7.962394437,0,1,0,8,0,0,0,0
SUPR.JK,2020Q2,30.03620161,243.4971899,26.82072645,-9.313232694,0.586558979,2.301216743,1,0,0,7,1,1,1,0
SUPR.JK,2019Q2,30.11691145,188.8176964,26.91848518,2.437276884,-0.155703655,-0.596890789,0,1,0,7,1,0,0,0
TALF.JK,2020Q2,27.72546997,18.12504651,26.09131143,-19.19819535,-0.238046733,-0.343203058,1,0,0,1,1,1,1,0
TALF.JK,2019Q2,27.5674788,2.558392959,26.30448231,84.97088644,0.365198324,0.448885005,0,1,0,1,1,0,0,0
TAMU.JK,2020Q2,27.97660372,84.70291602,24.66299861,-4.21690431,0.122962969,0.259310075,1,0,0,3,1,1,1,0
TAMU.JK,2019Q2,28.02918492,90.63519862,24.70608258,8.121588543,-1.280398237,-2.516667054,0,1,0,3,1,0,0,0
TARA.JK,2020Q2,27.74682893,5.124018051,22.41971486,-54.80226888,-0.040497413,-0.049214999,1,0,0,9,0,1,0,0
TARA.JK,2019Q2,27.83819931,15.26229767,23.21383816,11.55463819,0.019959188,0.011696203,0,1,0,9,0,0,0,0
TBIG.JK,2020Q2,31.00802143,752.8298951,27.76753954,9.984916696,0.860719874,5.575391686,1,0,0,7,1,1,1,0
TBIG.JK,2019Q2,30.95928448,760.3670774,27.67236649,5.832392341,0.593848748,4.986986209,0,1,0,7,1,0,0,0
TBLA.JK,2020Q2,30.43902162,152.3153272,28.40708288,1.503139131,0.566076448,1.87942713,1,0,0,8,0,1,0,0
TBLA.JK,2019Q2,30.28087036,163.5646544,28.39216334,-4.281343241,1.238594832,4.176680231,0,1,0,8,0,0,0,0
TBMS.JK,2020Q2,28.50883682,140.8906875,28.36287462,-18.90431711,1.342735991,3.566432318,1,0,0,1,1,1,1,0
TBMS.JK,2019Q2,28.49963622,145.0254627,28.57241508,43.5451821,0.814050915,3.336059067,0,1,0,1,1,0,0,0
TELE.JK,2020Q2,29.72497509,99.54118809,29.78159785,20.80563521,2.378637069,5.054163083,1,0,0,2,1,1,1,0
TELE.JK,2019Q2,29.80662043,133.9779384,29.5925851,-0.797948221,1.571915821,3.452494111,0,1,0,2,1,0,0,0
TGRA.JK,2020Q2,26.87774687,16.09091916,23.54436541,139.5200205,-1.090685404,-1.949325498,1,0,0,7,1,1,1,0
TGRA.JK,2019Q2,26.69050491,2.273574503,22.67089859,-36.4541488,0.273987311,0.275377537,0,1,0,7,1,0,0,0
TIFA.JK,2020Q2,27.92368991,235.8811988,24.65114664,-4.950663669,0.63308871,1.890922517,1,0,0,4,0,1,0,0
TIFA.JK,2019Q2,28.06625901,303.6873655,24.70192074,11.98659885,0.663080047,2.611220065,0,1,0,4,0,0,0,0
TINS.JK,2020Q2,30.65875813,161.04984,29.35755739,140.0041843,0.129951635,0.50114359,1,0,0,1,1,1,1,0
TINS.JK,2019Q2,30.15355538,68.54463719,28.48207121,3.925381194,-0.442166826,-1.276756971,0,1,0,1,1,0,0,0
TIRA.JK,2020Q2,26.56270817,53.40936331,25.07744582,25.07956035,0.183114146,-0.130271541,1,0,0,6,0,1,0,0
TIRA.JK,2019Q2,26.55734318,49.99360471,24.85366598,-23.9165371,-0.252318585,0.130284035,0,1,0,6,0,0,0,0
TKIM.JK,2020Q2,31.36877438,115.4091296,29.10572284,15.09997825,5.08401251,10.66925342,1,0,0,1,1,1,1,0
TKIM.JK,2019Q2,31.2275345,137.8034244,28.9650919,5.043934623,1.620221719,3.80808068,0,1,0,1,1,0,0,0
TLKM.JK,2020Q2,33.02059957,41.40312821,31.18178727,7.72037226,3.584800549,5.691041125,1,0,0,7,1,1,1,0
TLKM.JK,2019Q2,32.96180567,36.82393673,31.10741873,4.258268326,3.998993668,6.101422423,0,1,0,7,1,0,0,0
TMAS.JK,2020Q2,28.67516487,108.6338131,27.13369821,8.940252025,0.153221243,0.328136354,1,0,0,11,1,1,1,0
TMAS.JK,2019Q2,28.67442529,139.6914316,27.04806881,32.49655275,1.49063915,3.864882963,0,1,0,11,1,0,0,0
TMPO.JK,2020Q2,26.82239924,38.59827635,25.06716236,33.28434051,-1.909030218,-3.154110653,1,0,0,2,1,1,1,0
TMPO.JK,2019Q2,26.69065059,21.95865853,24.7798478,-0.676180488,-0.972198685,-1.695093378,0,1,0,2,1,0,0,0
TOBA.JK,2020Q2,29.63437006,101.7985614,28.07770732,4.841139539,4.120370392,8.882631805,1,0,0,3,1,1,1,0
TOBA.JK,2019Q2,29.28425653,60.22123639,28.03043125,78.54167734,1.936773101,3.263096287,0,1,0,3,1,0,0,0
TOPS.JK,2020Q2,28.83119516,80.20371311,25.98712756,-44.27765633,-0.469481044,-1.094783788,1,0,0,7,1,1,1,0
TOPS.JK,2019Q2,28.96637247,86.24068941,26.57191654,-53.60127137,0.541837953,1.297320267,0,1,0,7,1,0,0,0
TOTO.JK,2020Q2,28.64856483,4.848976872,26.78443178,-20.88919489,-2.132137787,-3.517638028,1,0,0,6,0,1,0,0
TOTO.JK,2019Q2,28.65077666,7.52475543,27.0187525,20.30805531,0.780613884,1.133424448,0,1,0,6,0,0,0,0
TOWR.JK,2020Q2,30.89106372,164.0671994,28.06692554,7.179933614,2.373907261,8.44335108,1,0,0,7,1,1,1,0
TOWR.JK,2019Q2,30.80187664,150.8423748,27.99758669,8.485711149,2.073529256,6.416121605,0,1,0,7,1,0,0,0
TPIA.JK,2020Q2,31.44009303,43.90341246,29.58870405,-16.31269035,-0.368914928,-0.695954032,1,0,0,1,1,1,1,0
TPIA.JK,2019Q2,31.39065518,35.12623179,29.76678689,12.90533153,0.504692029,0.881199859,0,1,0,1,1,0,0,0
TPMA.JK,2020Q2,28.07072892,39.56873688,25.73324843,-7.348613225,0.38735715,0.53490117,1,0,0,3,1,1,1,0
TPMA.JK,2019Q2,28.11113681,47.39839209,25.8095747,29.88202326,1.223725586,1.783584811,0,1,0,3,1,0,0,0
TRIM.JK,2020Q2,28.14984233,69.7294144,25.43479958,-3.47811998,0.091144262,0.296345738,1,0,0,4,0,1,0,0
TRIM.JK,2019Q2,28.29203911,99.25167142,25.47020005,17.29254567,1.009190384,1.959727214,0,1,0,4,0,0,0,0
TRIS.JK,2020Q2,27.18467913,76.07959617,26.62387644,70.3573736,0.223547504,-0.480412033,1,0,0,2,1,1,1,0
TRIS.JK,2019Q2,27.09167462,68.45597169,26.0911482,32.33302449,0.083258312,-0.568714513,0,1,0,2,1,0,0,0
TRST.JK,2020Q2,29.09924894,60.42463062,27.18897654,-4.060663916,0.101173633,-0.099441298,1,0,0,1,1,1,1,0
TRST.JK,2019Q2,28.93097454,41.89284949,27.23043065,6.307708264,0.24876804,0.489367992,0,1,0,1,1,0,0,0
TRUS.JK,2020Q2,26.42872954,1.533147866,23.28286829,9.328295634,0.450674149,0.49582145,1,0,0,4,0,1,0,0
TRUS.JK,2019Q2,26.41683684,9.136995207,23.19368324,30.81848069,1.800504517,1.956331751,0,1,0,4,0,0,0,0
TSPC.JK,2020Q2,29.71853115,12.40571201,28.60784659,9.716608285,1.069790639,1.519368282,1,0,0,5,0,1,0,0
TSPC.JK,2019Q2,29.68336453,8.068637088,28.51511602,7.369413167,1.588278645,2.397001903,0,1,0,5,0,0,0,0
TURI.JK,2020Q2,29.4712915,31.40249959,28.7991206,-4.506199766,-0.301705065,-0.447219213,1,0,0,2,1,1,1,0
TURI.JK,2019Q2,29.36207985,32.74093063,28.84522946,5.102072344,2.37797619,3.993534198,0,1,0,2,1,0,0,0
ULTJ.JK,2020Q2,29.45158538,1.37303506,28.06578868,16.88440234,1.716872151,1.972088892,1,0,0,8,0,1,0,0
ULTJ.JK,2019Q2,29.31812686,3.684240009,27.90977344,16.28121049,3.476990591,4.176527701,0,1,0,8,0,0,0,0
UNIC.JK,2020Q2,28.76920566,4.354051625,27.58647908,-25.15742293,1.822664408,2.34825306,1,0,0,1,1,1,1,0
UNIC.JK,2019Q2,28.83008339,21.42471841,27.87626233,29.45463614,0.576810679,0.962191029,0,1,0,1,1,0,0,0
UNIT.JK,2020Q2,26.76550145,129.2232825,23.74243617,71.31661391,0.019198749,0.070006035,1,0,0,2,1,1,1,0
UNIT.JK,2019Q2,26.78443252,133.7297877,23.20409297,-5.800937984,-0.022568124,0.002509067,0,1,0,2,1,0,0,0
UNTR.JK,2020Q2,32.40401107,29.96100938,30.66106008,3.835281173,2.093300745,3.674019796,1,0,0,6,0,1,0,0
UNTR.JK,2019Q2,32.11788877,11.61253833,30.62342445,26.55249798,2.182048976,4.699021112,0,1,0,6,0,0,0,0
UNVR.JK,2020Q2,30.71418356,94.20739583,30.00988331,3.406143059,8.191796184,21.92478168,1,0,0,8,0,1,0,0
UNVR.JK,2019Q2,30.65271958,95.77456583,29.97638913,0.183259373,8.884577097,27.56781426,0,1,0,8,0,0,0,0
VICO.JK,2020Q2,30.99871471,12.19452788,26.01600556,-32.98809467,-0.00122346,-0.201645833,1,0,0,4,0,1,0,0
VICO.JK,2019Q2,31.04857305,0.416711972,26.41630545,51.46375156,0.113378764,1.105278701,0,1,0,4,0,0,0,0
VOKS.JK,2020Q2,28.52001042,44.89275182,27.20938693,32.26748165,0.65236339,1.713131072,1,0,0,6,0,1,0,0
VOKS.JK,2019Q2,28.43355002,74.23177732,26.92973087,-0.609071636,1.515345657,3.72029122,0,1,0,6,0,0,0,0
VRNA.JK,2020Q2,28.58953384,284.1009981,25.02283068,27.00861732,-0.640976754,-2.888002153,1,0,0,4,0,1,0,0
VRNA.JK,2019Q2,28.04792905,200.9694819,24.78374593,-30.68619674,-0.731841949,-3.042130041,0,1,0,4,0,0,0,0
WEHA.JK,2020Q2,26.51696145,85.00193855,24.40127207,9.759585296,-3.730263063,-6.661279912,1,0,0,11,1,1,1,0
WEHA.JK,2019Q2,26.4167291,46.4288936,24.30814987,3.447407939,0.680367941,1.239180731,0,1,0,11,1,0,0,0
WIIM.JK,2020Q2,27.88449403,6.668598915,26.5414987,-1.080919133,2.077749522,2.776325349,1,0,0,8,0,1,0,0
WIIM.JK,2019Q2,27.84025302,1.515186128,26.55236674,-4.118807357,0.253344157,0.328046405,0,1,0,8,0,0,0,0
WIKA.JK,2020Q2,31.71932907,121.9932314,29.21192943,-27.68770855,0.2844231,1.077805265,1,0,0,7,1,1,1,0
WIKA.JK,2019Q2,31.62079303,109.8660724,29.5361055,18.49730193,1.145187902,3.975195578,0,1,0,7,1,0,0,0
WINS.JK,2020Q2,28.9573235,41.06031358,26.02286056,-12.61931169,-1.906941166,-2.948777703,1,0,0,3,1,1,1,0
WINS.JK,2019Q2,29.12195646,41.94717712,26.15775644,18.06266035,-1.080997746,-1.714169939,0,1,0,3,1,0,0,0
WOMF.JK,2020Q2,29.75457021,569.1335627,27.14815917,-6.999440804,0.175077172,1.097457741,1,0,0,4,0,1,0,0
WOMF.JK,2019Q2,29.86433458,746.4143702,27.22072385,28.60457543,0.407565226,2.962394468,0,1,0,4,0,0,0,0
WOOD.JK,2020Q2,29.21368294,78.50519368,26.90640168,10.82465963,1.002514351,2.031848488,1,0,0,2,1,1,1,0
WOOD.JK,2019Q2,28.98868655,69.84435188,26.80362256,15.05378716,1.352118623,2.500573249,0,1,0,2,1,0,0,0
WSBP.JK,2020Q2,30.31354281,59.83279555,28.41983042,-4.161434739,0.655442005,1.362676868,1,0,0,1,1,1,1,0
WSBP.JK,2019Q2,30.31069783,59.67277148,28.46233544,88.46905839,1.920503914,3.569806279,0,1,0,1,1,0,0,0
WSKT.JK,2020Q2,32.4904643,373.1840927,29.79229704,-29.96464765,0.008520307,0.251532944,1,0,0,7,1,1,1,0
WSKT.JK,2019Q2,32.34211593,318.3127866,30.14846707,68.55522744,0.627664593,3.901638828,0,1,0,7,1,0,0,0
WTON.JK,2020Q2,29.81116999,82.77110793,27.92687714,-4.147006123,-0.400607199,-1.130183626,1,0,0,1,1,1,1,0
WTON.JK,2019Q2,29.63006223,57.82429389,27.96923162,10.69520111,1.084933854,3.158337834,0,1,0,1,1,0,0,0
YPAS.JK,2020Q2,26.43145231,94.85006493,25.1140735,-5.020258789,-1.160763592,-2.472546728,1,0,0,1,1,1,1,0
YPAS.JK,2019Q2,26.44237658,118.6714238,25.16558007,-1.143941391,-0.714192546,-1.91389745,0,1,0,1,1,0,0,0
ZINC.JK,2020Q2,27.89354952,45.59824899,26.16778683,24.03658396,1.825000628,3.292989112,1,0,0,1,1,1,1,0
ZINC.JK,2019Q2,27.55204738,27.45949306,25.95238046,100.4721962,4.004027402,7.852383399,0,1,0,1,1,0,0,0
