Firm,Period,SIZE,LEV,REV,GROWTH,ROA,ROE,FE_2020Q2,FE_2019Q2,FE_2018Q2,FE_Sector,Treat,After,DiD,Delete
EMTK.JK,2019Q2,30.73357112,4.387746708,28.43328683,-4.068184283,-5.564095142,-7.751321142,0,1,0,6,0,0,0,0
ENRG.JK,2020Q2,30.01062901,131.0020436,27.34099,-18.50311036,3.123576502,5.748923087,1,0,0,3,1,1,1,0
ENRG.JK,2019Q2,29.98116271,236.2647554,27.54559533,-23.70928464,0.760766838,3.859195989,0,1,0,3,1,0,0,0
EPMT.JK,2020Q2,29.70762325,0.801468685,29.40545723,10.05581759,1.628602339,2.346797249,1,0,0,8,0,1,0,0
EPMT.JK,2019Q2,29.6332712,0.885244629,29.30963974,3.599056068,2.183974358,3.089941089,0,1,0,8,0,0,0,0
ERAA.JK,2020Q2,30.04157139,66.01893407,29.74790192,-5.75513112,0.147783565,0.217444463,1,0,0,2,1,1,1,0
ERAA.JK,2019Q2,30.10991199,81.66694584,29.80717572,49.60164503,0.579315559,1.317903389,0,1,0,2,1,0,0,0
ERTX.JK,2020Q2,27.56574273,130.6362162,26.38291154,-4.577643723,0.791197073,2.919753624,1,0,0,2,1,1,1,0
ERTX.JK,2019Q2,27.51819712,143.5015259,26.42976883,19.34807312,0.60981679,2.038012109,0,1,0,2,1,0,0,0
ESSA.JK,2020Q2,30.20834325,260.1448083,27.44575151,500.0427377,-1.475568127,-4.279567331,1,0,0,1,1,1,1,0
ESSA.JK,2019Q2,30.16204846,353.5604792,25.65392081,40.76014064,-0.208465469,-0.288469654,0,1,0,1,1,0,0,0
ESTI.JK,2020Q2,27.51018518,144.5250797,25.28315174,-63.70308137,0.464290809,2.00380456,1,0,0,2,1,1,1,0
ESTI.JK,2019Q2,27.44569563,146.9191992,26.29658908,160.0384575,0.32030324,1.211065232,0,1,0,2,1,0,0,0
EXCL.JK,2020Q2,31.697971,131.4896141,29.46991939,13.43501163,0.31708657,1.087323213,1,0,0,7,1,1,1,0
EXCL.JK,2019Q2,31.66309392,88.27268265,29.34385948,-2.17189285,0.389150114,1.214946588,0,1,0,7,1,0,0,0
FAST.JK,2020Q2,28.7261919,13.5306128,28.08698159,12.19735599,2.001257603,4.039024346,1,0,0,2,1,1,1,0
FAST.JK,2019Q2,28.64241197,15.74670278,27.97189235,6.859066286,3.946778655,7.883308274,0,1,0,2,1,0,0,0
FASW.JK,2020Q2,30.01653011,98.89618416,28.29147463,-13.8715084,4.764128244,12.98337767,1,0,0,1,1,1,1,0
FASW.JK,2019Q2,29.94532314,126.2232043,28.44080455,76.1709244,2.034526923,4.935302674,0,1,0,1,1,0,0,0
FIRE.JK,2020Q2,27.04772944,43.23362388,26.25559414,33.20174329,1.270275492,2.073410491,1,0,0,3,1,1,1,0
FIRE.JK,2019Q2,26.93594445,78.19068289,25.96889948,335.9421757,1.456623068,2.474851056,0,1,0,3,1,0,0,0
FISH.JK,2020Q2,29.2807746,106.8885268,28.90783746,8.340806121,2.156971177,8.587008094,1,0,0,8,0,1,0,0
FISH.JK,2019Q2,29.07292044,70.96023245,28.82772577,21.60484073,0.904393799,3.406007351,0,1,0,8,0,0,0,0
FMII.JK,2020Q2,27.55990101,31.76912929,24.08406076,193.7828489,0.030306252,0.0428502,1,0,0,9,0,1,0,0
FMII.JK,2019Q2,27.48808942,21.21943564,23.00639006,14.10306721,1.174289779,1.74933006,0,1,0,9,0,0,0,0
FREN.JK,2020Q2,30.86445975,80.81530889,28.11350022,21.12722084,1.635931728,4.939976478,1,0,0,7,1,1,1,0
FREN.JK,2019Q2,30.81319502,150.8226829,27.921829,19.39489684,-2.548542973,-5.532267131,0,1,0,7,1,0,0,0
GAMA.JK,2020Q2,27.95452413,21.41740098,23.9098953,35.28507754,-0.2612408,-0.326418585,1,0,0,9,0,1,0,0
GAMA.JK,2019Q2,27.97422018,24.97476089,23.60768125,69.61202096,0.051796181,0.057799653,0,1,0,9,0,0,0,0
GDYR.JK,2020Q2,28.21254687,43.95604121,26.83859479,-9.005516387,-6.491151606,-15.78296211,1,0,0,2,1,1,1,0
GDYR.JK,2019Q2,28.31160471,24.47957124,26.93296609,-1.381633554,-0.821454808,-1.961646214,0,1,0,2,1,0,0,0
GEMA.JK,2020Q2,27.69280746,81.00711194,26.36698505,-0.640878912,0.471540673,0.358567273,1,0,0,2,1,1,1,0
GEMA.JK,2019Q2,27.54331893,58.57026747,26.37341446,47.65407596,1.348463378,2.923164948,0,1,0,2,1,0,0,0
GEMS.JK,2020Q2,29.92592688,41.3964345,28.77622496,5.418765372,2.6342845,5.087252335,1,0,0,3,1,1,1,0
GEMS.JK,2019Q2,29.60757833,19.9805178,28.72345449,62.25566851,2.060225357,4.280905354,0,1,0,3,1,0,0,0
GGRM.JK,2020Q2,31.83122755,8.946635564,30.9099848,13.82298486,1.761928732,2.541772029,1,0,0,8,0,1,0,0
GGRM.JK,2019Q2,31.82033077,19.95127784,30.78051051,15.03625068,2.909721231,4.19077376,0,1,0,8,0,0,0,0
GIAA.JK,2020Q2,31.7209384,307.0882518,30.40129955,10.42379013,-2.623358914,-14.80928106,1,0,0,11,1,1,1,0
GIAA.JK,2019Q2,31.56380819,191.7181622,30.30214414,7.450643601,-2.871046319,-17.1957641,0,1,0,11,1,0,0,0
GJTL.JK,2020Q2,30.59124144,124.4904866,28.9189143,9.216817832,1.355307229,4.31854361,1,0,0,2,1,1,1,0
GJTL.JK,2019Q2,30.58534383,128.687565,28.83074943,-4.426612657,-0.026458512,-0.086403295,0,1,0,2,1,0,0,0
GMTD.JK,2020Q2,27.83858524,8.952835842,24.60721038,-40.51180094,0.319292981,0.511590912,1,0,0,9,0,1,0,0
GMTD.JK,2019Q2,27.85258215,9.571044108,25.1266026,41.93018944,0.96104051,1.528229316,0,1,0,9,0,0,0,0
GOLD.JK,2020Q2,26.2541902,106.1193384,22.93142856,8.566248953,0.89801304,0.992477843,1,0,0,7,1,1,1,0
GOLD.JK,2019Q2,26.06047971,49.57189245,22.84923817,64.42587321,0.820523139,2.118258098,0,1,0,7,1,0,0,0
GOLL.JK,2020Q2,28.53572423,198.3407083,24.61381914,-45.82434661,-0.337530853,-3.222615331,1,0,0,8,0,1,0,0
GOLL.JK,2019Q2,28.49645748,180.8740985,25.22675772,171.1532271,-0.658255838,-1.529198612,0,1,0,8,0,0,0,0
GPRA.JK,2020Q2,28.06345575,27.91404998,25.06293973,-4.660941379,-0.571854334,-0.795405769,1,0,0,9,0,1,0,0
GPRA.JK,2019Q2,28.04779196,28.4610872,25.11067034,-1.291922045,0.403128435,0.320975637,0,1,0,9,0,0,0,0
GWSA.JK,2020Q2,29.64469395,6.266354126,23.89322258,38.55538517,0.529857429,0.597398304,1,0,0,9,0,1,0,0
GWSA.JK,2019Q2,29.61562765,5.278620801,23.56712263,-24.67631702,0.197882402,0.234852499,0,1,0,9,0,0,0,0
GZCO.JK,2020Q2,28.68209586,143.9971449,25.20209018,-36.38266695,-2.85203786,-7.168112817,1,0,0,8,0,1,0,0
GZCO.JK,2019Q2,28.84379002,101.0404571,25.6543744,-3.780491193,-3.345105349,-9.655337598,0,1,0,8,0,0,0,0
HDFA.JK,2020Q2,27.84995982,548.854021,24.94980187,-65.29509109,-2.479582988,-4.576726795,1,0,0,4,0,1,0,0
HDFA.JK,2019Q2,28.90428455,561.3894074,26.00809092,-6.403081733,-4.017262322,-30.25934319,0,1,0,4,0,0,0,0
HDTX.JK,2020Q2,27.09818957,182.9022396,25.51487692,-21.55553892,-8.39207431,-35.23829637,1,0,0,2,1,1,1,0
HDTX.JK,2019Q2,29.02604883,1480.690315,25.75765624,-66.49375891,10.35462115,503.4977,0,1,0,2,1,0,0,0
HELI.JK,2020Q2,25.91129354,58.39674728,23.4037194,42.16998485,0.142078355,0.206353207,1,0,0,11,1,1,1,0
HELI.JK,2019Q2,26.13271408,84.81932324,23.05186616,0.616836414,0.222570733,0.475538208,0,1,0,11,1,0,0,0
HEXA.JK,2020Q2,29.22631096,24.17977638,28.35973818,45.51266912,1.818455794,2.860206998,1,0,0,6,0,1,0,0
HEXA.JK,2019Q2,28.99171635,2.011325495,27.98464521,9.031635752,4.12622553,8.58586528,0,1,0,6,0,0,0,0
HITS.JK,2020Q2,28.76358012,192.4534736,26.47531927,26.71022208,2.523956522,9.275726924,1,0,0,3,1,1,1,0
HITS.JK,2019Q2,28.58936323,231.3803254,26.23858669,1.019857551,2.296539405,10.2782214,0,1,0,3,1,0,0,0
HMSP.JK,2020Q2,31.39483667,1.296285277,30.92367734,3.431153499,2.974695127,4.764816072,1,0,0,8,0,1,0,0
HMSP.JK,2019Q2,31.41245389,0.42294832,30.88994131,8.360089773,6.98967116,10.37859929,0,1,0,8,0,0,0,0
HOKI.JK,2020Q2,27.41025212,26.78127136,26.71128618,4.786239304,1.688772475,2.256558662,1,0,0,8,0,1,0,0
HOKI.JK,2019Q2,27.26940917,31.00108078,26.6645339,7.754363689,3.265429535,4.421127884,0,1,0,8,0,0,0,0
HOME.JK,2020Q2,26.36230976,29.2480438,22.70379444,-59.14754085,-0.915061926,-1.058644028,1,0,0,2,1,1,1,0
HOME.JK,2019Q2,26.36715632,18.72950624,23.59899761,15.07741339,-2.902372972,-4.43436198,0,1,0,2,1,0,0,0
HOTL.JK,2020Q2,27.81760544,0.431523907,24.14145042,85.64009048,-0.811651801,-2.94636734,1,0,0,2,1,1,1,0
HOTL.JK,2019Q2,27.71752234,112.691846,23.5228108,-22.13354181,-0.73678002,-2.270569633,0,1,0,2,1,0,0,0
HRTA.JK,2020Q2,28.06087411,32.58333525,27.12315768,-3.364718146,1.588597173,2.767830942,1,0,0,2,1,1,1,0
HRTA.JK,2019Q2,27.98058397,37.63112691,27.15738395,13.54898496,1.409123555,1.98269646,0,1,0,2,1,0,0,0
IATA.JK,2020Q2,27.59808351,31.54739747,24.8590229,-1.840072179,-1.349542262,-2.434291298,1,0,0,11,1,1,1,0
IATA.JK,2019Q2,27.68942302,33.14222546,24.87759502,25.57370537,-0.87954447,-1.579066992,0,1,0,11,1,0,0,0
IBST.JK,2020Q2,29.66952192,37.50951644,26.22441926,23.11578978,0.21390919,0.319217412,1,0,0,7,1,1,1,0
IBST.JK,2019Q2,29.58681113,41.51667155,26.01646415,7.479752188,0.321838047,0.466654645,0,1,0,7,1,0,0,0
ICBP.JK,2020Q2,31.22638026,8.684469518,30.0518909,13.91684496,5.20827565,7.538135174,1,0,0,8,0,1,0,0
ICBP.JK,2019Q2,31.19782697,19.5984074,29.92159233,4.466660281,4.009365849,5.981698093,0,1,0,8,0,0,0,0
ICON.JK,2020Q2,26.68090687,0.172104792,24.38812282,0.985662149,1.07363348,1.598147178,1,0,0,6,0,1,0,0
ICON.JK,2019Q2,26.77543769,22.12234721,24.37831446,-4.287267875,0.816825645,1.538877769,0,1,0,6,0,0,0,0
IDPR.JK,2020Q2,28.28457908,36.36747964,26.25012627,24.49574488,-2.864883506,-4.590623673,1,0,0,7,1,1,1,0
IDPR.JK,2019Q2,28.21447989,24.6356915,26.03102492,0.012146388,0.137370911,0.173632337,0,1,0,7,1,0,0,0
IIKP.JK,2020Q2,26.40109887,0.12038714,22.17920048,18.49095523,-0.698079625,-0.746496738,1,0,0,2,1,1,1,0
IIKP.JK,2019Q2,26.45283381,0.211116819,22.00953404,-89.74048712,-1.146584544,-1.250277501,0,1,0,2,1,0,0,0
IKAI.JK,2020Q2,27.90102008,44.74261691,23.55364552,2910.512707,-2.290174635,-2.995236161,1,0,0,2,1,1,1,0
IKAI.JK,2019Q2,26.97363051,42.68543388,20.14895003,-93.8339835,-1.501080323,-2.5482266,0,1,0,2,1,0,0,0
IMAS.JK,2020Q2,31.36889764,283.048843,29.19706928,10.50732835,-0.404945592,-2.060708196,1,0,0,2,1,1,1,0
IMAS.JK,2019Q2,31.16295274,245.8187168,29.09715763,15.68130786,1.529122947,6.713122862,0,1,0,2,1,0,0,0
IMJS.JK,2020Q2,30.67556339,541.9979398,27.56771457,27.49577897,0.060469118,0.823598624,1,0,0,4,0,1,0,0
IMJS.JK,2019Q2,30.35967443,498.7491724,27.3248015,11.94299454,0.28030783,2.020607164,0,1,0,4,0,0,0,0
IMPC.JK,2020Q2,28.50646368,65.58535384,26.50658207,6.724105594,-1.15556387,-2.47832448,1,0,0,6,0,1,0,0
IMPC.JK,2019Q2,28.5044558,71.88042461,26.4415052,19.41394757,0.088707696,0.892444106,0,1,0,6,0,0,0,0
INAF.JK,2020Q2,27.9673844,104.3466421,26.17235619,-13.97937686,1.143135151,3.408884819,1,0,0,5,0,1,0,0
INAF.JK,2019Q2,28.01287433,109.3097691,26.32293931,-1.087033087,-0.184450718,-0.545644053,0,1,0,5,0,0,0,0
INAI.JK,2020Q2,27.95955964,204.493732,26.3566298,13.07381883,0.112763745,0.438974396,1,0,0,1,1,1,1,0
INAI.JK,2019Q2,27.85679476,210.554069,26.23375912,5.388212543,0.931677813,4.18682716,0,1,0,1,1,0,0,0
INCF.JK,2020Q2,27.00864729,201.424912,25.7244748,42.31548846,-1.938595747,-6.259224692,1,0,0,1,1,1,1,0
INCF.JK,2019Q2,26.98622655,237.2814669,25.37159864,-35.68829357,0.300708594,1.058468815,0,1,0,1,1,0,0,0
INCI.JK,2020Q2,26.66204008,0.256124326,25.24767353,15.14792376,3.595787697,4.394103611,1,0,0,1,1,1,1,0
INCI.JK,2019Q2,26.48176803,2.179660873,25.10662612,34.16737885,0.530321918,0.640198505,0,1,0,1,1,0,0,0
INCO.JK,2020Q2,31.02547807,0.032879531,28.48212704,-19.91082376,1.089965074,1.218856905,1,0,0,1,1,1,1,0
INCO.JK,2019Q2,31.06307171,2.962751829,28.70415651,48.35359519,-0.283173711,-0.32361241,0,1,0,1,1,0,0,0
INDF.JK,2020Q2,32.21692062,80.96770427,30.58435933,8.727042989,1.815449857,3.619392836,1,0,0,8,0,1,0,0
INDF.JK,2019Q2,32.16316601,83.79181546,30.50068896,-1.142178408,1.679400823,3.922660102,0,1,0,8,0,0,0,0
INDR.JK,2020Q2,30.01849977,42.08354013,28.63548607,-2.277737048,-0.421193086,-0.866199477,1,0,0,2,1,1,1,0
INDR.JK,2019Q2,30.1501129,85.76717776,28.65852686,27.06398047,0.314093674,0.649924915,0,1,0,2,1,0,0,0
INDS.JK,2020Q2,28.53936437,0.979411978,27.0739883,0.038910678,1.505840632,1.670283221,1,0,0,2,1,1,1,0
INDS.JK,2019Q2,28.53140098,1.827945948,27.07359927,24.00101996,0.911836684,1.031464059,0,1,0,2,1,0,0,0
INDY.JK,2020Q2,31.54887577,168.2993492,29.8928728,5.021626403,0.058023228,-0.111714634,1,0,0,3,1,1,1,0
INDY.JK,2019Q2,31.5635921,148.2658411,29.8438767,197.6336328,0.151420674,0.102994761,0,1,0,3,1,0,0,0
INKP.JK,2020Q2,32.46046184,112.1072778,30.03318264,-4.845070533,2.122853152,4.380895652,1,0,0,1,1,1,1,0
INKP.JK,2019Q2,32.33016561,122.9588353,30.08284643,22.70899644,0.833481168,1.919384688,0,1,0,1,1,0,0,0
INPP.JK,2020Q2,29.54924145,40.1916817,26.18073202,42.21723709,0.116618883,-0.045822378,1,0,0,9,0,1,0,0
INPP.JK,2019Q2,29.53647064,41.00011634,25.82854648,36.90636459,1.192024351,1.842072135,0,1,0,9,0,0,0,0
INRU.JK,2020Q2,29.51112388,113.3106345,26.13441212,-31.44749928,-0.443220272,-1.412411432,1,0,0,1,1,1,1,0
INRU.JK,2019Q2,29.28245969,105.1197594,26.51198242,-4.337490824,-0.095450937,-0.244753393,0,1,0,1,1,0,0,0
INTP.JK,2020Q2,30.8834427,0.516480203,28.80963119,6.731058491,0.255782002,0.296026257,1,0,0,1,1,1,1,0
INTP.JK,2019Q2,30.90670063,0.509215552,28.74448918,-3.864672375,0.910484653,1.069555493,0,1,0,1,1,0,0,0
IPOL.JK,2020Q2,29.00710286,59.11907521,27.23227524,-4.299608552,0.527896332,0.822560188,1,0,0,1,1,1,1,0
IPOL.JK,2019Q2,29.05220717,65.10224924,27.27622304,13.72935447,0.397373356,0.693854487,0,1,0,1,1,0,0,0
ISAT.JK,2020Q2,31.65391529,260.5073322,29.4628607,16.22825709,0.451643542,2.155069588,1,0,0,7,1,1,1,0
ISAT.JK,2019Q2,31.54018927,177.1674437,29.3124749,-31.3096462,-0.073142201,-0.362600229,0,1,0,7,1,0,0,0
ISSP.JK,2020Q2,29.53315207,101.9537664,27.69088404,10.43969247,1.227190978,2.542263684,1,0,0,1,1,1,1,0
ISSP.JK,2019Q2,29.5264085,103.7370685,27.59158462,25.45672842,0.467313803,1.041055932,0,1,0,1,1,0,0,0
JAWA.JK,2020Q2,28.88581225,406.6470352,25.78228699,1.678852525,-1.379207017,-13.62921551,1,0,0,8,0,1,0,0
JAWA.JK,2019Q2,28.84475598,238.8739321,25.76563784,-5.305427516,-2.254573591,-12.56784888,0,1,0,8,0,0,0,0
JECC.JK,2020Q2,28.31733701,125.5864994,27.3645748,14.9285702,-0.297809216,-0.618900854,1,0,0,6,0,1,0,0
JECC.JK,2019Q2,28.40887616,155.6087795,27.22543418,38.22598451,1.393481229,4.59477585,0,1,0,6,0,0,0,0
JGLE.JK,2020Q2,28.97174533,24.26525843,24.81815271,-11.30837261,-0.863276549,-1.365442773,1,0,0,2,1,1,1,0
JGLE.JK,2019Q2,28.99626583,33.52687871,24.9381574,-6.081056245,-0.396018339,-0.670129721,0,1,0,2,1,0,0,0
JIHD.JK,2020Q2,29.52697431,5.244439207,26.57851891,-1.67353554,0.007472271,-0.462656939,1,0,0,2,1,1,1,0
JIHD.JK,2019Q2,29.5338617,9.337629061,26.59539589,6.81593257,0.493986075,0.059722921,0,1,0,2,1,0,0,0
JKON.JK,2020Q2,29.25267635,46.87551958,27.5693156,12.74355513,-0.596569561,-1.035575928,1,0,0,7,1,1,1,0
JKON.JK,2019Q2,29.0944156,34.71462687,27.44936997,-11.30460905,0.060681872,0.132048202,0,1,0,7,1,0,0,0
JPFA.JK,2020Q2,30.85851914,89.70968865,29.90087339,9.434595276,-0.668851728,-1.755018767,1,0,0,8,0,1,0,0
JPFA.JK,2019Q2,30.72174806,70.15268813,29.81071651,17.79795539,2.446431817,5.299318638,0,1,0,8,0,0,0,0
JRPT.JK,2020Q2,30.03132073,0.363762516,27.06276276,7.819310199,1.713650313,2.751643087,1,0,0,9,0,1,0,0
JRPT.JK,2019Q2,29.96681023,0.481747755,26.98747618,-6.711871734,2.30989188,3.802425778,0,1,0,9,0,0,0,0
JSMR.JK,2020Q2,32.08755186,197.975249,29.66381718,-20.75844988,0.519203749,3.085736089,1,0,0,7,1,1,1,0
JSMR.JK,2019Q2,32.0668317,215.0912326,29.89648658,92.84849181,0.665240369,3.398788901,0,1,0,7,1,0,0,0
JSPT.JK,2020Q2,29.25550331,46.25045448,26.3377294,12.12362253,-3.534524843,-4.728573218,1,0,0,2,1,1,1,0
JSPT.JK,2019Q2,29.08367253,34.21363927,26.22329755,-2.915961066,0.185808813,0.461822177,0,1,0,2,1,0,0,0
JTPE.JK,2020Q2,27.66966988,33.23884984,26.15596259,39.15207854,0.828670696,1.446524808,1,0,0,6,0,1,0,0
JTPE.JK,2019Q2,27.6566307,40.6045404,25.82556535,20.04067884,2.699960624,3.650549522,0,1,0,6,0,0,0,0
KAEF.JK,2020Q2,30.45225292,92.31642671,28.62796645,41.74986651,0.208405442,0.326782233,1,0,0,5,0,1,0,0
KAEF.JK,2019Q2,29.70312599,138.2014185,28.27907264,32.98759744,0.331228564,0.563024361,0,1,0,5,0,0,0,0
KBLI.JK,2020Q2,28.75077157,9.85080604,27.461952,16.54009517,-2.568843082,-3.478775598,1,0,0,6,0,1,0,0
KBLI.JK,2019Q2,28.68849397,13.07708251,27.3088868,16.79924569,1.886946364,3.10953837,0,1,0,6,0,0,0,0
KBLM.JK,2020Q2,27.89485227,13.37529345,26.20345363,19.77188682,0.000744085,0.001050233,1,0,0,6,0,1,0,0
KBLM.JK,2019Q2,27.69886484,3.83317694,26.02303482,-27.81172927,0.715595163,1.130582475,0,1,0,6,0,0,0,0
KBLV.JK,2020Q2,29.61843138,100.7650715,24.63716708,-77.28297198,-4.704519337,-17.15311951,1,0,0,7,1,1,1,0
KBLV.JK,2019Q2,30.06993103,62.3199,26.11922249,-8.43396007,0.336279039,1.022029124,0,1,0,7,1,0,0,0
KBRI.JK,2020Q2,27.78907953,237.2660278,23.53073942,-77.19175914,-0.051015332,-0.322075712,1,0,0,1,1,1,1,0
KBRI.JK,2019Q2,27.86508628,168.7406623,25.0087877,1.635437613,-4.119607937,-15.43605604,0,1,0,1,1,0,0,0
KDSI.JK,2020Q2,27.97806967,68.34617057,27.04745215,-3.904970437,0.864123163,1.760226418,1,0,0,1,1,1,1,0
KDSI.JK,2019Q2,27.84709121,84.26712445,27.08728474,9.955861574,1.598368215,3.886126699,0,1,0,1,1,0,0,0
KICI.JK,2020Q2,25.76079456,11.09155353,23.88082094,-7.83875976,-0.455909785,-0.771903523,1,0,0,2,1,1,1,0
KICI.JK,2019Q2,25.73002704,11.05820813,23.96245147,-20.12573345,-0.418636425,-0.692609634,0,1,0,2,1,0,0,0
KIJA.JK,2020Q2,30.11197634,80.55176565,26.4297733,-30.82372815,6.103331222,13.67053209,1,0,0,9,0,1,0,0
KIJA.JK,2019Q2,30.06595141,87.99961179,26.79828558,-51.8334313,-0.20913284,-0.45956577,0,1,0,9,0,0,0,0
KINO.JK,2020Q2,29.15786686,36.43406996,27.83044514,40.03480725,1.159682972,2.281177989,1,0,0,8,0,1,0,0
KINO.JK,2019Q2,28.89309593,31.01355056,27.49372431,15.74542398,1.29126944,2.39387562,0,1,0,8,0,0,0,0
KIOS.JK,2020Q2,26.27707786,128.0831082,27.11002266,-9.780056498,-0.795466677,-2.032139214,1,0,0,10,1,1,1,0
KIOS.JK,2019Q2,26.27334545,164.5343632,27.21294234,3574.732719,0.141368283,0.313369813,0,1,0,10,1,0,0,0
KKGI.JK,2020Q2,28.19554879,9.25353235,26.3698134,103.3455555,-3.621864068,-4.154339122,1,0,0,3,1,1,1,0
KKGI.JK,2019Q2,27.96415851,3.260752998,25.66007681,-53.50047502,-1.458462707,-2.138188897,0,1,0,3,1,0,0,0
KLBF.JK,2020Q2,30.56557192,5.080293109,29.39114429,8.340691039,3.306642516,4.382426597,1,0,0,5,0,1,0,0
KLBF.JK,2019Q2,30.51542964,2.620018457,29.31103366,3.824856637,3.552581494,4.437832311,0,1,0,5,0,0,0,0
KMTR.JK,2020Q2,29.18766091,145.1257104,28.64221651,8.170388231,3.17525077,7.848691111,1,0,0,1,1,1,1,0
KMTR.JK,2019Q2,28.96389996,125.9454679,28.56367904,-17.85726328,1.600153266,4.0265854,0,1,0,1,1,0,0,0
KOBX.JK,2020Q2,28.2311411,47.62420191,25.9535978,-27.06401336,-1.868171163,-7.855337034,1,0,0,6,0,1,0,0
KOBX.JK,2019Q2,27.93075109,26.18233862,26.26918583,29.11991802,-0.123950714,-0.504939936,0,1,0,6,0,0,0,0
KONI.JK,2020Q2,25.53580205,687.2818366,24.15730169,-3.20239195,-12.70225049,-154.5046315,1,0,0,6,0,1,0,0
KONI.JK,2019Q2,25.49809139,445.0488698,24.18984959,50.60967517,0.866095882,8.418890185,0,1,0,6,0,0,0,0
KOPI.JK,2020Q2,25.82411555,21.60017375,24.590989,131.5403514,-2.05767404,-4.050188264,1,0,0,3,1,1,1,0
KOPI.JK,2019Q2,25.86965395,19.39001278,23.75140503,-64.75939591,3.087247613,5.728140072,0,1,0,3,1,0,0,0
KPIG.JK,2020Q2,30.48975207,30.93469596,26.24204966,33.88808961,-0.140676763,-0.165043725,1,0,0,2,1,1,1,0
KPIG.JK,2019Q2,30.38109513,22.30896061,25.95021555,-24.81370699,0.044767434,0.059857191,0,1,0,2,1,0,0,0
KRAH.JK,2020Q2,27.19399291,264.532636,24.18928103,-54.00324747,-10.93193905,-73.22514549,1,0,0,6,0,1,0,0
KRAH.JK,2019Q2,27.11804579,183.2642086,24.96588042,-30.37161458,-9.816841426,-40.30095783,0,1,0,6,0,0,0,0
KRAS.JK,2020Q2,31.73077535,121.6406725,29.01689573,-24.17333245,-2.415378908,-18.57684837,1,0,0,1,1,1,1,0
KRAS.JK,2019Q2,31.7138065,111.9588586,29.29361587,39.41673664,-1.746539301,-4.17333426,0,1,0,1,1,0,0,0
KREN.JK,2020Q2,28.89104327,10.67088014,28.41505273,63.03569993,0.838345523,0.713359898,1,0,0,4,0,1,0,0
KREN.JK,2019Q2,28.39087495,9.027379962,27.92625372,1121.600625,4.637437381,7.301645265,0,1,0,4,0,0,0,0
LEAD.JK,2020Q2,28.41691251,220.3884328,24.8837889,-17.15499985,-0.893950009,-3.337775885,1,0,0,3,1,1,1,0
LEAD.JK,2019Q2,28.63925366,112.9728236,25.07198769,3.47269023,-2.246079486,-7.347054131,0,1,0,3,1,0,0,0
LINK.JK,2020Q2,29.4396749,14.00344287,27.54182153,-2.5571396,3.574672838,5.835336162,1,0,0,7,1,1,1,0
LINK.JK,2019Q2,29.40942699,2.675988055,27.56772556,11.53364013,4.294482333,5.545455935,0,1,0,7,1,0,0,0
LION.JK,2020Q2,27.26188404,7.327260204,25.22260339,-14.24728723,1.898098064,2.77059635,1,0,0,6,0,1,0,0
LION.JK,2019Q2,27.25705409,7.612126275,25.37630586,17.825695,0.360029728,0.524275025,0,1,0,6,0,0,0,0
LMAS.JK,2020Q2,26.7535567,248.9168595,24.9509362,47.70064147,-5.210897236,-13.35882199,1,0,0,10,1,1,1,0
LMAS.JK,2019Q2,26.79951436,316.660507,24.56091885,4.111753533,0.913342314,3.459133507,0,1,0,10,1,0,0,0
LMPI.JK,2020Q2,27.34699584,90.06469279,25.4204457,6.881241125,-1.046226366,-2.754716451,1,0,0,2,1,1,1,0
LMPI.JK,2019Q2,27.38869444,81.29991802,25.35389757,5.387529843,-1.365949658,-3.316610978,0,1,0,2,1,0,0,0
LMSH.JK,2020Q2,25.780303,3.221292941,24.60455352,-18.78532367,0.10936162,0.139131907,1,0,0,1,1,1,1,0
LMSH.JK,2019Q2,25.809807,1.081833595,24.81262773,26.12317529,-0.901801477,-1.083549962,0,1,0,1,1,0,0,0
LPKR.JK,2020Q2,31.59938523,60.00440449,28.57967758,-14.58760232,1.206871233,3.271329602,1,0,0,9,0,1,0,0
LPKR.JK,2019Q2,31.62195288,69.2950709,28.7373565,35.96174689,-2.974811414,-6.575425005,0,1,0,9,0,0,0,0
LRNA.JK,2020Q2,26.45786398,5.935567113,23.84261147,17.19438956,-3.796167796,-4.487077413,1,0,0,11,1,1,1,0
LRNA.JK,2019Q2,26.25101088,4.702272776,23.68394765,-15.98188064,-1.720647543,-2.014709114,0,1,0,11,1,0,0,0
LTLS.JK,2020Q2,29.45436969,142.4829086,28.08562299,-3.394432297,2.200716473,6.465347567,1,0,0,1,1,1,1,0
LTLS.JK,2019Q2,29.48773246,147.0561048,28.1201568,-6.549155914,1.129132007,3.062200859,0,1,0,1,1,0,0,0
MAIN.JK,2020Q2,29.15700691,97.69118537,28.28716394,20.55021917,-1.180984943,-2.891392,1,0,0,8,0,1,0,0
MAIN.JK,2019Q2,29.04168977,92.9502763,28.10026771,10.89762398,1.205484718,2.740570012,0,1,0,8,0,0,0,0
MAMI.JK,2020Q2,27.62590005,38.96182186,24.42156707,-16.93120082,-0.371958807,-0.211428378,1,0,0,2,1,1,1,0
MAMI.JK,2019Q2,27.50750805,20.40080149,24.60706809,78.15601512,-0.014547794,-0.263493067,0,1,0,2,1,0,0,0
MAPB.JK,2020Q2,28.29536236,0.17225418,27.32365321,21.5781451,-3.720448364,-8.852787318,1,0,0,2,1,1,1,0
