Firm,Period,code,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,current_rat,quick_rat,Treated,After
RBMS.JK,2020Q2,RBMS.JK2020Q2,Real Estate Investment and Services Development,-1.53696442,-2,7.79266E+11,2.0174E+11,89.90337454,-89.15348579,4.95,3.21,1,1
RELI.JK,2020Q2,RELI.JK2020Q2,Investment Banking and Brokerage Services,9.4635277,12,6.30162E+11,1.14026E+11,297.3772069,9.152502058,57.96,57.96,1,1
RIGS.JK,2020Q2,RIGS.JK2020Q2,Industrial Transportation,-1.023625581,-1,6.92617E+11,1.40204E+11,-136.7489825,-44.15462246,2.39,2.1,1,1
RIMO.JK,2020Q2,RIMO.JK2020Q2,Retailers,0.097870048,0,6.51455E+12,1.5507E+12,166.2863268,109.3974794,0.15,0.15,1,1
RMBA.JK,2020Q2,RMBA.JK2020Q2,Tobacco,-0.262610809,-1,1.59686E+13,8.59869E+12,123.5531424,-15.24672562,2.19,1.09,1,1
RODA.JK,2020Q2,RODA.JK2020Q2,Real Estate Investment and Services Development,-0.618123363,-1,4.02063E+12,1.69882E+12,-123.4122156,-76.60991597,3.04,0.24,1,1
ROTI.JK,2020Q2,ROTI.JK2020Q2,Food Producers,-0.042333893,0,4.82955E+12,2.0222E+12,-74.97128618,-4.30386861,1.84,1.68,0,1
RUIS.JK,2020Q2,RUIS.JK2020Q2,"Oil, Gas and Coal",1.580937553,5,1.361E+12,9.27671E+11,95.54108206,7.065244035,1.13,1.1,0,1
SAME.JK,2020Q2,SAME.JK2020Q2,Health Care Providers,-1.352075645,-3,2.16467E+12,1.23463E+12,-140.8820159,-68.04281867,0.43,0.38,0,1
SCCO.JK,2020Q2,SCCO.JK2020Q2,Electronic and Electrical Equipment,0.713109126,1,3.98584E+12,8.69935E+11,13.07069876,-44.15089741,4.33,3.23,1,1
SCMA.JK,2020Q2,SCMA.JK2020Q2,Media,3.932034089,6,6.78878E+12,1.75683E+12,-6.714624121,-30.26553452,4.08,3.08,1,1
SCPI.JK,2020Q2,SCPI.JK2020Q2,Pharmaceuticals and Biotechnology,2.343129822,6,1.7627E+12,1.01809E+12,1660.2146,40.49734459,2.57,1.49,0,1
SDMU.JK,2020Q2,SDMU.JK2020Q2,Industrial Transportation,8.339646118,181,1.87392E+11,1.9129E+11,56228.761,-31.80474691,0.28,0.2,1,1
SDPC.JK,2020Q2,SDPC.JK2020Q2,Pharmaceuticals and Biotechnology,-0.2302525,-1,1.22268E+12,9.80975E+11,-38.93814624,-15.25923709,1.16,0.68,0,1
SGRO.JK,2020Q2,SGRO.JK2020Q2,Food Producers,0.027541927,0,9.46505E+12,5.49775E+12,399.999116,15.20289833,0.59,0.42,0,1
SHID.JK,2020Q2,SHID.JK2020Q2,Travel and Leisure,-0.862855356,-1,1.44291E+12,5.40437E+11,-2882.08646,-80.36410012,3.31,0.76,1,1
SHIP.JK,2020Q2,SHIP.JK2020Q2,Industrial Transportation,2.204141314,4,3.40665E+12,2.44654E+12,32.16650395,-8.895225597,0.94,0.94,1,1
SIDO.JK,2020Q2,SIDO.JK2020Q2,Food Producers,5.076667973,6,3.44414E+12,3.66531E+11,3.559971797,4.679754855,5.5,4.2,0,1
SILO.JK,2020Q2,SILO.JK2020Q2,Health Care Providers,-1.695901452,-3,8.6282E+12,2.85258E+12,-335.9758375,-22.00213927,1.13,0.97,0,1
SIMP.JK,2020Q2,SIMP.JK2020Q2,Food Producers,-0.85628443,-2,3.49222E+13,2.09802E+13,-17.59631211,13.13243622,0.75,0.46,0,1
SIPD.JK,2020Q2,SIPD.JK2020Q2,Food Producers,-0.769507683,-2,2.44491E+12,1.47933E+12,62.3811865,-9.433840663,1.1,0.53,0,1
SKBM.JK,2020Q2,SKBM.JK2020Q2,Food Producers,-0.436731564,-1,1.66824E+12,8.42052E+11,-36.32732102,51.59386414,1.36,0.68,0,1
SKLT.JK,2020Q2,SKLT.JK2020Q2,Food Producers,0.659322356,1,7.96225E+11,4.12036E+11,17.56505072,2.396616917,1.33,0.72,0,1
SMAR.JK,2020Q2,SMAR.JK2020Q2,Food Producers,4.656159782,14,3.11313E+13,2.0189E+13,-358.1354601,12.76728197,1.2,0.85,0,1
SMBR.JK,2020Q2,SMBR.JK2020Q2,Construction and Materials,-1.304753849,-2,5.60967E+12,2.28187E+12,-146.524522,-18.1799289,0.93,0.59,0,1
SMCB.JK,2020Q2,SMCB.JK2020Q2,Construction and Materials,0.070060479,0,1.95044E+13,1.24313E+13,173.6877271,-5.27254164,1.06,0.67,0,1
SMDM.JK,2020Q2,SMDM.JK2020Q2,Real Estate Investment and Services Development,0.023987695,0,3.21066E+12,1.43611E+12,-78.59188263,-42.94005512,2.16,0.3,1,1
SMDR.JK,2020Q2,SMDR.JK2020Q2,Industrial Transportation,1.112307013,2,7.40273E+12,4.9355E+12,-118.1135084,8.296800118,1.26,1.24,1,1
SMGR.JK,2020Q2,SMGR.JK2020Q2,Construction and Materials,0.229617468,1,7.8299E+13,4.55752E+13,-12.08231437,-9.460852522,1.46,1.01,0,1
SMMT.JK,2020Q2,SMMT.JK2020Q2,"Oil, Gas and Coal",-2.240037732,-3,8.75067E+11,2.99832E+11,-429.1558663,-18.79020859,0.47,0.45,0,1
SMRA.JK,2020Q2,SMRA.JK2020Q2,Real Estate Investment and Services Development,0.02317706,0,2.57517E+13,1.85827E+13,-21.71571632,-29.05404574,1.37,0.38,1,1
SMRU.JK,2020Q2,SMRU.JK2020Q2,Industrial Metals and Mining,-1.935569854,-5,1.54377E+12,9.33759E+11,287.1039293,-36.89828161,0.92,0.86,1,1
SMSM.JK,2020Q2,SMSM.JK2020Q2,Automobiles and Parts,2.67877168,4,3.36651E+12,1.08561E+12,-23.62744653,-25.00587141,5.42,3.07,1,1
SOCI.JK,2020Q2,SOCI.JK2020Q2,Industrial Transportation,0.156908279,0,9.70704E+12,5.61805E+12,-8.562587207,-11.62073329,3.11,2.62,1,1
SONA.JK,2020Q2,SONA.JK2020Q2,Travel and Leisure,-1.958207214,-3,1.01967E+12,2.51983E+11,-655.5753081,-99.4437171,4.59,2.98,1,1
SPMA.JK,2020Q2,SPMA.JK2020Q2,Industrial Materials,3.781119689,6,2.34479E+12,9.07263E+11,119.2762899,-31.19821279,2.67,0.8,1,1
SRAJ.JK,2020Q2,SRAJ.JK2020Q2,Health Care Providers,-0.286611244,-1,3.4707E+12,1.70464E+12,-219.6713457,8.868454406,0.72,0.69,0,1
SRIL.JK,2020Q2,SRIL.JK2020Q2,Personal Goods,1.794266189,5,2.5859E+13,1.34162E+13,17.37385295,14.42287152,4.22,2.24,1,1
SRTG.JK,2020Q2,SRTG.JK2020Q2,Investment Banking and Brokerage Services,17.4230332,21,2.41272E+13,3.63922E+12,86.29876122,68.09194716,6.95,6.95,1,1
SSIA.JK,2020Q2,SSIA.JK2020Q2,Construction and Materials,-1.362825069,-3,7.82237E+12,4.18825E+12,14.68931681,-41.03738226,2.11,1.83,0,1
SSMS.JK,2020Q2,SSMS.JK2020Q2,Food Producers,3.755499054,12,1.14541E+13,8.31568E+12,-215.1029797,31.0437539,2.78,2.39,0,1
SSTM.JK,2020Q2,SSTM.JK2020Q2,Personal Goods,-0.013188288,0,4.56145E+11,2.54295E+11,-8.92193278,-77.19796311,2.1,0.17,1,1
STTP.JK,2020Q2,STTP.JK2020Q2,Food Producers,3.304158772,4,3.11104E+12,8.11127E+11,30.06410413,-100,3.41,2.4,0,1
SUPR.JK,2020Q2,SUPR.JK2020Q2,Telecommunications Service Providers,0.586558979,2,1.28904E+13,9.73245E+12,-14.55184146,4.259691901,0.92,0.89,0,1
TALF.JK,2020Q2,TALF.JK2020Q2,General Industrials,-0.238046733,0,1.44546E+12,4.56433E+11,29.32685335,17.19147686,2.16,1.06,1,1
TARA.JK,2020Q2,TARA.JK2020Q2,Real Estate Investment and Services Development,-0.165519901,0,1.12124E+12,78992791190,-303.3201129,-62.5,1.24,0.62,1,1
TBIG.JK,2020Q2,TBIG.JK2020Q2,Telecommunications Equipment,0.860719874,6,3.40409E+13,2.96012E+13,14.74900543,14.75665547,0.36,0.34,0,1
TBLA.JK,2020Q2,TBLA.JK2020Q2,Food Producers,1.161725811,4,1.93418E+13,1.30601E+13,26.65778961,49.89223248,1.36,0.74,0,1
TBMS.JK,2020Q2,TBMS.JK2020Q2,Industrial Metals and Mining,1.342735991,4,1.71304E+12,1.01671E+12,-44.06654274,-50.2705746,1.22,0.82,1,1
TCID.JK,2020Q2,TCID.JK2020Q2,Personal Goods,-2.512557829,-3,2.28035E+12,5.13954E+11,-99.5019664,-37.39412632,11.16,4.87,1,1
TELE.JK,2020Q2,TELE.JK2020Q2,Telecommunications Equipment,-97.74862958,-452,2.95661E+12,4.94588E+12,26.06327097,28.23641891,0.19,0.15,0,1
TFCO.JK,2020Q2,TFCO.JK2020Q2,Chemicals,0.192356325,0,4.30136E+12,3.38505E+11,-72.45598339,-34.44682366,13.4,8.83,0,1
TGKA.JK,2020Q2,TGKA.JK2020Q2,"Personal Care, Drug and Grocery Stores",3.437693244,8,3.1216E+12,2.1335E+12,0.8834699,3.72668335,2.01,1.43,0,1
TGRA.JK,2020Q2,TGRA.JK2020Q2,Electricity,-1.090685404,-2,5.60037E+11,2.67217E+11,-596.0498158,-79.98216772,2.01,1.43,1,1
TIFA.JK,2020Q2,TIFA.JK2020Q2,Finance and Credit Services,0.63308871,2,1.08543E+12,7.00844E+11,-33.03074628,-21.61671412,11.73,11.73,0,1
TINS.JK,2020Q2,TINS.JK2020Q2,Industrial Metals and Mining,0.129951635,1,1.83968E+13,1.39479E+13,-181.8613022,-36.05441947,1.01,0.5,1,1
TIRA.JK,2020Q2,TIRA.JK2020Q2,Industrial Engineering,0.183114146,0,3.40073E+11,1.78265E+11,-0.439631213,-11.91858276,1.42,0.81,1,1
TKIM.JK,2020Q2,TKIM.JK2020Q2,Industrial Materials,-2.153729449,-4,4.40135E+13,2.51103E+13,37.0851294,-32.23167111,1.44,0.94,1,1
TLKM.JK,2020Q2,TLKM.JK2020Q2,Telecommunications Service Providers,2.921364423,5,2.46351E+14,1.35467E+14,-0.8313243,-5.341254891,0.62,0.61,0,1
TMAS.JK,2020Q2,TMAS.JK2020Q2,Industrial Transportation,0.153221243,0,3.48879E+12,2.30357E+12,63.73296781,16.22779933,0.64,0.55,1,1
TOBA.JK,2020Q2,TOBA.JK2020Q2,"Oil, Gas and Coal",0.660268698,1,1.0458E+13,8.17954E+12,158.5068858,-56.69020654,0.66,0.31,0,1
TOPS.JK,2020Q2,TOPS.JK2020Q2,Construction and Materials,-0.469481044,-1,2.65799E+12,1.51756E+12,-111.2141205,-70.49809886,2.53,1.89,0,1
TOTL.JK,2020Q2,TOTL.JK2020Q2,Construction and Materials,-0.358903289,-1,2.9979E+12,1.86834E+12,-127.8611165,-13.04164619,1.47,1.47,0,1
TOTO.JK,2020Q2,TOTO.JK2020Q2,Construction and Materials,-2.132137787,-4,3.20737E+12,1.20135E+12,-338.9193251,-34.46453735,3.9,2.05,0,1
TOWR.JK,2020Q2,TOWR.JK2020Q2,Telecommunications Service Providers,2.373907261,8,3.4088E+13,2.32105E+13,-7.881090951,20.62358013,0.45,0.45,0,1
TPIA.JK,2020Q2,TPIA.JK2020Q2,Chemicals,-0.368914928,-1,4.71749E+13,2.27735E+13,-123.9953986,-27.00646748,1.85,1.49,0,1
TPMA.JK,2020Q2,TPMA.JK2020Q2,Industrial Transportation,0.38735715,1,1.57764E+12,4.33507E+11,-96.4860872,-19.7955015,1.12,1.1,1,1
TRAM.JK,2020Q2,TRAM.JK2020Q2,Industrial Transportation,1.609957165,4,8.23516E+12,3.72873E+12,718.682916,-100,0.79,0.63,1,1
TRIM.JK,2020Q2,TRIM.JK2020Q2,Investment Banking and Brokerage Services,0.091144262,0,2.42458E+12,1.56576E+12,-43.22922752,-12.30823594,8.89,8.89,1,1
TRIS.JK,2020Q2,TRIS.JK2020Q2,Personal Goods,0.223547504,0,1.23698E+12,7.95146E+11,-54.67661101,-21.29974433,1.68,0.82,1,1
TRST.JK,2020Q2,TRST.JK2020Q2,General Industrials,0.646486833,1,4.43091E+12,2.58114E+12,-3.103160807,20.01133691,1.11,0.58,1,1
TRUS.JK,2020Q2,TRUS.JK2020Q2,Investment Banking and Brokerage Services,0.450674149,0,3.20301E+11,29809693370,-55.95330946,-8.309311903,21.04,21.04,1,1
TSPC.JK,2020Q2,TSPC.JK2020Q2,Pharmaceuticals and Biotechnology,1.069790639,2,8.75686E+12,3.10854E+12,44.40374233,-2.508780147,2.71,1.97,0,1
TURI.JK,2020Q2,TURI.JK2020Q2,Retailers,-0.301705065,0,5.74896E+12,1.69827E+12,-98.74349929,-59.94315699,1.95,1.27,1,1
ULTJ.JK,2020Q2,ULTJ.JK2020Q2,Food Producers,1.716872151,2,7.05439E+12,9.51001E+11,-29.91672308,-9.063293893,5.29,3.67,0,1
UNIC.JK,2020Q2,UNIC.JK2020Q2,Chemicals,1.822664408,2,3.05608E+12,7.52181E+11,87.91144283,12.24924253,5.35,2.37,0,1
UNIT.JK,2020Q2,UNIT.JK2020Q2,Investment Banking and Brokerage Services,0.019198749,0,4.19318E+11,2.84092E+11,5.901961314,39.52143931,1.04,0.27,1,1
UNTR.JK,2020Q2,UNTR.JK2020Q2,Industrial Engineering,2.093300745,4,1.04221E+14,4.54979E+13,-46.29726497,-28.12045141,1.75,1.36,1,1
UNVR.JK,2020Q2,UNVR.JK2020Q2,"Personal Care, Drug and Grocery Stores",8.191796184,22,2.13518E+13,1.25439E+13,-11.6459155,-1.60781223,0.93,0.69,0,1
VICO.JK,2020Q2,VICO.JK2020Q2,Investment Banking and Brokerage Services,0.008056452,0,2.55164E+13,2.57812E+13,-19.63974046,-43.84728944,8.14,8.14,1,1
VOKS.JK,2020Q2,VOKS.JK2020Q2,Technology Hardware & Equipment,0.65236339,2,2.88022E+12,1.89999E+12,-95.7690539,-35.58168374,1.91,1.4,0,1
VRNA.JK,2020Q2,VRNA.JK2020Q2,Finance and Credit Services,-0.640976754,-3,2.76308E+12,2.291E+12,55.55210567,1.969577453,0.06,0.06,0,1
WAPO.JK,2020Q2,WAPO.JK2020Q2,Food Producers,-1.352630908,-2,83257888510,12330551510,211.8154079,-41.49776795,5.83,2.48,0,1
WEHA.JK,2020Q2,WEHA.JK2020Q2,Travel and Leisure,-5.444762323,-10,2.37171E+11,1.12432E+11,-300.8449548,-80.05053731,0.48,0.45,1,1
WICO.JK,2020Q2,WICO.JK2020Q2,Retailers,0.327913412,1,6.10265E+11,3.59132E+11,-129.5082316,122.2179135,1.65,1.02,1,1
WIIM.JK,2020Q2,WIIM.JK2020Q2,Tobacco,2.077749522,3,1.43718E+12,3.67743E+11,695.621883,35.07550605,4.24,2.03,1,1
WIKA.JK,2020Q2,WIKA.JK2020Q2,Construction and Materials,0.2844231,1,6.00945E+13,4.68135E+13,-28.81426447,-39.63085643,1.04,0.83,0,1
WINS.JK,2020Q2,WINS.JK2020Q2,Industrial Transportation,-1.906941166,-3,3.37548E+12,1.50282E+12,76.26754837,-36.30013368,1.09,1.09,1,1
WOMF.JK,2020Q2,WOMF.JK2020Q2,Finance and Credit Services,0.175077172,1,6.76219E+12,5.56572E+12,-23.90680511,-19.70503148,0.21,0.21,0,1
WOOD.JK,2020Q2,WOOD.JK2020Q2,Household Goods and Home Construction,1.002514351,2,5.59192E+12,2.92142E+12,6.516263721,34.53145133,1.31,0.48,0,1
WSBP.JK,2020Q2,WSBP.JK2020Q2,Construction and Materials,-0.638825703,-1,1.53582E+13,8.5474E+12,-56.44212767,-78.58831313,1.38,0.94,0,1
WSKT.JK,2020Q2,WSKT.JK2020Q2,Construction and Materials,-1.156433395,-7,1.14072E+14,9.91857E+13,-96.15230028,-36.72492468,1,0.82,0,1
WTON.JK,2020Q2,WTON.JK2020Q2,Construction and Materials,-0.400607199,-1,9.1689E+12,6.48122E+12,-98.23055089,-47.71875378,1.12,0.89,0,1
YPAS.JK,2020Q2,YPAS.JK2020Q2,Chemicals,-1.160763592,-2,2.58679E+11,1.40974E+11,-6112.832841,-21.66132266,1.69,0.91,0,1
YULE.JK,2020Q2,YULE.JK2020Q2,Investment Banking and Brokerage Services,0.126960952,0,2.93309E+11,3647545210,3090.96897,1172.751959,96.38,96.38,1,1
ZINC.JK,2020Q2,ZINC.JK2020Q2,Industrial Metals and Mining,1.825000628,3,1.40526E+12,6.17964E+11,-66.58223274,-41.8278366,1.59,1.28,1,1
AALI.JK,2019Q2,AALI.JK2019Q2,Food Producers,0.050227578,0,2.71618E+13,8.63566E+12,-81.82974339,-6.153257685,1.29,0.64,0,0
ABBA.JK,2019Q2,ABBA.JK2019Q2,Industrial Support Services,-3.575364787,-6,5.18345E+11,3.43376E+11,-32.42327874,-17.9356426,0.67,0.63,1,0
ABMM.JK,2019Q2,ABMM.JK2019Q2,"Oil, Gas and Coal",-0.02156834,0,1.16534E+13,7.87731E+12,-52.2875909,-18.77551513,1.62,1.41,0,0
ACES.JK,2019Q2,ACES.JK2019Q2,Retailers,4.205699787,5,5.44998E+12,1.68411E+12,8.990449694,19.57469753,8.29,1.9,1,0
ACST.JK,2019Q2,ACST.JK2019Q2,Construction and Materials,-3.060276303,-28,1.07527E+13,9.78753E+12,-231.4676356,-20.04615493,1.04,0.88,0,0
ADES.JK,2019Q2,ADES.JK2019Q2,Beverages,1.523491099,3,8.66464E+11,3.66549E+11,11.65003773,4.237725844,1.45,1.03,0,0
ADHI.JK,2019Q2,ADHI.JK2019Q2,Construction and Materials,0.456134476,2,3.13966E+13,2.50359E+13,6.01188268,5.346770191,1.35,1.09,0,0
ADMF.JK,2019Q2,ADMF.JK2019Q2,Finance and Credit Services,1.455344315,7,3.368E+13,2.66964E+13,96.41724858,9.568456251,0.22,0.22,0,0
ADMG.JK,2019Q2,ADMG.JK2019Q2,Chemicals,-2.601095521,-3,3.77111E+12,6.23765E+11,-276.8970606,-48.56344697,5.64,2.64,0,0
ADRO.JK,2019Q2,ADRO.JK2019Q2,"Oil, Gas and Coal",2.67227577,5,1.01098E+14,4.65865E+13,22.81483052,8.205786937,1.48,1.38,0,0
AGII.JK,2019Q2,AGII.JK2019Q2,Chemicals,0.214508061,0,6.86102E+12,3.75665E+12,8.313892976,16.49951877,1.29,0.94,0,0
AKKU.JK,2019Q2,AKKU.JK2019Q2,General Industrials,-0.181696625,0,1.07417E+12,3.25252E+11,24.16731494,4.659440484,2.6,0.4,1,0
AKPI.JK,2019Q2,AKPI.JK2019Q2,Chemicals,-0.04410534,0,2.92145E+12,1.793E+12,8.308950579,-3.895162852,1.05,0.62,0,0
AKRA.JK,2019Q2,AKRA.JK2019Q2,"Oil, Gas and Coal",0.893692075,2,1.90431E+13,1.07729E+13,-3.57662652,-13.08261086,1.36,0.75,0,0
AKSI.JK,2019Q2,AKSI.JK2019Q2,Investment Banking and Brokerage Services,-0.804025288,-2,2.73784E+11,1.5112E+11,-15.15840995,39.57903916,1,1,1,0
ALDO.JK,2019Q2,ALDO.JK2019Q2,Household Goods and Home Construction,1.590222368,3,9.33016E+11,5.3648E+11,61.87345001,1.789307302,1.68,0.95,0,0
ALKA.JK,2019Q2,ALKA.JK2019Q2,Industrial Metals and Mining,1.228503812,5,4.08588E+11,3.91122E+11,-80.09566261,-68.11035397,1.27,1.2,1,0
ALTO.JK,2019Q2,ALTO.JK2019Q2,Food Producers,-0.542801193,-2,1.10558E+12,7.1373E+11,-22.17466043,6.062232968,0.73,0.24,0,0
AMFG.JK,2019Q2,AMFG.JK2019Q2,General Industrials,-0.50510519,-1,8.84574E+12,5.32277E+12,-76.26085218,0.30008011,1.2,0.49,1,0
AMIN.JK,2019Q2,AMIN.JK2019Q2,Household Goods and Home Construction,1.352383762,3,4.22092E+11,2.09277E+11,-25.85183415,-13.36515538,1.72,1.06,0,0
AMRT.JK,2019Q2,AMRT.JK2019Q2,"Personal Care, Drug and Grocery Stores",0.904854751,3,2.25252E+13,1.70787E+13,19.2310599,7.185410424,1.06,0.44,0,0
ANJT.JK,2019Q2,ANJT.JK2019Q2,Food Producers,-1.101873068,-2,8.6226E+12,3.30797E+12,-235.0263619,-22.14157228,1.4,1.19,0,0
ANTM.JK,2019Q2,ANTM.JK2019Q2,Industrial Metals and Mining,0.750074548,1,3.35668E+13,1.36891E+13,-40.80135967,34.88648278,1.39,1.01,1,0
APIC.JK,2019Q2,APIC.JK2019Q2,Investment Banking and Brokerage Services,1.3862453,2,3.42402E+12,1.29183E+12,-68.99437475,323.0947094,1.21,1.21,1,0
APII.JK,2019Q2,APII.JK2019Q2,Electronic and Electrical Equipment,1.087004782,2,4.60514E+11,1.71437E+11,10.13209221,20.42324161,1.75,0.6,1,0
APLI.JK,2019Q2,APLI.JK2019Q2,General Industrials,-0.117513965,0,4.38066E+11,2.30889E+11,-160.2104394,16.60494631,1.29,0.74,1,0
APLN.JK,2019Q2,APLN.JK2019Q2,Real Estate Investment and Services Development,0.026157824,0,2.88324E+13,2.05012E+13,35.9890881,5.844144703,1.3,0.73,1,0
ARII.JK,2019Q2,ARII.JK2019Q2,"Oil, Gas and Coal",2.87490794,27,5.39427E+12,4.01606E+12,-25.20662335,73.08226241,0.4,0.37,0,0
ARNA.JK,2019Q2,ARNA.JK2019Q2,Construction and Materials,2.898428075,4,1.63469E+12,5.72781E+11,44.23564545,13.23204261,1.51,1.36,0,0
ARTA.JK,2019Q2,ARTA.JK2019Q2,Investment Banking and Brokerage Services,-0.514746245,-1,4.32976E+11,2.37908E+11,-102.0448324,-4.636759251,7.6,7.52,1,0
ARTI.JK,2019Q2,ARTI.JK2019Q2,Household Goods and Home Construction,-0.969145861,-1,3.54397E+12,9.59531E+11,-78.75690136,-47.79026172,2.16,2.1,0,0
ASGR.JK,2019Q2,ASGR.JK2019Q2,Technology Hardware & Equipment,1.334122664,2,2.28645E+12,8.12289E+11,-31.96768609,-20.43332699,2.35,1.43,0,0
ASII.JK,2019Q2,ASII.JK2019Q2,Automobiles and Parts,1.593431759,3,3.50288E+14,2.10847E+14,-9.487695403,-0.276739759,1.22,0.99,1,0
ASRI.JK,2019Q2,ASRI.JK2019Q2,Real Estate Investment and Services Development,-0.035988626,0,2.15959E+13,1.15005E+13,-38.99924831,-49.41335543,1.29,0.96,1,0
ASSA.JK,2019Q2,ASSA.JK2019Q2,Consumer Services,0.354673371,2,4.55212E+12,3.40651E+12,4.726832196,31.82952658,0.67,0.64,1,0
ATIC.JK,2019Q2,ATIC.JK2019Q2,Software & Computer Services,-0.13929218,-2,4.29363E+12,3.68592E+12,-46.8205372,21.12139038,1.36,0.81,1,0
AUTO.JK,2019Q2,AUTO.JK2019Q2,Automobiles and Parts,0.502910994,1,1.59473E+13,5.6877E+12,78.42794661,1.815621586,1.42,0.85,1,0
BAJA.JK,2019Q2,BAJA.JK2019Q2,Industrial Metals and Mining,-1.88070951,-21,7.76722E+11,7.96102E+11,-190.5571249,-21.16189008,0.82,0.23,1,0
BALI.JK,2019Q2,BALI.JK2019Q2,Telecommunications Service Providers,0.337887824,1,3.83911E+12,1.92862E+12,27.47966592,42.52268192,0.51,0.4,0,0
BAPA.JK,2019Q2,BAPA.JK2019Q2,Real Estate Investment and Services Development,4.947109879,6,1.6318E+11,45715263700,-137.3392824,207.8748854,3.84,0.11,1,0
BATA.JK,2019Q2,BATA.JK2019Q2,Personal Goods,0.276985164,0,9.89781E+11,3.50419E+11,5.392115671,-4.928779702,2.41,0.79,1,0
BAYU.JK,2019Q2,BAYU.JK2019Q2,Travel and Leisure,1.333613006,2,8.21811E+11,3.39246E+11,3.785629955,14.55223045,1.88,1.88,1,0
BBLD.JK,2019Q2,BBLD.JK2019Q2,Finance and Credit Services,0.318769344,1,5.155E+12,3.93862E+12,7.957253103,17.04819588,1.64,1.64,0,0
BBRM.JK,2019Q2,BBRM.JK2019Q2,Industrial Transportation,-1.59986551,-6,1.19509E+12,8.91058E+11,-39.79312695,-11.09887332,0.88,0.87,1,0
BCAP.JK,2019Q2,BCAP.JK2019Q2,Investment Banking and Brokerage Services,0.071185273,0,1.83874E+13,1.34825E+13,-15.48585573,-4.929662727,1.79,1.79,1,0
BELL.JK,2019Q2,BELL.JK2019Q2,Personal Goods,1.016048109,2,5.533E+11,3.19036E+11,54.81069521,71.28061569,1.47,0.6,1,0
BEST.JK,2019Q2,BEST.JK2019Q2,Real Estate Investment and Services Development,0.30062747,0,6.2719E+12,2.0703E+12,-58.50001993,-35.09881494,7.8,4.23,1,0
BFIN.JK,2019Q2,BFIN.JK2019Q2,Investment Banking and Brokerage Services,1.918747726,6,1.83691E+13,1.22611E+13,-2.404442296,0.326113924,2.06,2.06,1,0
BHIT.JK,2019Q2,BHIT.JK2019Q2,Telecommunications Service Providers,1.010289298,1,5.97695E+13,4.47098E+13,20.31246486,7.296155691,0.49,0.49,0,0
BIKA.JK,2019Q2,BIKA.JK2019Q2,Real Estate Investment and Services Development,0.359211651,0,2.31746E+12,2.017E+12,-288.8667623,-1.036689657,4.43,0.33,1,0
BIPI.JK,2019Q2,BIPI.JK2019Q2,"Oil, Gas and Coal",1.892157659,7,1.75052E+13,1.41288E+13,-1107.012166,2912.709993,0.56,0.56,0,0
BIPP.JK,2019Q2,BIPP.JK2019Q2,Real Estate Investment and Services Development,-0.249701726,0,2.16487E+12,1.30329E+12,-133.8766282,92.32801421,1.41,0.23,1,0
BIRD.JK,2019Q2,BIRD.JK2019Q2,Travel and Leisure,0.965567963,1,7.0865E+12,1.92339E+12,-19.09862133,-6.004552988,1.29,1.27,1,0
BISI.JK,2019Q2,BISI.JK2019Q2,Food Producers,0.464021257,1,2.67429E+12,5.75967E+11,-155.094916,72.37039663,4.02,2.11,0,0
BKDP.JK,2019Q2,BKDP.JK2019Q2,Real Estate Investment and Services Development,-1.22575127,-2,7.83941E+11,3.01409E+11,36.33959995,-9.85188737,4.02,2.11,1,0
BKSL.JK,2019Q2,BKSL.JK2019Q2,Real Estate Investment and Services Development,0.344170523,1,1.63804E+13,6.83426E+12,-49.3677179,-35.00221739,1.38,0.61,1,0
BLTA.JK,2019Q2,BLTA.JK2019Q2,Industrial Transportation,0.138908802,0,1.01221E+12,6.04284E+11,-69.56690942,-18.71489397,0.6,0.51,1,0
BLTZ.JK,2019Q2,BLTZ.JK2019Q2,Media,2.458652016,4,1.87695E+12,6.05869E+11,-192.9758807,30.06862477,0.77,0.73,1,0
BMSR.JK,2019Q2,BMSR.JK2019Q2,Real Estate Investment and Services Development,-0.31350438,-1,5.78516E+11,4.13645E+11,47.09917781,-13.65773109,1.68,1.68,1,0
BMTR.JK,2019Q2,BMTR.JK2019Q2,Media,1.92983822,3,2.95983E+13,1.90327E+13,112.1276061,11.21534208,1.51,0.95,1,0
BOGA.JK,2019Q2,BOGA.JK2019Q2,Retailers,0.492010624,1,5.40933E+11,1.36475E+11,-1.440799774,7.972941726,1.18,0.54,1,0
BOLT.JK,2019Q2,BOLT.JK2019Q2,Automobiles and Parts,-0.629073367,-1,1.23733E+12,5.73736E+11,-104.5053152,1.680336917,1.92,0.65,1,0
BPFI.JK,2019Q2,BPFI.JK2019Q2,Investment Banking and Brokerage Services,1.091532355,2,1.75779E+12,9.46502E+11,0.616895351,-0.78845148,7.08,7.08,1,0
BPII.JK,2019Q2,BPII.JK2019Q2,Industrial Support Services,3.045380754,6,2.69596E+12,1.87282E+12,323.6844741,196.0490589,3.12,3.12,1,0
BRAM.JK,2019Q2,BRAM.JK2019Q2,Chemicals,1.133363879,2,4.17506E+12,1.27016E+12,-7.734826695,-4.921524838,2.38,0.98,0,0
BRNA.JK,2019Q2,BRNA.JK2019Q2,General Industrials,-1.583855028,-4,2.48071E+12,1.46335E+12,-1.646752009,-3.378929682,0.88,0.57,1,0
