Firm,Period,ICB Sector,ROA_in_percent,TA,Total Liabilities,FCF,GROWTH_YoY_in_percent,Treated,After_YoY,
LION.JK,2020Q2,Industrial Metals and Mining,-2.426492655,675310196510,217628852760,11015917270,704.7759839,1,1,
LION.JK,2019Q2,Industrial Metals and Mining,0.377774612,678740749220,213662325610,4949019510,-76.6758278,1,0,
LPGI.JK,2019Q2,Non-life Insurance,0.337480895,2385981870680,1557340208750,6050681370,1498.420341,1,0,
LPGI.JK,2020Q2,Non-life Insurance,1.715991107,2547274735050,1726360226500,45451347600,502.0000729,1,1,
LPIN.JK,2020Q2,Automobiles and Parts,1.850353047,328210772180,26163923710,5841968050,198.7866305,1,1,
LPIN.JK,2019Q2,Automobiles and Parts,2.613063876,302402815910,28935603820,8087082060,-77.0619608,1,0,
LPPF.JK,2019Q2,Retailers,19.44525933,5220296000000,3484285000000,84962000000,-39.14686896,1,0,
LPPF.JK,2020Q2,Retailers,-2.94928106,8680864000000,7900233000000,107686000000,-119.1957177,1,1,
LSIP.JK,2020Q2,Food Producers,0.781613334,10470589000000,1891729000000,85870000000,177.0201203,0,1,
LSIP.JK,2019Q2,Food Producers,0.374256673,10325202000000,1959544000000,22855000000,-74.66999877,0,0,
LTLS.JK,2020Q2,Chemicals,2.200716473,6029827000000,4133661000000,162918000000,56.73343297,0,1,
LTLS.JK,2019Q2,Chemicals,1.129132007,6192560000000,4305354000000,61464000000,47.6573643,0,0,
LUCK.JK,2019Q2,Software & Computer Services,0.52118217,148253507540,22772285610,697133940,134.0882845,1,0,
LUCK.JK,2020Q2,Software & Computer Services,-0.064532135,162880700390,37019574740,4095326930,16.70401063,1,1,
MAPA.JK,2019Q2,Retailers,5.892484449,3747569000000,1049938000000,214681000000,25.42980089,1,0,
MAPA.JK,2020Q2,Retailers,-2.736530434,5390244000000,2494290000000,9106000000,-164.4260995,1,1,
MAPB.JK,2019Q2,Travel and Leisure,1.734399548,1943210000000,811162000000,14684000000,20.33360456,1,0,
MAPB.JK,2020Q2,Travel and Leisure,-3.720448364,2655812000000,1583226000000,34847000000,-382.7011067,1,1,
MARI.JK,2019Q2,Media,2.278593824,324612202270,125506971200,10931594790,9.229524861,1,0,
MARI.JK,2020Q2,Media,2.779297348,339737360040,121041794200,8862811590,-31.49952406,1,1,
MASA.JK,2019Q2,Automobiles and Parts,-0.567887419,7917964805000,3926383821750,107852473950,59.04713204,1,0,
MASA.JK,2020Q2,Automobiles and Parts,-0.890140226,5993478608600,3773140137000,131327144000,-54.64562035,1,1,
MBAP.JK,2019Q2,"Oil, Gas and Coal",5.857813518,2614713921250,694597298750,150236042500,-13.71687106,0,0,
MBAP.JK,2020Q2,"Oil, Gas and Coal",4.105589606,3072981264800,742900693200,160355097200,-19.84266285,0,1,
MDKA.JK,2020Q2,Industrial Metals and Mining,2.262037617,13353964093800,7195836305000,443883882000,-0.613237561,1,1,
MDKA.JK,2019Q2,Industrial Metals and Mining,2.696624329,12561937952500,6961063328700,305447085450,-7.983431708,1,0,
MEDC.JK,2019Q2,"Oil, Gas and Coal",-0.06157832,88501986036250,54560402239200,269047905750,14.08320885,0,0,
MEDC.JK,2020Q2,"Oil, Gas and Coal",-0.464212092,89767130085200,84994601336000,496106963000,-25.20314356,0,1,
MERK.JK,2020Q2,Pharmaceuticals and Biotechnology,-0.299366244,954480964000,335059886000,47462435000,156.4058143,0,1,
MERK.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.517194201,848785112000,723098704000,5462570000,-41.69979521,0,0,
MFIN.JK,2019Q2,Finance and Credit Services,2.171824605,4160310000000,2054209000000,81329000000,28.37514234,0,0,
MFIN.JK,2020Q2,Finance and Credit Services,0.328344009,4573074000000,2223751000000,19008000000,-50.57298087,0,1,
MICE.JK,2019Q2,"Personal Care, Drug and Grocery Stores",0.455281053,1007267488460,338467383560,4193813590,30.73519184,0,0,
MICE.JK,2020Q2,"Personal Care, Drug and Grocery Stores",-0.293431437,1021654294820,346822735580,11328311000,23.27082112,0,1,
MIDI.JK,2019Q2,Retailers,1.167298633,5224658000000,4134673000000,56441000000,12.68694019,1,0,
MIDI.JK,2020Q2,Retailers,1.097129553,5578479000000,4305890000000,70202000000,10.84975783,1,1,
MIKA.JK,2019Q2,Health Care Providers,3.536705129,5409751894550,1185677753940,153554099530,20.72353085,0,0,
MIKA.JK,2020Q2,Health Care Providers,1.667374521,5858822121250,1594017544620,61653572340,-58.40557464,0,1,
MLIA.JK,2019Q2,Construction and Materials,0.371831336,5246809678000,2926023476000,40256061000,9.223162504,0,0,
MLIA.JK,2020Q2,Construction and Materials,-0.378593364,5725090238000,3254605482000,29474046890,-194.0076786,0,1,
MMLP.JK,2019Q2,Industrial Support Services,3.026930146,6091322807000,2317429594000,45230411000,19.99407861,1,0,
MMLP.JK,2020Q2,Industrial Support Services,0.727364484,6755553584000,2864413845000,38273405000,15.2743352,1,1,
MNCN.JK,2019Q2,Media,3.778728105,17152089000000,6583776000000,598851000000,20.7584302,1,0,
MNCN.JK,2020Q2,Media,3.67548235,18393876000000,5833306000000,450910000000,-20.79207505,1,1,
MPOW.JK,2019Q2,Electricity,1.433142158,305344764000,152796641000,9291780000,-4.294738734,1,0,
MPOW.JK,2020Q2,Electricity,7.631171223,268476850000,125334593000,24870533000,-46.38537427,1,1,
MREI.JK,2019Q2,Non-life Insurance,1.573262928,3593585448260,2079516561480,46383496500,3.210393788,1,0,
MREI.JK,2020Q2,Non-life Insurance,0.168359261,4104590372830,2555171169990,32673606400,-36.65128813,1,1,
MSKY.JK,2020Q2,Media,-1.152034888,4216867000000,1457121000000,77415000000,-171.263246,1,1,
MSKY.JK,2019Q2,Media,-0.792924738,4606390000000,2622675000000,82435000000,-877.6633234,1,0,
MTDL.JK,2020Q2,Technology Hardware & Equipment,1.712376677,5559709000000,3385853000000,95809000000,14.84067981,0,1,
MTDL.JK,2019Q2,Technology Hardware & Equipment,1.82003994,5166211000000,3270528000000,95461000000,6.599325378,0,0,
MTLA.JK,2020Q2,Real Estate Investment and Services Development,0.504074412,5810985000000,2241991000000,63326000000,-6.572936256,1,1,
MTLA.JK,2019Q2,Real Estate Investment and Services Development,2.599541948,5224297459000,1793470933000,71836530000,-33.868432,1,0,
MYOH.JK,2019Q2,"Oil, Gas and Coal",1.902020497,2009432528750,572748356700,95832297600,30.13031022,0,0,
MYOH.JK,2020Q2,"Oil, Gas and Coal",9.644731551,2268712367600,402830213000,19668232000,-48.56564586,0,1,
NFCX.JK,2019Q2,Software & Computer Services,2.887069405,694287438410,298747715620,14194774250,714.5405978,1,0,
NFCX.JK,2020Q2,Software & Computer Services,1.040163718,1411438174290,918571570220,7594288910,-35.25931568,1,1,
NIKL.JK,2019Q2,Industrial Metals and Mining,0.131566303,1686183033750,1044526376250,9744272500,-124.6168109,1,0,
NIKL.JK,2020Q2,Industrial Metals and Mining,7.455306151,1945586043000,1295032599800,155769285200,-1550.361574,1,1,
NIPS.JK,2020Q2,Electronic and Electrical Equipment,0.642446016,1900351922000,904579695000,4843921000,120.3049211,1,1,
NIPS.JK,2019Q2,Electronic and Electrical Equipment,2.237727227,1777956390000,811325733000,901741000,-197.4631789,1,0,
NRCA.JK,2020Q2,Construction and Materials,0.624327123,2384941296950,1195533456710,27579048710,6.553220779,0,1,
NRCA.JK,2019Q2,Construction and Materials,1.872211859,2440107440270,1100735904200,34052412550,-20.43475393,0,0,
OKAS.JK,2020Q2,Electronic and Electrical Equipment,-4.962379492,2577590628200,2953279314000,100408978000,271.3810934,1,1,
OKAS.JK,2019Q2,Electronic and Electrical Equipment,-0.32027514,2677034975000,2708926905750,16864773900,-456.6392832,1,0,
PANS.JK,2020Q2,Investment Banking and Brokerage Services,5.246016779,1940528454850,804488974080,101489796870,172.1524895,1,1,
PANS.JK,2019Q2,Investment Banking and Brokerage Services,1.101673304,2282113996050,941405211860,28742349810,-415.7649664,1,0,
PBID.JK,2020Q2,General Industrials,3.383827775,2262044859000,573300937000,85021755000,45.12762818,1,1,
PBID.JK,2019Q2,General Industrials,1.906223818,2229738012000,693447793000,15564910000,-14.44600294,1,0,
PBRX.JK,2020Q2,Personal Goods,1.89385644,9269884735400,5953202056000,17475230000,54.16492829,1,1,
PBRX.JK,2019Q2,Personal Goods,1.259325101,8987946691250,4951538983950,29722680000,21.93271217,1,0,
PBSA.JK,2019Q2,Construction and Materials,-0.057261251,701184353760,131672458570,5968783410,126.4190319,0,0,
PBSA.JK,2020Q2,Construction and Materials,2.354804162,745627590450,189322276140,7260310610,18.85006792,0,1,
PEGE.JK,2019Q2,Investment Banking and Brokerage Services,9.144130583,710211795910,141358933100,62506138660,620.3938049,1,0,
PEGE.JK,2020Q2,Investment Banking and Brokerage Services,1.467040362,507245012210,8122437220,7441684900,-94.99426582,1,1,
PGAS.JK,2020Q2,"Gas, Water and Multi-utilities",-0.368704207,107146455008200,86985331583000,1772786859000,21.32503281,0,1,
PGAS.JK,2019Q2,"Gas, Water and Multi-utilities",-0.000675565,102313303545000,69180924616050,1992832241400,-5.607305103,0,0,
PGLI.JK,2019Q2,Travel and Leisure,-0.240104962,87225369670,24114978240,2713469780,63.88812614,1,0,
PGLI.JK,2020Q2,Travel and Leisure,-1.924785018,89996026030,27732244050,950959220,-48.10738445,1,1,
PICO.JK,2019Q2,General Industrials,0.194006607,852932442590,546687579100,3207807460,0.968509572,1,0,
PICO.JK,2020Q2,General Industrials,-0.873392654,1127616056630,810295714910,4952674550,-15.51970667,1,1,
PKPK.JK,2020Q2,"Oil, Gas and Coal",1.194834514,76964386000,59369214000,2432072000,822.6921941,0,1,
PKPK.JK,2019Q2,"Oil, Gas and Coal",0.183227204,128175677000,72315866000,10672000,-88.61971461,0,0,
PLIN.JK,2019Q2,Travel and Leisure,1.663215905,5031131186000,4235005034000,489530911000,93.52000233,1,0,
PLIN.JK,2020Q2,Travel and Leisure,1.098271072,12679393237000,972457079000,298195910000,-15.49536369,1,1,
PNIN.JK,2019Q2,Non-life Insurance,1.573942984,31078255000000,15557350000000,649274000000,88.23077714,1,0,
PNIN.JK,2020Q2,Non-life Insurance,1.604416097,31605542000000,14881101000000,237569000000,-130.1507227,1,1,
PNLF.JK,2019Q2,Life Insurance,1.814932276,29179301000000,6518046000000,508256000000,18.10815587,0,0,
PNLF.JK,2020Q2,Life Insurance,1.478897392,29807861000000,5950658000000,451873000000,-1.503033749,0,1,
PORT.JK,2019Q2,Industrial Transportation,-0.003598737,2238421842000,1132857630000,1617558000,-25.05536975,1,0,
PORT.JK,2020Q2,Industrial Transportation,-1.330640566,2161615662000,1409223313000,37333452000,-62.2044559,1,1,
POWR.JK,2019Q2,Electricity,2.106906666,18491737535000,9521978690250,585749182200,9.196442191,1,0,
POWR.JK,2020Q2,Electricity,2.504863396,19099332973600,10372571830000,226057528000,-46.82080523,1,1,
PPRE.JK,2019Q2,Construction and Materials,1.311076268,6994775795170,4650389381110,9618427180,6.443148004,0,0,
PPRE.JK,2020Q2,Construction and Materials,0.143997491,7145527787530,4980795726500,64125515250,-46.30678144,0,1,
PRAS.JK,2019Q2,Industrial Metals and Mining,0.295263016,1720351587500,925171449350,654288940,-42.67160928,1,0,
PRAS.JK,2020Q2,Industrial Metals and Mining,1.272541228,1650251826410,1199934182610,1323273660,-141.8688082,1,1,
PSAB.JK,2019Q2,Travel and Leisure,0.094352972,13473533530000,8452793249550,260358150,32.37921364,1,0,
PSAB.JK,2020Q2,Travel and Leisure,-0.112854768,13626743761200,11480926027000,107891167000,7.226795171,1,1,
PTBA.JK,2020Q2,"Oil, Gas and Coal",1.432452631,26892528000000,7973055000000,989121000000,-23.86305001,0,1,
PTBA.JK,2019Q2,"Oil, Gas and Coal",3.628397504,23412080000000,7536612000000,1347294000000,-30.45888352,0,0,
PTIS.JK,2019Q2,General Industrials,0.083856273,530441210000,297773503750,10971170000,-27.84252074,1,0,
PTIS.JK,2020Q2,General Industrials,0.003001754,501591550600,265693354200,8496939600,-47.02707242,1,1,
PTPP.JK,2019Q2,Construction and Materials,0.462928655,53504482053140,40695149265640,8015644560,-18.07024826,0,0,
PTPP.JK,2020Q2,Construction and Materials,0.009167369,54119100261110,43222826136320,17141885640,-57.35142341,0,1,
PYFA.JK,2020Q2,Pharmaceuticals and Biotechnology,0.654998117,201228762110,75957469450,5716881930,92.26101183,0,1,
PYFA.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.0642896,184442804440,70493078640,3307153560,14.52926321,0,0,
PZZA.JK,2019Q2,Travel and Leisure,3.014715504,1951148225220,731240807220,30551066620,-2.412669038,1,0,
PZZA.JK,2020Q2,Travel and Leisure,0.187317112,2362404163820,1019665856700,36524686060,-73.51944907,1,1,
RALS.JK,2019Q2,Retailers,8.897746573,6265710000000,2170233000000,524121000000,0.268441073,1,0,
RALS.JK,2020Q2,Retailers,-0.141167241,5464798000000,1295696000000,26677000000,-107.1988726,1,1,
RANC.JK,2020Q2,"Personal Care, Drug and Grocery Stores",2.331276089,1301114220820,733264496470,13417477820,223.582174,0,1,
RANC.JK,2019Q2,"Personal Care, Drug and Grocery Stores",1.405056546,904618820260,388780517820,13542370070,-2.350016988,0,0,
RIGS.JK,2020Q2,Industrial Transportation,-1.023625581,692617278800,140203635000,15978238000,-136.7489825,1,1,
RIGS.JK,2019Q2,Industrial Transportation,-15.51475241,902227111500,305989556250,47892612500,-892.6966667,1,0,
RIMO.JK,2020Q2,Retailers,0.097870048,6514551004300,1550704436750,33788359850,166.2863268,1,1,
RIMO.JK,2019Q2,Retailers,-1.054959367,5931495055100,1078716858790,84485219000,-189.8909115,1,0,
SAFE.JK,2020Q2,Travel and Leisure,-3.555855674,332325778080,401157266900,6687020400,42.91062356,1,1,
SAFE.JK,2019Q2,Travel and Leisure,0.687104897,329373392300,395641400870,2927650860,-886.4777519,1,0,
SCCO.JK,2019Q2,Electronic and Electrical Equipment,1.020767983,4318732115150,1309163053940,92487648440,37.15134747,1,0,
SCCO.JK,2020Q2,Electronic and Electrical Equipment,0.713109126,3985844434200,869935479700,114700126730,13.07069876,1,1,
SCMA.JK,2020Q2,Media,3.932034089,6788783649000,1756830262000,270527914000,-6.714624121,1,1,
SCMA.JK,2019Q2,Media,4.244309767,6901397056000,1893652303000,302147309000,-36.41773477,1,0,
SCPI.JK,2020Q2,Pharmaceuticals and Biotechnology,2.343129822,1762702209000,1018088922000,42763388000,1660.2146,0,1,
SCPI.JK,2019Q2,Pharmaceuticals and Biotechnology,0.523470665,1701108313000,1126081062000,9493772000,-93.66150725,0,0,
SHIP.JK,2019Q2,Industrial Transportation,1.617319348,3384599165000,2370665155950,115653681000,66.74013968,1,0,
SHIP.JK,2020Q2,Industrial Transportation,2.204141314,3406654389800,2446535949000,136590740000,32.16650395,1,1,
SIDO.JK,2019Q2,Food Producers,4.889977142,3270931000000,304222000000,163412000000,29.08687607,0,0,
SIDO.JK,2020Q2,Food Producers,5.076667973,3444139000000,366531000000,201047000000,3.559971797,0,1,
SIMA.JK,2020Q2,General Industrials,0.014655842,86088226800,57670297490,4810360,-99.51825752,1,1,
SIMA.JK,2019Q2,General Industrials,-1.097682076,39326442630,11920344070,1200107820,-243.215961,1,0,
SIPD.JK,2019Q2,Food Producers,0.770222788,2397208000000,1366679000000,13800000000,327.7602524,0,0,
SIPD.JK,2020Q2,Food Producers,-0.769507683,2444911000000,1479328000000,25911000000,62.3811865,0,1,
SKLT.JK,2019Q2,Food Producers,1.626114202,798532985220,407214672360,10311482670,104.8844127,0,0,
SKLT.JK,2020Q2,Food Producers,0.659322356,796224897200,412036176610,12353227190,17.56505072,0,1,
SMDM.JK,2019Q2,Real Estate Investment and Services Development,0.743036216,3181607318440,1401652734900,23690884320,40.77463793,1,0,
SMDM.JK,2020Q2,Real Estate Investment and Services Development,0.023987695,3210661357770,1436109214710,4005541320,-78.59188263,1,1,
SMGR.JK,2019Q2,Construction and Materials,0.31352895,76983221895000,46703650944000,529191830000,0.454524761,0,0,
SMGR.JK,2020Q2,Construction and Materials,0.229617468,78299047000000,45575172000000,525230000000,-12.08231437,0,1,
SMMA.JK,2019Q2,Investment Banking and Brokerage Services,0.177587636,109317893000000,86678072000000,532794000000,1.406607258,1,0,
SMMA.JK,2020Q2,Investment Banking and Brokerage Services,0.243215091,98711305000000,80249470000000,345143000000,-11.46702733,1,1,
SMSM.JK,2019Q2,Automobiles and Parts,4.176188418,2798580000000,866818000000,117355000000,-1.013324771,1,0,
SMSM.JK,2020Q2,Automobiles and Parts,2.67877168,3366507000000,1085610000000,105108000000,-23.62744653,1,1,
SOCI.JK,2019Q2,Industrial Transportation,0.551949328,9753468157500,4944012370050,165222086250,95.84213153,1,0,
SOCI.JK,2020Q2,Industrial Transportation,0.156908279,9707044067600,5618049280000,102744768000,-8.562587207,1,1,
SPTO.JK,2019Q2,Retailers,1.610951859,2665461972540,1477031345160,69844197760,3.324419286,1,0,
SPTO.JK,2020Q2,Retailers,-0.265305668,2889110468790,1909291277820,15420846150,-30.48874591,1,1,
SRIL.JK,2020Q2,Personal Goods,1.794266189,25858986833000,13416172734000,175112300800,17.37385295,1,1,
SRIL.JK,2019Q2,Personal Goods,2.031630698,19884845022900,12190351612500,185671381250,0.280632595,1,0,
SRTG.JK,2020Q2,Investment Banking and Brokerage Services,17.4230332,24127195000000,3639217000000,3926165000000,86.29876122,1,1,
SRTG.JK,2019Q2,Investment Banking and Brokerage Services,9.244651386,23051197000000,4514322000000,2042823000000,-291.0129561,1,0,
SSTM.JK,2020Q2,Personal Goods,-0.013188288,456144737740,254294612850,7577183950,-8.92193278,1,1,
SSTM.JK,2019Q2,Personal Goods,-0.001421902,537498186840,336571879200,5628647890,-871.214906,1,0,
SURE.JK,2019Q2,"Oil, Gas and Coal",0.004230647,551914272860,437474124480,14447312530,13400.08848,0,0,
SURE.JK,2020Q2,"Oil, Gas and Coal",0.795981146,532540717370,422485518830,11892920210,-23.81548881,0,1,
TAMU.JK,2020Q2,Industrial Transportation,-1.06522385,1189475261800,734015406000,32561206000,-176.1162603,1,1,
TAMU.JK,2019Q2,Industrial Transportation,-0.71396097,1386183853750,699816941850,8268826800,-317.2224851,1,0,
TBMS.JK,2019Q2,Industrial Metals and Mining,0.814050915,2405639343750,1774980270000,25635038750,124.2444921,1,0,
TBMS.JK,2020Q2,Industrial Metals and Mining,1.342735991,1713036453600,1016710254000,28026202800,-44.06654274,1,1,
TCID.JK,2019Q2,Personal Goods,0.902408031,2509930548990,584790467640,90197997040,6.525466423,1,0,
TCID.JK,2020Q2,Personal Goods,-2.512557829,2280351480990,513953610080,35641702120,-99.5019664,1,1,
TDPM.JK,2019Q2,Chemicals,1.307531928,4372933506250,2402231193000,83076440000,162.5631927,0,0,
TDPM.JK,2020Q2,Chemicals,1.279806268,4945246348800,2815180493400,58164100500,-22.70800513,0,1,
TELE.JK,2019Q2,Telecommunications Equipment,0.149853874,8339085000000,4301875000000,135622000000,52.02872797,0,0,
TELE.JK,2020Q2,Telecommunications Equipment,-97.74862958,2956614000000,4945881000000,217064000000,26.06327097,0,1,
TFCO.JK,2020Q2,Chemicals,0.192356325,4301361483600,338504708000,48573185000,-72.45598339,0,1,
TFCO.JK,2019Q2,Chemicals,-0.004500139,4490448805000,390254090850,31643123850,-109.5679675,0,0,
TGKA.JK,2019Q2,"Personal Care, Drug and Grocery Stores",3.523692465,2837509140310,1923957349660,110949109030,77.15347852,0,0,
TGKA.JK,2020Q2,"Personal Care, Drug and Grocery Stores",3.437693244,3121599704940,2133504552450,124031091150,0.8834699,0,1,
TIFA.JK,2019Q2,Finance and Credit Services,0.663080047,1339998899000,984781141000,8763448000,-4.285955614,0,0,
TIFA.JK,2020Q2,Finance and Credit Services,0.63308871,1085425972000,700844199000,4135969000,-33.03074628,0,1,
TKIM.JK,2020Q2,Industrial Materials,-2.153729449,44013514700000,25110280400000,2883437400000,37.0851294,1,1,
TKIM.JK,2019Q2,Industrial Materials,1.908094816,42419861000000,23756649150000,922641525000,33.10853747,1,0,
TLKM.JK,2019Q2,Telecommunications Service Providers,3.217037327,215699000000000,114003000000000,9360000000000,10.58098915,0,0,
TLKM.JK,2020Q2,Telecommunications Service Providers,2.921364423,246351000000000,135467000000000,11443000000000,-0.8313243,0,1,
TNCA.JK,2019Q2,Industrial Transportation,0.668101535,47600813640,7330475990,495688960,12.67040669,1,0,
TNCA.JK,2020Q2,Industrial Transportation,0.675661153,52583624520,10026765340,308316390,-16.14612385,1,1,
TOBA.JK,2020Q2,"Oil, Gas and Coal",0.660268698,10458017434800,8179544402000,407749390000,158.5068858,0,1,
TOBA.JK,2019Q2,"Oil, Gas and Coal",2.559190007,7361586563750,4707385957950,116444862300,-53.09037979,0,0,
TPMA.JK,2019Q2,Industrial Transportation,1.223725586,1552253597500,507399097500,13955500000,-39.36663172,1,0,
TPMA.JK,2020Q2,Industrial Transportation,0.38735715,1577636596600,433506847800,23416852000,-96.4860872,1,1,
TRIM.JK,2019Q2,Investment Banking and Brokerage Services,1.009190384,1680046067000,854801923000,18361065000,2.427128006,1,0,
TRIM.JK,2020Q2,Investment Banking and Brokerage Services,0.091144262,2424577756000,1565764991000,4820669000,-43.22922752,1,1,
TRUS.JK,2019Q2,Investment Banking and Brokerage Services,1.800504517,300504792340,24120510450,5247117460,8.067048871,1,0,
TRUS.JK,2020Q2,Investment Banking and Brokerage Services,0.450674149,320300808920,29809693370,1725811300,-55.95330946,1,1,
TSPC.JK,2020Q2,Pharmaceuticals and Biotechnology,1.069790639,8756861340450,3108537952660,264728270280,44.40374233,0,1,
TSPC.JK,2019Q2,Pharmaceuticals and Biotechnology,1.588278645,8064809077590,2758396213060,206270745690,3.886868022,0,0,
TUGU.JK,2020Q2,Non-life Insurance,-0.30447772,21172021958000,15106732850000,197532064000,48.21564682,1,1,
TUGU.JK,2019Q2,Non-life Insurance,0.596517768,19820518494000,10159443627450,191897416012,-18.80383566,1,0,
TURI.JK,2019Q2,Retailers,2.37797619,6298241000000,2573149000000,179869000000,26.0650796,1,0,
TURI.JK,2020Q2,Retailers,-0.301705065,5748955000000,1698265000000,36406000000,-98.74349929,1,1,
ULTJ.JK,2019Q2,Food Producers,3.476990591,6175342000000,1145099000000,179342000000,16.92443618,0,0,
ULTJ.JK,2020Q2,Food Producers,1.716872151,7054390000000,951001000000,145515000000,-29.91672308,0,1,
UNIC.JK,2020Q2,Chemicals,1.822664408,3056081115400,752181267000,21440531000,87.91144283,0,1,
UNIC.JK,2019Q2,Chemicals,0.576810679,3121097007500,918965336250,22169731350,-58.90992485,0,0,
UNIT.JK,2020Q2,Investment Banking and Brokerage Services,0.019198749,419317702320,284092261350,5216314380,5.901961314,1,1,
UNIT.JK,2019Q2,Investment Banking and Brokerage Services,-0.022568124,420832801630,292164930230,5328467240,-3.95892219,1,0,
UNTR.JK,2019Q2,Industrial Engineering,2.182048976,118272343000000,63471726000000,2920126000000,0.230360349,1,0,
UNTR.JK,2020Q2,Industrial Engineering,2.093300745,104220997000000,45497884000000,4205723000000,-46.29726497,1,1,
VICO.JK,2020Q2,Investment Banking and Brokerage Services,0.008056452,25516408592000,25781192382000,4263137000,-19.63974046,1,1,
VICO.JK,2019Q2,Investment Banking and Brokerage Services,0.072473968,29753024294000,27082151635000,38051824000,-51.02825577,1,0,
VINS.JK,2019Q2,Non-life Insurance,1.079776372,256451247550,75409525120,2868934560,-36.70173356,1,0,
VINS.JK,2020Q2,Non-life Insurance,0.496611213,254972219450,77946148740,1594628890,-52.18330819,1,1,
WAPO.JK,2020Q2,Food Producers,-1.352630908,83257888510,12330551510,733834250,211.8154079,0,1,
WAPO.JK,2019Q2,Food Producers,-1.03080623,102245111740,9533743440,831124690,-166.7720411,0,0,
WEGE.JK,2020Q2,Construction and Materials,0.237773872,5681209035760,3756822476730,90666026340,24.04881466,0,1,
WEGE.JK,2019Q2,Construction and Materials,1.855259863,5741352240540,3353649924400,75797141680,-31.91696914,0,0,
WINS.JK,2019Q2,Industrial Transportation,-1.080997746,3767088345000,1729464293750,31439142500,128.2380273,1,0,
WINS.JK,2020Q2,Industrial Transportation,-1.906941166,3375480936000,1502822349400,17244581600,76.26754837,1,1,
WOMF.JK,2019Q2,Finance and Credit Services,0.407565226,8360758000000,7168531000000,36492000000,-9.459964356,0,0,
WOMF.JK,2020Q2,Finance and Credit Services,0.175077172,6762187000000,5565723000000,31899000000,-23.90680511,0,1,
WOOD.JK,2019Q2,Household Goods and Home Construction,1.352118623,4867896076500,1998563901410,92475847660,8.765745653,0,0,
WOOD.JK,2020Q2,Household Goods and Home Construction,1.002514351,5591916479560,2921422192210,53409675330,6.516263721,0,1,
WSBP.JK,2019Q2,Construction and Materials,0.614917766,14702052913750,6448428229940,251061013970,-52.87125599,0,0,
WSBP.JK,2020Q2,Construction and Materials,-0.638825703,15358233261430,8547396853340,234664056820,-56.44212767,0,1,
WTON.JK,2019Q2,Construction and Materials,1.084933854,8847623306060,5619164507280,25610380290,21.33727243,0,0,
WTON.JK,2020Q2,Construction and Materials,-0.400607199,9168900774580,6481221811310,67840390810,-98.23055089,0,1,
YPAS.JK,2019Q2,Chemicals,-0.714192546,301324114550,207530509740,2878382480,-105.6508296,0,0,
YPAS.JK,2020Q2,Chemicals,-1.160763592,258679298620,140973574110,6494523660,-6112.832841,0,1,
