Firm,Period,code,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,current_rat,quick_rat,Treated,After
DEWA.JK,2018Q2,DEWA.JK2018Q2,Industrial Metals and Mining,0.200368815,0.353577162,5.57E+12,2.43E+12,194.5282423,-15.23609169,0.89,0.72,0,0
DGIK.JK,2018Q2,DGIK.JK2018Q2,Construction and Materials,0.058958125,0.130177586,1.73E+12,9.64E+11,3.421012109,-21.20019089,1.13,1.09,1,0
DILD.JK,2018Q2,DILD.JK2018Q2,Real Estate Investment and Services Development,0.141108961,0.515850645,1.38E+13,7.69E+12,165.9664803,16.62623073,1,0.43,0,0
DLTA.JK,2018Q2,DLTA.JK2018Q2,Beverages,4.11665089,4.837029425,1.28E+12,2.11E+11,12.10467923,13.84162921,8.1,6.87,1,0
DMAS.JK,2018Q2,DMAS.JK2018Q2,Real Estate Investment and Services Development,1.236403717,1.319041375,7.28E+12,4.93E+11,-578.5142705,2204.56158,6.98,1.06,0,0
DNET.JK,2018Q2,DNET.JK2018Q2,Software & Computer Services,1.070925222,1.387534246,1.11E+13,2.40E+12,-28.86317505,175.800919,11.16,11.16,0,0
DOID.JK,2018Q2,DOID.JK2018Q2,"Oil, Gas and Coal",0.743217165,4.04071486,1.54E+13,1.13E+13,-39.17431483,21.50831283,1.38,1.27,1,0
DPNS.JK,2018Q2,DPNS.JK2018Q2,Chemicals,0.740097638,1.051472463,3.17E+11,82089472860,392.2498606,32.3395145,8.04,5.99,1,0
DPUM.JK,2018Q2,DPUM.JK2018Q2,Food Producers,0.966186068,1.450236129,2.08E+12,7.06E+11,-72.07765025,-14.08766019,1.78,0.87,1,0
DSFI.JK,2018Q2,DSFI.JK2018Q2,Food Producers,0.413823335,0.976639463,3.81E+11,2.32E+11,5.041534051,-14.46148784,1.42,0.96,1,0
DSNG.JK,2018Q2,DSNG.JK2018Q2,Construction and Materials,0.950469736,2.518212994,9.03E+12,5.11E+12,-52.01802126,-17.63894007,1.13,0.8,1,0
DSSA.JK,2018Q2,DSSA.JK2018Q2,Electricity,-0.355495434,-1.107218021,4.19E+13,2.21E+13,66.08954243,34.61046298,1.87,1.37,0,0
DUTI.JK,2018Q2,DUTI.JK2018Q2,Real Estate Investment and Services Development,1.907908079,2.359828997,1.13E+13,4.00E+12,83.28573087,23.59202213,3.91,2.12,0,0
DVLA.JK,2018Q2,DVLA.JK2018Q2,Pharmaceuticals and Biotechnology,2.683157476,3.90738596,1.66E+12,5.51E+11,-23.0059381,-2.626972678,2.88,2.25,1,0
DYAN.JK,2018Q2,DYAN.JK2018Q2,Industrial Support Services,1.945763458,4.517354104,1.30E+12,6.59E+11,1382.102757,22.23660357,1.37,1.35,0,0
ECII.JK,2018Q2,ECII.JK2018Q2,Retailers,0.233122341,0.260859113,1.92E+12,2.01E+11,-158.7834363,19.19345166,8.54,6.12,0,0
EKAD.JK,2018Q2,EKAD.JK2018Q2,Chemicals,2.236554977,2.641124146,8.27E+11,1.54E+11,30.95351424,2.117433089,4.77,2.41,1,0
ELSA.JK,2018Q2,ELSA.JK2018Q2,"Oil, Gas and Coal",1.091000765,1.810298777,5.26E+12,2.11E+12,139.6560741,42.98012811,1.3,1.22,1,0
ELTY.JK,2018Q2,ELTY.JK2018Q2,Real Estate Investment and Services Development,-2.127644716,-5.173479238,1.41E+13,8.16E+12,-21.05804878,-64.0807984,1.83,1.3,0,0
EMDE.JK,2018Q2,EMDE.JK2018Q2,Real Estate Investment and Services Development,0.295333237,0.73920975,2.05E+12,1.21E+12,-13.72627553,28.68722695,2.6,0.63,0,0
EMTK.JK,2018Q2,EMTK.JK2018Q2,Telecommunications Equipment,-0.018703746,-1.122923122,2.23E+13,8.22E+12,-19.66857901,-4.068184283,4.6,4.04,1,0
ENRG.JK,2018Q2,ENRG.JK2018Q2,"Oil, Gas and Coal",-2.302385631,-11.09287124,1.06E+13,8.48E+12,-54.50328774,-4.298400324,0.4,0.34,1,0
EPMT.JK,2018Q2,EPMT.JK2018Q2,Pharmaceuticals and Biotechnology,2.278857603,3.183183265,7.41E+12,2.00E+12,12.14616365,3.599056068,3.22,2.04,1,0
ERAA.JK,2018Q2,ERAA.JK2018Q2,Retailers,2.094497961,5.680202811,1.19E+13,7.67E+12,166.8782338,49.60164503,1.3,0.36,0,0
ERTX.JK,2018Q2,ERTX.JK2018Q2,Personal Goods,0.843657975,2.767395979,8.27E+11,6.40E+11,15.63908435,11.1377825,1,0.49,0,0
ESSA.JK,2018Q2,ESSA.JK2018Q2,"Oil, Gas and Coal",0.079022583,0.513307357,1.26E+13,9.72E+12,229.4590005,40.76014064,1.35,1.26,1,0
ESTI.JK,2018Q2,ESTI.JK2018Q2,Industrial Materials,-1.284993801,-5.387231783,8.31E+11,6.28E+11,36.15018562,160.0384575,0.61,0.2,0,0
EXCL.JK,2018Q2,EXCL.JK2018Q2,Telecommunications Service Providers,-0.171098097,-0.450029952,5.64E+13,3.48E+13,-32.07354034,-2.17189285,0.39,0.38,1,0
FAST.JK,2018Q2,FAST.JK2018Q2,Travel and Leisure,3.006073958,6.488099921,2.96E+12,1.51E+12,59.36763026,16.61275876,1.76,1.47,0,0
FASW.JK,2018Q2,FASW.JK2018Q2,Industrial Materials,1.118644525,3.169753233,1.01E+13,6.58E+12,244.4394635,76.1709244,1.15,0.69,0,0
FIRE.JK,2018Q2,FIRE.JK2018Q2,Retailers,-2.565863175,-5.640559684,4.99E+11,2.43E+11,-19.33270054,335.9421757,2.06,1.15,0,0
FISH.JK,2018Q2,FISH.JK2018Q2,Food Producers,1.231997911,4.523837645,4.23E+12,2.91E+12,23.20453592,21.60484073,1.24,0.68,1,0
FMII.JK,2018Q2,FMII.JK2018Q2,Personal Goods,0.168881522,0.242249961,9.06E+11,2.48E+11,100.7936543,573.9898128,3.74,1.44,0,0
FORU.JK,2018Q2,FORU.JK2018Q2,Media,-4.894865495,-10.71969388,1.38E+11,78911738650,11.6050408,-46.98612357,1.55,1.34,0,0
FPNI.JK,2018Q2,FPNI.JK2018Q2,General Industrials,0.795576007,1.72281362,3.03E+12,1.55E+12,-77.96138006,-0.449305517,1.09,0.32,0,0
FREN.JK,2018Q2,FREN.JK2018Q2,Telecommunications Service Providers,-3.994628379,-11.92889287,2.41E+13,1.56E+13,38.22586067,19.39489684,0.21,0.19,1,0
GAMA.JK,2018Q2,GAMA.JK2018Q2,Real Estate Investment and Services Development,0.019765694,0.029474438,1.42E+12,3.12E+11,-258.4640494,72.42039256,7.08,1.59,0,0
GDST.JK,2018Q2,GDST.JK2018Q2,Industrial Metals and Mining,-1.411011922,-2.175316372,1.32E+12,3.96E+11,-82.72933902,-5.955256525,1.04,0.51,0,0
GDYR.JK,2018Q2,GDYR.JK2018Q2,Automobiles and Parts,0.443314372,1.094203407,1.98E+12,1.19E+12,57.56220236,-1.381633554,0.87,0.53,0,0
GEMA.JK,2018Q2,GEMA.JK2018Q2,Household Goods and Home Construction,0.304376471,0.698324098,9.67E+11,5.01E+11,39.19618849,123.1714107,1.23,0.34,1,0
GEMS.JK,2018Q2,GEMS.JK2018Q2,"Oil, Gas and Coal",3.620060825,6.190127395,7.22E+12,3.73E+12,61.60428691,62.25566851,2.09,2.02,1,0
GGRM.JK,2018Q2,GGRM.JK2018Q2,Tobacco,2.573100001,3.921947573,6.60E+13,2.53E+13,28.25087216,15.03625068,1.84,0.26,0,0
GIAA.JK,2018Q2,GIAA.JK2018Q2,Travel and Leisure,0.227334044,0.649361394,5.10E+13,3.89E+13,-64.85724692,7.450643601,0.45,0.38,0,0
GJTL.JK,2018Q2,GJTL.JK2018Q2,Automobiles and Parts,-0.759648815,-2.537786078,1.92E+13,1.35E+13,61.8627874,-4.426612657,1.58,1.04,0,0
GMTD.JK,2018Q2,GMTD.JK2018Q2,Real Estate Investment and Services Development,1.920370001,3.334649218,1.25E+12,5.17E+11,25.58048921,41.93018944,1.32,0.09,0,0
GOLD.JK,2018Q2,GOLD.JK2018Q2,Retailers,0.680398717,1.453164081,2.08E+11,1.23E+11,-286.8241359,64.42587321,3.46,3.46,0,0
GOLL.JK,2018Q2,GOLL.JK2018Q2,Food Producers,-1.185207912,-2.93674772,2.38E+12,1.65E+12,-121.2534628,171.1532271,0.06,0.02,1,0
GPRA.JK,2018Q2,GPRA.JK2018Q2,Real Estate Investment and Services Development,0.233734181,0.311638118,1.52E+12,5.42E+11,-10.6382482,-1.291922045,4.67,0.92,0,0
GTBO.JK,2018Q2,GTBO.JK2018Q2,"Oil, Gas and Coal",3.333477363,4.165889049,8.07E+11,1.51E+11,20.76780918,967.9292466,1.86,1.18,1,0
GWSA.JK,2018Q2,GWSA.JK2018Q2,Real Estate Investment and Services Development,0.453795359,0.503629337,7.32E+12,6.25E+11,347.8835902,-29.34811336,9.69,2.34,0,0
GZCO.JK,2018Q2,GZCO.JK2018Q2,Food Producers,-2.062001292,-4.876302012,3.28E+12,1.97E+12,122.3344769,10.91158527,0.46,0.4,1,0
HADE.JK,2018Q2,HADE.JK2018Q2,Investment Banking and Brokerage Services,-0.740682042,-0.67073285,72507207980,8352788980,80.04442816,680.532,44.16,44.16,0,0
HDFA.JK,2018Q2,HDFA.JK2018Q2,Finance and Credit Services,-0.171720032,-1.192292131,3.57E+12,3.05E+12,-8.582654611,-6.403081733,4.54,4.54,1,0
HDTX.JK,2018Q2,HDTX.JK2018Q2,Industrial Materials,-10.95604115,-92.38315261,4.04E+12,3.84E+12,-7.633098093,-66.49375891,0.22,0.12,0,0
HERO.JK,2018Q2,HERO.JK2018Q2,Retailers,0.495747519,0.737116338,7.81E+12,2.57E+12,-145.03662,-0.327154163,1.28,0.51,0,0
HEXA.JK,2018Q2,HEXA.JK2018Q2,Industrial Engineering,1.549004332,2.850290648,3.98E+12,1.76E+12,-5.687991132,29.78002862,2.07,0.98,0,0
HITS.JK,2018Q2,HITS.JK2018Q2,Industrial Transportation,2.762936193,15.73103894,2.61E+12,2.18E+12,-0.790055117,1.019857551,1.1,1.06,0,0
HMSP.JK,2018Q2,HMSP.JK2018Q2,Tobacco,6.405958456,9.496083777,4.39E+13,1.62E+13,11.67852192,8.360089773,2.57,1.41,0,0
HOKI.JK,2018Q2,HOKI.JK2018Q2,Food Producers,3.491194446,4.601919065,6.71E+11,1.91E+11,4.418634508,8.782835145,4.02,2.6,1,0
HOME.JK,2018Q2,HOME.JK2018Q2,Travel and Leisure,0.039780361,0.052528462,2.83E+11,60444354870,-3110.459646,15.07741339,0.74,0.73,0,0
HOTL.JK,2018Q2,HOTL.JK2018Q2,Travel and Leisure,-0.192539562,-0.561884207,1.13E+12,7.23E+11,-69.61863262,60.01339439,1.11,0.15,0,0
HRUM.JK,2018Q2,HRUM.JK2018Q2,"Oil, Gas and Coal",1.337277784,1.486383532,6.22E+12,2.13E+12,-24.39002437,-17.79193873,4.9,4.6,1,0
IATA.JK,2018Q2,IATA.JK2018Q2,Travel and Leisure,-7.379445059,-13.3379033,9.99E+11,4.68E+11,-58.239507,50.93945646,0.4,0.18,0,0
IBFN.JK,2018Q2,IBFN.JK2018Q2,Finance and Credit Services,-2.719619474,-56.73372444,2.05E+12,1.98E+12,-58.80100149,-207.2481207,0.17,0.17,1,0
IBST.JK,2018Q2,IBST.JK2018Q2,Telecommunications Service Providers,0.532994608,0.796201601,7.07E+12,2.09E+12,-6.962692537,7.479752188,1.25,1.12,1,0
ICBP.JK,2018Q2,ICBP.JK2018Q2,Food Producers,3.170381772,5.374394293,3.48E+13,1.49E+13,13.12638982,6.398380486,1.8,1.46,1,0
ICON.JK,2018Q2,ICON.JK2018Q2,Real Estate Investment and Services Development,0.094896023,0.071616192,4.25E+11,2.97E+11,-73.49473435,-4.287267875,1.56,0.69,0,0
IDPR.JK,2018Q2,IDPR.JK2018Q2,Construction and Materials,0.080786921,0.118554529,1.80E+12,5.64E+11,-51.11807571,-43.39024113,2.98,2.34,1,0
IGAR.JK,2018Q2,IGAR.JK2018Q2,General Industrials,2.510852169,3.130354444,5.77E+11,2.26E+11,-20.73987038,7.983989744,4.64,3.1,0,0
IIKP.JK,2018Q2,IIKP.JK2018Q2,Food Producers,-1.00904866,-1.095524305,3.08E+11,24749057710,-41.20229336,-89.74048712,0.95,0.25,1,0
IKBI.JK,2018Q2,IKBI.JK2018Q2,Electronic and Electrical Equipment,1.238583198,1.532529926,1.12E+12,2.23E+11,12.97518833,31.06188762,3.36,1.95,0,0
IMAS.JK,2018Q2,IMAS.JK2018Q2,Automobiles and Parts,-0.006387182,-0.328087167,3.54E+13,2.58E+13,54.55690098,16.40575458,0.8,0.63,0,0
IMJS.JK,2018Q2,IMJS.JK2018Q2,Consumer Services,0.337705868,2.094761341,1.53E+13,1.29E+13,31.74693696,11.94299454,0.67,0.67,0,0
IMPC.JK,2018Q2,IMPC.JK2018Q2,General Industrials,0.322203837,0.812057878,2.40E+12,1.35E+12,-43.48287052,19.41394757,2.92,1.5,0,0
INAF.JK,2018Q2,INAF.JK2018Q2,Pharmaceuticals and Biotechnology,0.603537718,1.673158052,1.47E+12,9.38E+11,-297.273829,-1.087033087,1.06,0.64,1,0
INAI.JK,2018Q2,INAI.JK2018Q2,Industrial Metals and Mining,1.050535547,4.565045226,1.25E+12,9.63E+11,32.0217304,5.388212543,1.01,0.71,0,0
INCF.JK,2018Q2,INCF.JK2018Q2,Chemicals,2.13289689,8.027046237,5.32E+11,3.91E+11,-186.0342998,-21.8606422,0.81,0.16,1,0
INCI.JK,2018Q2,INCI.JK2018Q2,Chemicals,1.244430268,1.429875703,3.21E+11,41747243550,40.88820927,32.7938521,4.67,3.54,1,0
INCO.JK,2018Q2,INCO.JK2018Q2,Precious Metals and Mining,1.044662071,1.227166799,3.09E+13,4.45E+12,-261.4082945,48.35359519,4.7,3.67,0,0
INDF.JK,2018Q2,INDF.JK2018Q2,Food Producers,1.047305713,2.4108658,9.36E+13,6.06E+13,0.099700053,3.094783045,1.22,0.87,1,0
INDR.JK,2018Q2,INDR.JK2018Q2,Personal Goods,1.216311576,3.439965855,1.24E+13,8.06E+12,112.7641349,27.06398047,1.07,0.54,0,0
INDS.JK,2018Q2,INDS.JK2018Q2,Automobiles and Parts,1.316306378,1.526705468,2.48E+12,2.98E+11,38.29024603,29.88821903,4.33,2.75,0,0
INDY.JK,2018Q2,INDY.JK2018Q2,"Oil, Gas and Coal",0.57358107,1.841051375,5.10E+13,3.72E+13,133.5894341,197.6336328,2.42,2.04,1,0
INKP.JK,2018Q2,INKP.JK2018Q2,Industrial Materials,2.281527036,5.381428118,1.18E+14,6.35E+13,90.47482176,23.71594109,2.35,1.62,0,0
INPP.JK,2018Q2,INPP.JK2018Q2,Real Estate Investment and Services Development,-0.364975282,-1.044086352,6.72E+12,3.04E+12,238.9643377,43.5919739,0.74,0.66,0,0
INRU.JK,2018Q2,INRU.JK2018Q2,Industrial Materials,-0.288168005,-0.628749511,5.21E+12,2.95E+12,-170.2034273,-4.337490824,1.93,0.28,0,0
INTD.JK,2018Q2,INTD.JK2018Q2,Leisure Goods,3.032090432,4.269797072,52441203660,14126772330,203.1417829,37.80923569,11.76,6.78,0,0
INTP.JK,2018Q2,INTP.JK2018Q2,Construction and Materials,0.329925766,0.385261917,2.65E+13,4.12E+12,-95.42424565,-3.864672375,3.23,2.61,1,0
IPOL.JK,2018Q2,IPOL.JK2018Q2,General Industrials,0.350658516,0.662594155,4.14E+12,1.85E+12,31.79886501,13.72935447,0.98,0.65,0,0
ISAT.JK,2018Q2,ISAT.JK2018Q2,Telecommunications Service Providers,0.059716461,-1.416860819,4.99E+13,3.72E+13,-57.25303621,-31.3096462,0.4,0.4,1,0
ISSP.JK,2018Q2,ISSP.JK2018Q2,Industrial Metals and Mining,0.021132834,0.048505537,6.66E+12,3.60E+12,-17.30251075,25.45672842,1.42,0.38,0,0
ITMA.JK,2018Q2,ITMA.JK2018Q2,"Oil, Gas and Coal",3.939732531,3.949168243,1.85E+12,4148072500,13.07358185,-80.30838855,1.28,1.28,1,0
ITMG.JK,2018Q2,ITMG.JK2018Q2,"Oil, Gas and Coal",3.311444926,5.059544639,1.88E+13,5.89E+12,-1.517851006,21.54258862,2.08,1.73,1,0
JAWA.JK,2018Q2,JAWA.JK2018Q2,Food Producers,-1.055750308,-4.822309058,3.49E+12,2.76E+12,-129.4253855,62.81404485,0.48,0.31,1,0
JECC.JK,2018Q2,JECC.JK2018Q2,Technology Hardware & Equipment,0.491584916,1.815180486,2.18E+12,1.49E+12,6.529433707,38.22598451,1.07,0.59,1,0
JGLE.JK,2018Q2,JGLE.JK2018Q2,Travel and Leisure,-0.297389541,-0.511443222,3.92E+12,1.64E+12,3867.631337,-6.081056245,2.78,2.53,0,0
JIHD.JK,2018Q2,JIHD.JK2018Q2,Real Estate Investment and Services Development,0.472925067,-0.033593487,6.73E+12,3.09E+12,34.32627827,1.005524121,0.87,0.79,0,0
JKON.JK,2018Q2,JKON.JK2018Q2,Construction and Materials,0.571358528,1.022275943,4.32E+12,1.66E+12,-317.4434912,-11.30460905,1.48,1.12,1,0
JPFA.JK,2018Q2,JPFA.JK2018Q2,Food Producers,3.301107921,7.723541693,2.20E+13,1.30E+13,97.89620528,17.79795539,2.2,0.69,1,0
JRPT.JK,2018Q2,JRPT.JK2018Q2,Real Estate Investment and Services Development,2.041438087,3.45651531,1.03E+13,4.53E+12,-20.12504123,-6.711871734,1.07,0.39,0,0
JSMR.JK,2018Q2,JSMR.JK2018Q2,Industrial Transportation,0.478032121,2.962214024,8.75E+13,7.19E+13,-9.058459885,11.39853679,0.41,0.4,0,0
JSPT.JK,2018Q2,JSPT.JK2018Q2,Travel and Leisure,6.071369275,7.354955426,4.56E+12,2.17E+12,-2.780847386,108.9529948,1.57,1.56,0,0
JTPE.JK,2018Q2,JTPE.JK2018Q2,Industrial Support Services,0.782147271,1.29943815,1.03E+12,4.89E+11,-36.02910938,20.04067884,1.27,0.54,0,0
KAEF.JK,2018Q2,KAEF.JK2018Q2,Pharmaceuticals and Biotechnology,1.9136426,4.544338131,7.94E+12,3.95E+12,104.472245,32.98759744,1.55,1.04,1,0
KBLI.JK,2018Q2,KBLI.JK2018Q2,Electronic and Electrical Equipment,0.484178456,0.958202409,2.88E+12,1.42E+12,-35.69792183,16.79924569,2.54,1.22,0,0
KBLM.JK,2018Q2,KBLM.JK2018Q2,Electronic and Electrical Equipment,0.139549665,0.192855435,1.07E+12,2.88E+11,-38.46184638,-27.81172927,1.36,0.73,0,0
KBLV.JK,2018Q2,KBLV.JK2018Q2,Telecommunications Service Providers,-9.393203493,-18.28048649,1.00E+13,6.06E+12,89.19250008,-4.171181158,0.1,0.09,1,0
KBRI.JK,2018Q2,KBRI.JK2018Q2,Industrial Materials,-1.810097574,-5.30317134,1.26E+12,8.16E+11,-64.90079752,1.635437613,0.2,0.16,0,0
KDSI.JK,2018Q2,KDSI.JK2018Q2,Household Goods and Home Construction,1.179592705,2.971284898,1.24E+12,7.22E+11,58.33433718,9.955861574,1.18,0.71,1,0
KIAS.JK,2018Q2,KIAS.JK2018Q2,Construction and Materials,-1.676892499,-1.99856582,1.73E+12,3.86E+11,47.18372756,11.40674562,2.95,2.41,1,0
KICI.JK,2018Q2,KICI.JK2018Q2,Household Goods and Home Construction,-0.812575076,-1.357233767,1.52E+11,60420377800,-90.83195818,-42.34020855,5.99,1.07,1,0
KIJA.JK,2018Q2,KIJA.JK2018Q2,Real Estate Investment and Services Development,-2.336355148,-5.12535726,1.14E+13,6.13E+12,-71.98338467,-51.8334313,7.01,1.67,0,0
KINO.JK,2018Q2,KINO.JK2018Q2,"Personal Care, Drug and Grocery Stores",1.147720637,1.928019275,3.53E+12,1.48E+12,124.1570253,15.74542398,1.51,1.18,1,0
KIOS.JK,2018Q2,KIOS.JK2018Q2,Software & Computer Services,0.923213431,2.756376123,2.64E+11,1.72E+11,-232.3688563,1974.641958,1.42,0.74,0,0
KKGI.JK,2018Q2,KKGI.JK2018Q2,"Oil, Gas and Coal",-0.707404615,-0.79180881,1.46E+12,2.01E+11,-71.4133445,-60.49537372,4.59,3.14,1,0
KLBF.JK,2018Q2,KLBF.JK2018Q2,Pharmaceuticals and Biotechnology,3.611268571,4.603704648,1.79E+13,4.55E+12,-0.802130598,3.824856637,3.23,2.16,1,0
KMTR.JK,2018Q2,KMTR.JK2018Q2,Automobiles and Parts,0.983360415,2.430639528,3.79E+12,2.32E+12,-54.94364751,-17.85726328,6.47,3.74,0,0
KOBX.JK,2018Q2,KOBX.JK2018Q2,Industrial Transportation,0.376376533,1.113311764,1.35E+12,7.49E+11,54.62505582,29.11991802,1.18,0.63,0,0
KOIN.JK,2018Q2,KOIN.JK2018Q2,Retailers,-0.816687017,-5.745198175,7.86E+11,6.08E+11,-75.88224104,5.825269164,1.13,0.77,0,0
KONI.JK,2018Q2,KONI.JK2018Q2,Leisure Goods,-0.087058914,-0.664978072,1.16E+11,1.01E+11,-158.507881,32.33125188,0.9,0.36,0,0
KOPI.JK,2018Q2,KOPI.JK2018Q2,"Oil, Gas and Coal",2.311063168,3.301683146,1.72E+11,52767517660,-210.8973733,-64.75939591,2.39,2.39,1,0
KPIG.JK,2018Q2,KPIG.JK2018Q2,Real Estate Investment and Services Development,0.021099413,-0.01151887,1.63E+13,3.49E+12,-24.44672939,-15.04251761,4.85,3.45,0,0
KRAH.JK,2018Q2,KRAH.JK2018Q2,Industrial Engineering,-1.533928085,-4.767752588,5.99E+11,3.47E+11,43.22489488,-30.37161458,1.1,0.19,0,0
KRAS.JK,2018Q2,KRAS.JK2018Q2,Industrial Metals and Mining,-0.251875941,-0.621872782,5.93E+13,3.42E+13,-24.79730714,39.41673664,0.7,0.34,0,0
KREN.JK,2018Q2,KREN.JK2018Q2,Investment Banking and Brokerage Services,5.723923873,9.56450409,2.14E+12,1.06E+12,63.40964139,1121.600625,1.51,1.51,0,0
LEAD.JK,2018Q2,LEAD.JK2018Q2,"Oil, Gas and Coal",-1.633040858,-3.537541199,2.74E+12,1.49E+12,6.238872453,3.47269023,0.89,0.84,1,0
LINK.JK,2018Q2,LINK.JK2018Q2,Telecommunications Service Providers,4.689493111,6.027348516,5.92E+12,1.25E+12,13.4454999,11.53364013,0.91,0.91,1,0
LION.JK,2018Q2,LION.JK2018Q2,Industrial Metals and Mining,0.555629973,0.820348735,6.75E+11,2.28E+11,103.5417278,15.55693629,3.65,2.37,0,0
LMAS.JK,2018Q2,LMAS.JK2018Q2,Media,0.428294861,1.526030159,4.35E+11,3.67E+11,-22.40871356,4.111753533,1.87,0.41,0,0
LMPI.JK,2018Q2,LMPI.JK2018Q2,Household Goods and Home Construction,-2.39433187,-5.280025284,7.85E+11,4.47E+11,-56.19204515,5.387529843,1.53,0.87,1,0
LMSH.JK,2018Q2,LMSH.JK2018Q2,Industrial Metals and Mining,-0.665174621,-0.815367893,1.58E+11,31039646140,-69.7542244,9.806154238,5.1,2.81,0,0
LPCK.JK,2018Q2,LPCK.JK2018Q2,Real Estate Investment and Services Development,17.42203414,26.0235895,9.72E+12,2.37E+12,3230.828492,110.5883203,4.88,1.75,0,0
LPIN.JK,2018Q2,LPIN.JK2018Q2,Automobiles and Parts,3.019533118,3.404222258,2.63E+11,23378395060,-133.8728582,-52.14151875,12.38,8.69,0,0
LPKR.JK,2018Q2,LPKR.JK2018Q2,Real Estate Investment and Services Development,2.242346851,1.597281717,5.41E+13,3.28E+13,-86.03962871,35.96174689,5.18,1.88,0,0
LPLI.JK,2018Q2,LPLI.JK2018Q2,Software & Computer Services,-1.548285829,-1.935427459,1.53E+12,3.11E+11,-80.13770982,-18.15102697,11.33,11.33,0,0
LPPF.JK,2018Q2,LPPF.JK2018Q2,Retailers,18.11149846,44.70447133,6.71E+12,2.84E+12,1.028013965,1.758889868,1.11,0.77,0,0
LPPS.JK,2018Q2,LPPS.JK2018Q2,Investment Banking and Brokerage Services,0.101213213,0.102351254,1.22E+12,13817941740,702.8652694,-230.8290748,3.24,3.24,0,0
LRNA.JK,2018Q2,LRNA.JK2018Q2,Industrial Transportation,-2.100205282,-2.66766948,2.45E+11,53342412020,11.09775296,1.720545327,1.25,0.79,0,0
LSIP.JK,2018Q2,LSIP.JK2018Q2,Food Producers,1.150960382,1.401797131,1.02E+13,1.92E+12,-69.55830926,-40.67854274,2.88,2.21,1,0
LTLS.JK,2018Q2,LTLS.JK2018Q2,Chemicals,0.347845085,0.76807877,6.40E+12,4.63E+12,-15.24144066,-6.549155914,1,0.65,1,0
MAIN.JK,2018Q2,MAIN.JK2018Q2,Food Producers,2.150500827,4.924776713,4.10E+12,2.27E+12,254.0144143,10.89762398,0.95,0.4,1,0
MAMI.JK,2018Q2,MAMI.JK2018Q2,Travel and Leisure,2.14289191,2.799058113,8.84E+11,1.98E+11,77.94512286,78.15601512,1.69,1.44,0,0
MAPB.JK,2018Q2,MAPB.JK2018Q2,Travel and Leisure,1.728504662,2.659821538,1.62E+12,5.86E+11,230.8803733,37.27177616,1.35,1.17,0,0
MAPI.JK,2018Q2,MAPI.JK2018Q2,Retailers,0.374487934,0.868267333,1.18E+13,7.37E+12,29.31131524,16.59325878,1.28,0.72,0,0
MARI.JK,2018Q2,MARI.JK2018Q2,Media,2.95025426,4.233499556,2.81E+11,1.02E+11,-0.498365062,33.06998313,0.37,0.26,0,0
MASA.JK,2018Q2,MASA.JK2018Q2,Automobiles and Parts,0.071903844,0.151637985,9.55E+12,4.71E+12,93.89973674,25.69115547,1.01,0.54,0,0
MBAP.JK,2018Q2,MBAP.JK2018Q2,"Oil, Gas and Coal",6.914010902,9.019124896,2.40E+12,5.64E+11,-22.36920071,-13.2289005,3.22,2.44,1,0
MBSS.JK,2018Q2,MBSS.JK2018Q2,Industrial Transportation,-1.373899332,-1.994224898,3.57E+12,1.14E+12,199.9819027,11.07660649,4.31,4.16,0,0
MBTO.JK,2018Q2,MBTO.JK2018Q2,Personal Goods,-2.892659542,-5.503510126,7.54E+11,3.63E+11,-459.5438517,-23.1117819,2.02,1.53,0,0
MCAS.JK,2018Q2,MCAS.JK2018Q2,Software & Computer Services,3.571099173,7.031417885,7.27E+11,3.38E+11,2174.023729,365.0965242,2.88,1.54,0,0
MDIA.JK,2018Q2,MDIA.JK2018Q2,Media,2.238776527,4.591140347,5.79E+12,2.74E+12,-22.9352531,10.76701289,3.37,2.59,0,0
MDKA.JK,2018Q2,MDKA.JK2018Q2,Industrial Metals and Mining,1.598163105,3.27879966,9.72E+12,2.64E+12,-3959.054838,420.8594665,0.5,0.25,0,0
MDKI.JK,2018Q2,MDKI.JK2018Q2,Chemicals,1.39619049,1.614434058,8.47E+11,1.10E+11,-61.27124563,-3.931005557,4.39,3.36,1,0
MDLN.JK,2018Q2,MDLN.JK2018Q2,Real Estate Investment and Services Development,0.761311122,1.568566244,1.48E+13,7.60E+12,-42.86784339,-37.36442446,1.43,0.89,0,0
MEDC.JK,2018Q2,MEDC.JK2018Q2,"Oil, Gas and Coal",0.504903154,1.577747772,7.31E+13,5.28E+13,74.66160152,58.89238188,1.68,1.6,1,0
MERK.JK,2018Q2,MERK.JK2018Q2,Pharmaceuticals and Biotechnology,1.119195399,1.62488683,9.46E+11,2.11E+11,-69.60721305,-46.89762794,2.17,1.23,1,0
META.JK,2018Q2,META.JK2018Q2,Industrial Transportation,1.20796699,2.179452614,5.24E+12,3.32E+12,0.241768109,11.46590409,2.61,2.61,0,0
MFIN.JK,2018Q2,MFIN.JK2018Q2,Finance and Credit Services,1.933653954,3.333557,3.44E+12,1.56E+12,8.249796066,5.310206434,1.21,1.21,1,0
MFMI.JK,2018Q2,MFMI.JK2018Q2,Industrial Support Services,2.906561369,3.526833567,2.53E+11,44182914100,28.55960029,15.45211272,1.71,1.69,0,0
