Firm,Period,code,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,current_rat,quick_rat,Treated,After
MICE.JK,2018Q2,MICE.JK2018Q2,"Personal Care, Drug and Grocery Stores",0.744951429,1.021423889,8.58E+11,2.12E+11,9.497385023,9.24175781,2.37,1.57,1,0
MIDI.JK,2018Q2,MIDI.JK2018Q2,Retailers,0.653537179,3.501560824,5.05E+12,4.13E+12,8.301754283,11.6457866,0.68,0.32,0,0
MIKA.JK,2018Q2,MIKA.JK2018Q2,Health Care Providers,3.384065549,4.041384995,4.79E+12,1.00E+12,2.438600073,10.83495769,8.69,8.54,1,0
MIRA.JK,2018Q2,MIRA.JK2018Q2,Industrial Transportation,0.387024623,0.576911309,3.57E+11,1.41E+11,-326.4787339,22.42133819,2.5,2.46,0,0
MKNT.JK,2018Q2,MKNT.JK2018Q2,Telecommunications Equipment,1.965200916,4.267356585,1.10E+12,7.75E+11,132.7592834,-24.34203502,1.3,0.72,1,0
MKPI.JK,2018Q2,MKPI.JK2018Q2,Real Estate Investment and Services Development,2.996978132,4.136571313,6.57E+12,1.81E+12,-31.37784588,-32.90947296,1.9,1.89,0,0
MLBI.JK,2018Q2,MLBI.JK2018Q2,Beverages,9.945415733,28.25148554,2.31E+12,1.81E+12,38.93081552,24.74842041,0.5,0.41,1,0
MLIA.JK,2018Q2,MLIA.JK2018Q2,Construction and Materials,0.286327417,0.80855158,5.13E+12,3.29E+12,-127.7754685,2.354201672,0.92,0.5,1,0
MLPL.JK,2018Q2,MLPL.JK2018Q2,Retailers,-2.76545552,-8.868362021,1.83E+13,1.67E+13,-11.42958473,-17.11506685,1.02,0.71,0,0
MLPT.JK,2018Q2,MLPT.JK2018Q2,Software & Computer Services,0.43852885,1.681461823,1.88E+12,1.10E+12,7.786937223,3.646915283,1.43,1.14,0,0
MMLP.JK,2018Q2,MMLP.JK2018Q2,Industrial Support Services,4.181035733,5.010484774,5.36E+12,1.94E+12,62.68395367,26.62788865,1.16,1.16,0,0
MNCN.JK,2018Q2,MNCN.JK2018Q2,Media,2.565581135,3.887275969,1.61E+13,6.67E+12,9.653610401,3.535678977,4.43,2.82,0,0
MPMX.JK,2018Q2,MPMX.JK2018Q2,Automobiles and Parts,0.699420488,1.235408132,1.56E+13,6.73E+12,1111.087889,16.86759428,2.9,2.75,0,0
MPOW.JK,2018Q2,MPOW.JK2018Q2,Electricity,-0.638085866,-1.435824027,3.29E+11,1.84E+11,-24.59352585,-6.615699623,0.45,0.43,0,0
MPPA.JK,2018Q2,MPPA.JK2018Q2,Retailers,-2.903894915,-14.60520081,5.58E+12,4.57E+12,-15.98990373,-5.979532984,0.65,0.21,0,0
MRAT.JK,2018Q2,MRAT.JK2018Q2,Personal Goods,0.136722979,0.186026622,5.04E+11,1.35E+11,46.61528561,0.398403918,3.46,2.41,0,0
MSKY.JK,2018Q2,MSKY.JK2018Q2,Media,-1.258422416,-2.934896869,4.82E+12,2.76E+12,-105.5649419,1.753195217,0.51,0.38,0,0
MTDL.JK,2018Q2,MTDL.JK2018Q2,Technology Hardware & Equipment,1.572968763,3.185549949,4.53E+12,2.92E+12,48.35680751,18.29203277,1.96,1.18,1,0
MTFN.JK,2018Q2,MTFN.JK2018Q2,Investment Banking and Brokerage Services,1.589932722,114.5550272,8.15E+11,7.63E+11,-98.65894854,311.1742268,0.65,0.65,0,0
MTLA.JK,2018Q2,MTLA.JK2018Q2,Real Estate Investment and Services Development,2.939594725,5.076851953,5.01E+12,2.00E+12,41.28635647,8.660774566,3.2,0.95,0,0
MTRA.JK,2018Q2,MTRA.JK2018Q2,Construction and Materials,1.770476159,3.661412523,2.63E+11,1.36E+11,-86.43498447,-21.42879689,1.89,1.21,1,0
MTSM.JK,2018Q2,MTSM.JK2018Q2,"Personal Care, Drug and Grocery Stores",-1.393863248,-1.637792705,79447577640,11972139570,-39.12150876,25.26883104,9.12,6.75,1,0
MYOH.JK,2018Q2,MYOH.JK2018Q2,"Oil, Gas and Coal",5.383587608,7.285927533,1.93E+12,4.51E+11,83.80281024,50.93192532,2.35,1.86,1,0
MYOR.JK,2018Q2,MYOR.JK2018Q2,Food Producers,1.720541997,3.570275896,1.65E+13,9.20E+12,20.34010947,22.46823537,2.44,1.76,1,0
NASA.JK,2018Q2,NASA.JK2018Q2,Real Estate Investment and Services Development,-0.229883213,-0.183691219,1.30E+12,2.14E+11,1553.033474,-19.05636217,1.66,1.66,0,0
NELY.JK,2018Q2,NELY.JK2018Q2,Industrial Transportation,2.900478316,3.191875453,4.35E+11,43540699190,120.2980078,14.81617973,4.55,4.22,0,0
NIKL.JK,2018Q2,NIKL.JK2018Q2,Industrial Metals and Mining,-1.302694087,-3.891559458,1.81E+12,1.23E+12,-25.83958942,14.02525442,1.14,0.72,0,0
NIPS.JK,2018Q2,NIPS.JK2018Q2,Electronic and Electrical Equipment,2.216034803,5.865688137,1.55E+12,1.01E+12,-143.3338266,29.61172653,1.17,0.76,0,0
NIRO.JK,2018Q2,NIRO.JK2018Q2,Real Estate Investment and Services Development,-0.185098285,-0.430539299,5.08E+12,3.07E+12,-757.4637185,12.05839023,3.92,3.8,0,0
NRCA.JK,2018Q2,NRCA.JK2018Q2,Construction and Materials,0.541688054,1.027309885,2.15E+12,1.16E+12,63.21234128,-10.72241983,2.05,2.05,1,0
OASA.JK,2018Q2,OASA.JK2018Q2,Telecommunications Equipment,-0.076103951,-0.079225705,49452290600,429276570,-120.8790821,97.46791185,208.09,205.33,1,0
OMRE.JK,2018Q2,OMRE.JK2018Q2,Real Estate Investment and Services Development,-0.366414802,-0.406158563,4.21E+12,5.80E+11,50.78341224,-19.36732592,1.54,1.42,0,0
PADI.JK,2018Q2,PADI.JK2018Q2,Investment Banking and Brokerage Services,6.990085398,7.448691381,5.39E+11,46915311850,-135.5518043,-89.8188758,1.54,1.54,0,0
PALM.JK,2018Q2,PALM.JK2018Q2,Food Producers,0.050779002,0.094395295,2.89E+12,1.31E+12,-89.5589616,-21.40949445,0.81,0.62,1,0
PANR.JK,2018Q2,PANR.JK2018Q2,Travel and Leisure,-0.08701259,-1.545385904,2.53E+12,1.98E+12,-180.0071194,24.05424639,1.9,1.89,0,0
PANS.JK,2018Q2,PANS.JK2018Q2,Investment Banking and Brokerage Services,-1.061894494,-2.219139106,2.75E+12,1.54E+12,-133.7021586,-47.15526712,1.1,1.1,0,0
PBRX.JK,2018Q2,PBRX.JK2018Q2,Personal Goods,0.648699047,1.99572147,8.77E+12,4.67E+12,4.392721923,16.68942803,5.29,2.24,0,0
PBSA.JK,2018Q2,PBSA.JK2018Q2,Construction and Materials,3.313430632,4.097122208,6.76E+11,1.53E+11,-86.82825519,-40.74200818,4.89,4.77,1,0
PCAR.JK,2018Q2,PCAR.JK2018Q2,Food Producers,-2.034021464,-2.746069113,1.28E+11,33728055420,-200.460703,40.40293291,2.77,1.67,1,0
PDES.JK,2018Q2,PDES.JK2018Q2,Travel and Leisure,1.063621613,2.316386947,4.75E+11,2.58E+11,-78.17373307,9.433371983,1.6,1.6,0,0
PEGE.JK,2018Q2,PEGE.JK2018Q2,Investment Banking and Brokerage Services,3.172610655,4.666655323,3.60E+11,1.06E+11,-582.4489607,351.5276198,3.58,3.58,0,0
PGAS.JK,2018Q2,PGAS.JK2018Q2,"Gas, Water and Multi-utilities",1.607941097,2.727333981,9.26E+13,4.43E+13,18.12754328,57.4759258,4.07,3.93,1,0
PGLI.JK,2018Q2,PGLI.JK2018Q2,Travel and Leisure,0.912290364,1.377897289,86015272880,23091071910,-1209.712821,-9.960752166,0.86,0.81,0,0
PICO.JK,2018Q2,PICO.JK2018Q2,General Industrials,0.780696857,2.002536105,7.23E+11,4.45E+11,-9.99273398,-4.763867741,1.55,0.67,0,0
PJAA.JK,2018Q2,PJAA.JK2018Q2,Travel and Leisure,0.900413202,2.073310028,4.20E+12,2.08E+12,-14.69551081,2.522098749,1.07,1.06,0,0
PKPK.JK,2018Q2,PKPK.JK2018Q2,"Oil, Gas and Coal",0.490606419,1.127418517,1.35E+11,78047730000,-74.93255235,-49.54234923,152.94,107.51,1,0
PLIN.JK,2018Q2,PLIN.JK2018Q2,Travel and Leisure,0.88489824,4.367293862,4.92E+12,3.73E+12,-3.236208166,-3.145098449,1.32,1.23,0,0
PORT.JK,2018Q2,PORT.JK2018Q2,Industrial Transportation,-3.351848449,-7.051689406,2.04E+12,9.60E+11,-5.250557208,-40.65700611,2.2,1.41,0,0
POWR.JK,2018Q2,POWR.JK2018Q2,Electricity,1.331182949,2.704276535,1.85E+13,9.16E+12,3.059823618,4.057933945,4.9,4.38,0,0
PPRO.JK,2018Q2,PPRO.JK2018Q2,Real Estate Investment and Services Development,0.619298142,1.739079874,1.42E+13,8.60E+12,6.189371559,11.25154836,2.69,1.61,0,0
PRAS.JK,2018Q2,PRAS.JK2018Q2,Industrial Metals and Mining,0.230266535,0.490767095,1.73E+12,8.94E+11,47.62237332,29.26030389,1.1,0.49,0,0
PRDA.JK,2018Q2,PRDA.JK2018Q2,Medical Equipment and Services,1.53708903,2.011246979,1.80E+12,3.76E+11,333.6464988,4.43011874,8.62,8.4,1,0
PSAB.JK,2018Q2,PSAB.JK2018Q2,Travel and Leisure,0.094970504,0.131331473,1.32E+13,8.58E+12,42.93543891,-18.9857285,0.6,0.27,0,0
PSKT.JK,2018Q2,PSKT.JK2018Q2,Travel and Leisure,-1.906050444,-2.154573051,4.70E+11,53726049960,-2.81549614,10.66196017,1.93,1.93,0,0
PTBA.JK,2018Q2,PTBA.JK2018Q2,"Oil, Gas and Coal",5.570261095,8.728680712,2.06E+13,8.70E+12,66.86281487,8.056407021,2.53,2.28,1,0
PTIS.JK,2018Q2,PTIS.JK2018Q2,General Industrials,0.165039691,0.403594529,5.71E+11,3.38E+11,-260.5217143,25.36753147,0.68,0.64,0,0
PTPP.JK,2018Q2,PTPP.JK2018Q2,Construction and Materials,0.996427267,2.786163807,4.41E+13,3.24E+13,2.177985369,11.80260101,1.63,1.37,1,0
PTRO.JK,2018Q2,PTRO.JK2018Q2,"Oil, Gas and Coal",1.144089465,3.062965982,7.06E+12,4.56E+12,350.8720383,35.88230692,1.49,1.44,1,0
PTSN.JK,2018Q2,PTSN.JK2018Q2,Electronic and Electrical Equipment,1.631284752,3.309754228,1.99E+12,1.24E+12,174.1777132,121.6280054,1.21,0.54,0,0
PTSP.JK,2018Q2,PTSP.JK2018Q2,Travel and Leisure,3.143763535,5.858940337,3.16E+11,1.73E+11,103.2538192,17.60818322,0.93,0.66,0,0
PWON.JK,2018Q2,PWON.JK2018Q2,Real Estate Investment and Services Development,2.643941706,5.139232073,2.45E+13,1.30E+13,70.02513077,9.990259885,1.93,1.15,0,0
PYFA.JK,2018Q2,PYFA.JK2018Q2,Pharmaceuticals and Biotechnology,0.038208707,0.063607404,1.85E+11,72709634490,9.081478519,6.074573135,2.56,1.48,1,0
RALS.JK,2018Q2,RALS.JK2018Q2,Retailers,8.605238791,13.05914425,6.11E+12,2.40E+12,33.20922826,2.483727175,2.16,0.012820513,0,0
RANC.JK,2018Q2,RANC.JK2018Q2,"Personal Care, Drug and Grocery Stores",1.397767498,2.462648494,8.33E+11,3.61E+11,-10.16659276,5.786450571,1.57,0.83,1,0
RBMS.JK,2018Q2,RBMS.JK2018Q2,Real Estate Investment and Services Development,-0.939462858,-1.255279917,5.63E+11,26585701760,-730.6366345,2644.052577,3.29,2.37,0,0
RELI.JK,2018Q2,RELI.JK2018Q2,Investment Banking and Brokerage Services,0.08385582,0.106827357,6.07E+11,1.27E+11,-177.2861786,84.87787876,30.5,30.5,0,0
RIGS.JK,2018Q2,RIGS.JK2018Q2,Industrial Transportation,-10.87452302,-16.4655811,1.10E+12,3.99E+11,-72.35231117,19.39479512,1.47,1.42,0,0
RIMO.JK,2018Q2,RIMO.JK2018Q2,Retailers,-0.402058228,-0.468506863,4.79E+12,1.01E+11,2410.214263,15335.84315,3.6,0.87,0,0
RMBA.JK,2018Q2,RMBA.JK2018Q2,Tobacco,-1.810341226,-2.870518625,1.38E+13,5.16E+12,1760.180162,9.557155611,1.74,0.68,0,0
RODA.JK,2018Q2,RODA.JK2018Q2,Real Estate Investment and Services Development,-0.129706286,-0.181820792,3.57E+12,1.12E+12,-90.93938615,4.020441402,6.51,0.44,0,0
ROTI.JK,2018Q2,ROTI.JK2018Q2,Food Producers,-0.019267711,0.39116299,4.18E+12,1.40E+12,-86.48064285,6.184949961,3.07,2.96,1,0
RUIS.JK,2018Q2,RUIS.JK2018Q2,"Oil, Gas and Coal",0.512643085,1.321388072,9.88E+11,6.16E+11,2.645528418,10.75442499,1.05,1.04,1,0
SAME.JK,2018Q2,SAME.JK2018Q2,Health Care Providers,1.4891836,2.485984026,1.82E+12,7.43E+11,22.68850639,19.4006229,1.24,1.12,1,0
SCCO.JK,2018Q2,SCCO.JK2018Q2,Electronic and Electrical Equipment,0.594178314,0.890254903,4.02E+12,1.47E+12,13.00451629,2.833327477,3.15,2.15,0,0
SCMA.JK,2018Q2,SCMA.JK2018Q2,Media,7.951942875,11.426787,6.19E+12,1.96E+12,-17.89090107,-6.232353114,2.91,2.21,0,0
SCPI.JK,2018Q2,SCPI.JK2018Q2,Pharmaceuticals and Biotechnology,2.152857383,7.266375357,1.61E+12,1.14E+12,-34.56214535,-25.20587151,1.62,1.06,1,0
SDMU.JK,2018Q2,SDMU.JK2018Q2,Industrial Transportation,-1.170418187,-2.098436217,3.66E+11,1.71E+11,-773.6766848,18.83495771,0.9,0.81,0,0
SDPC.JK,2018Q2,SDPC.JK2018Q2,Pharmaceuticals and Biotechnology,0.8299807,3.628819256,1.01E+12,7.91E+11,28.01938788,11.12481711,1.2,0.73,1,0
SGRO.JK,2018Q2,SGRO.JK2018Q2,Food Producers,0.890977703,1.882930234,8.61E+12,4.75E+12,57.44527079,14.14707949,1.01,0.65,1,0
SHID.JK,2018Q2,SHID.JK2018Q2,Travel and Leisure,-0.312684994,-0.511725934,1.50E+12,5.64E+11,-118.3460253,15.05071001,2.48,0.6,0,0
SHIP.JK,2018Q2,SHIP.JK2018Q2,Industrial Transportation,1.522358778,3.570671497,3.30E+12,1.88E+12,35.00077256,49.48329329,0.3,0.3,0,0
SIDO.JK,2018Q2,SIDO.JK2018Q2,Food Producers,3.595265194,4.21745454,3.49E+12,7.40E+11,6.143953935,7.880542903,2.66,2.2,1,0
SILO.JK,2018Q2,SILO.JK2018Q2,Health Care Providers,-0.329059489,-0.407916834,7.66E+12,1.43E+12,85.15497553,14.62232743,1.83,1.63,1,0
SIMP.JK,2018Q2,SIMP.JK2018Q2,Food Producers,-0.145495171,-0.361280564,3.55E+13,1.94E+13,-49.36620448,-18.24103254,0.9,0.5,1,0
SIPD.JK,2018Q2,SIPD.JK2018Q2,Food Producers,0.576430186,1.555216259,2.16E+12,1.32E+12,-127.3607826,22.30570499,1.2,0.78,1,0
SKBM.JK,2018Q2,SKBM.JK2018Q2,Food Producers,0.7007188,1.047740359,1.63E+12,7.11E+11,-315.7134525,-7.231844723,1.63,0.98,1,0
SKLT.JK,2018Q2,SKLT.JK2018Q2,Food Producers,1.505768111,3.147375562,6.86E+11,3.28E+11,21.9606467,9.514568421,1.27,0.69,1,0
SMAR.JK,2018Q2,SMAR.JK2018Q2,Food Producers,-0.925622273,-2.345742595,3.04E+13,1.90E+13,-52.05511931,12.3378127,1.21,0.72,1,0
SMBR.JK,2018Q2,SMBR.JK2018Q2,Construction and Materials,0.217144023,0.335662244,5.28E+12,1.87E+12,23.56183412,29.95216654,2.67,1.97,1,0
SMCB.JK,2018Q2,SMCB.JK2018Q2,Construction and Materials,-1.075454967,-3.06655754,1.89E+13,1.23E+13,-37.44718891,9.243784305,0.47,0.28,1,0
SMDM.JK,2018Q2,SMDM.JK2018Q2,Real Estate Investment and Services Development,0.432626235,0.388527567,3.20E+12,1.46E+12,340.4884668,20.03019424,1.61,0.23,0,0
SMDR.JK,2018Q2,SMDR.JK2018Q2,Industrial Transportation,0.053534948,0.747419552,8.61E+12,5.69E+12,-64.3034504,21.31089419,1.06,1.05,0,0
SMGR.JK,2018Q2,SMGR.JK2018Q2,Construction and Materials,1.120343099,1.918030367,4.92E+13,2.01E+13,27.17016449,5.946226621,1.54,1.09,1,0
SMMT.JK,2018Q2,SMMT.JK2018Q2,"Oil, Gas and Coal",2.325460512,3.441059249,7.56E+11,3.50E+11,-114.7951307,111.3383401,0.46,0.46,1,0
SMRA.JK,2018Q2,SMRA.JK2018Q2,Real Estate Investment and Services Development,0.518668064,0.559051685,2.30E+13,1.52E+13,-2.885621375,-0.316841447,1.6,0.43,0,0
SMRU.JK,2018Q2,SMRU.JK2018Q2,Industrial Metals and Mining,-0.995685725,-2.413655746,1.87E+12,1.06E+12,68.40995785,4.16610972,0.9,0.81,0,0
SMSM.JK,2018Q2,SMSM.JK2018Q2,Automobiles and Parts,4.403991215,5.953751548,2.71E+12,1.02E+12,4.79757194,22.91111452,3.24,1.69,0,0
SOCI.JK,2018Q2,SOCI.JK2018Q2,Industrial Transportation,0.426450842,0.855239111,9.21E+12,4.18E+12,-30.44140216,0.812658315,1.83,1.55,0,0
SONA.JK,2018Q2,SONA.JK2018Q2,Travel and Leisure,2.160534453,3.90137866,1.31E+12,6.20E+11,174.8175014,42.87926104,2.18,1.53,0,0
SPMA.JK,2018Q2,SPMA.JK2018Q2,Industrial Materials,0.694110975,1.260009231,2.17E+12,9.69E+11,-44.20246789,6.629200555,3.67,1.12,0,0
SRAJ.JK,2018Q2,SRAJ.JK2018Q2,Health Care Providers,-1.140724677,-1.510755828,2.13E+12,5.26E+11,-8.10079416,18.53502702,1.23,1.18,1,0
SRIL.JK,2018Q2,SRIL.JK2018Q2,Personal Goods,3.048362282,8.927161063,1.80E+13,1.02E+13,-0.067428813,54.48394323,3.33,1.72,0,0
SRTG.JK,2018Q2,SRTG.JK2018Q2,Investment Banking and Brokerage Services,-3.557973722,-4.663813431,2.52E+13,4.66E+12,-165.5018131,-154.5230545,0.34,0.34,0,0
SSIA.JK,2018Q2,SSIA.JK2018Q2,Construction and Materials,-0.544964499,-1.20108497,7.49E+12,3.81E+12,-33.30394871,-19.81149225,2.27,1.96,1,0
SSMS.JK,2018Q2,SSMS.JK2018Q2,Food Producers,1.132041099,2.777792208,1.08E+13,6.29E+12,16.67404989,23.26499431,5.41,4.9,1,0
SSTM.JK,2018Q2,SSTM.JK2018Q2,Personal Goods,2.688294969,7.383037886,5.95E+11,3.89E+11,-121.9243598,129.3920189,2.01,0.26,0,0
STTP.JK,2018Q2,STTP.JK2018Q2,Food Producers,1.798540919,2.912045388,2.38E+12,9.76E+11,151.1578714,-6.580034855,3.71,2.48,1,0
SUPR.JK,2018Q2,SUPR.JK2018Q2,Telecommunications Service Providers,0.891118054,2.779816513,1.20E+13,8.21E+12,-3.351213736,2.437276884,1.84,1.81,1,0
TALF.JK,2018Q2,TALF.JK2018Q2,General Industrials,0.989841707,1.135275896,9.38E+11,1.37E+11,1035.872322,84.97088644,2.85,1.52,0,0
TARA.JK,2018Q2,TARA.JK2018Q2,Real Estate Investment and Services Development,0.032692302,0.024250173,1.13E+12,1.86E+11,-51.39118678,10.16975905,0.88,0.46,0,0
TBIG.JK,2018Q2,TBIG.JK2018Q2,Telecommunications Equipment,0.626103536,5.639606978,2.79E+13,2.36E+13,6.541956548,5.832392341,0.79,0.79,1,0
TBLA.JK,2018Q2,TBLA.JK2018Q2,Food Producers,1.020747717,3.55341686,1.49E+13,9.96E+12,3.672411998,-7.255460939,1.76,0.83,1,0
TBMS.JK,2018Q2,TBMS.JK2018Q2,Industrial Metals and Mining,0.600661123,2.703980993,2.38E+12,1.82E+12,-49.70836893,43.5451821,1.02,0.75,0,0
TCID.JK,2018Q2,TCID.JK2018Q2,Personal Goods,1.075045414,1.347334953,2.32E+12,5.14E+11,-13.60633451,-2.753320217,6.37,4.22,0,0
TELE.JK,2018Q2,TELE.JK2018Q2,Telecommunications Equipment,1.626894038,4.111858628,8.75E+12,5.41E+12,-32.38983366,3.279844069,5.1,2.48,1,0
TFCO.JK,2018Q2,TFCO.JK2018Q2,Chemicals,-0.416210202,-0.461745783,4.62E+12,5.17E+11,9.150251924,5.133996236,4.65,2.66,1,0
TGKA.JK,2018Q2,TGKA.JK2018Q2,"Personal Care, Drug and Grocery Stores",2.431623915,7.02370673,3.16E+12,2.27E+12,34.12427532,12.55100947,1.68,1.03,1,0
TGRA.JK,2018Q2,TGRA.JK2018Q2,Electricity,0.245672466,0.291790034,3.90E+11,62740009590,-96.48453331,-36.4541488,1.68,1.03,0,0
TIFA.JK,2018Q2,TIFA.JK2018Q2,Finance and Credit Services,0.499804104,2.366565284,1.55E+12,1.21E+12,16.36899546,11.98659885,3.07,3.07,1,0
TINS.JK,2018Q2,TINS.JK2018Q2,Industrial Metals and Mining,0.993944877,1.944422016,1.25E+13,5.37E+12,-18.608345,3.925381194,1.82,1.04,0,0
TIRA.JK,2018Q2,TIRA.JK2018Q2,Industrial Engineering,-3.241065746,-6.799523129,3.42E+11,1.86E+11,-1019.624415,-23.9165371,1.38,0.76,0,0
TKIM.JK,2018Q2,TKIM.JK2018Q2,Industrial Materials,3.656215323,9.177083581,4.05E+13,2.21E+13,95.56598805,15.28442073,1.71,1.15,0,0
TLKM.JK,2018Q2,TLKM.JK2018Q2,Telecommunications Service Providers,2.363912277,3.231785769,2.02E+14,1.08E+14,-12.91329757,-2.951604594,0.83,0.81,1,0
TMAS.JK,2018Q2,TMAS.JK2018Q2,Industrial Transportation,1.17914414,3.274467651,2.84E+12,1.79E+12,20.61550132,32.49655275,0.47,0.38,0,0
TOBA.JK,2018Q2,TOBA.JK2018Q2,"Oil, Gas and Coal",1.600378938,1.278976759,5.31E+12,3.01E+12,146.9614043,30.19060869,1.68,1.14,1,0
TOPS.JK,2018Q2,TOPS.JK2018Q2,Construction and Materials,1.095722464,3.051308582,3.80E+12,2.40E+12,-19.66105653,-53.60127137,1.49,1.31,1,0
TOTL.JK,2018Q2,TOTL.JK2018Q2,Construction and Materials,1.530171358,4.917226915,2.96E+12,2.00E+12,-18.51928957,-19.51312187,1.32,1.24,1,0
TOTO.JK,2018Q2,TOTO.JK2018Q2,Construction and Materials,2.177193545,3.402643506,2.77E+12,9.53E+11,85.63614073,20.30805531,2.84,1.49,1,0
TOWR.JK,2018Q2,TOWR.JK2018Q2,Telecommunications Service Providers,2.606964222,7.529899253,2.38E+13,1.16E+13,-6.768956696,8.485711149,0.77,0.77,1,0
TPIA.JK,2018Q2,TPIA.JK2018Q2,Chemicals,1.404825315,2.413305041,4.29E+13,1.82E+13,-13.22481057,12.90533153,2.51,1.96,1,0
TPMA.JK,2018Q2,TPMA.JK2018Q2,Industrial Transportation,2.162981009,3.435171656,1.62E+12,5.90E+11,79.090493,29.88202326,0.64,0.61,0,0
TRAM.JK,2018Q2,TRAM.JK2018Q2,Industrial Transportation,-4.036850083,-275.0387932,2.18E+12,2.18E+12,-335.3940696,-54.5702853,0.57,0.5,0,0
TRIM.JK,2018Q2,TRIM.JK2018Q2,Investment Banking and Brokerage Services,0.810622516,2.01259916,1.94E+12,1.20E+12,57.97209493,17.29254567,6.76,6.76,0,0
TRIS.JK,2018Q2,TRIS.JK2018Q2,Personal Goods,1.081628425,1.099199385,5.83E+11,3.40E+11,-328.6816668,32.33302449,1.8,0.81,0,0
TRST.JK,2018Q2,TRST.JK2018Q2,General Industrials,0.293051359,0.495435199,3.88E+12,1.65E+12,-2.048462947,8.56242102,1.29,0.69,0,0
TRUS.JK,2018Q2,TRUS.JK2018Q2,Investment Banking and Brokerage Services,1.655098809,1.867387349,2.97E+11,39438639980,85.65499792,30.81848069,15.26,15.26,0,0
TSPC.JK,2018Q2,TSPC.JK2018Q2,Pharmaceuticals and Biotechnology,1.771240798,2.717831832,7.79E+12,2.53E+12,2.142165735,7.369413167,2.45,1.74,1,0
TURI.JK,2018Q2,TURI.JK2018Q2,Retailers,2.444396982,4.238015673,5.65E+12,2.34E+12,3.94219543,5.102072344,1.42,0.89,0,0
ULTJ.JK,2018Q2,ULTJ.JK2018Q2,Food Producers,3.642834922,4.482157616,5.40E+12,1.08E+12,32.85438905,16.28121049,4.47,3.57,1,0
UNIC.JK,2018Q2,UNIC.JK2018Q2,Chemicals,0.830636072,1.342684717,3.32E+12,1.08E+12,-21.78673758,29.45463614,2.51,0.93,1,0
UNIT.JK,2018Q2,UNIT.JK2018Q2,Investment Banking and Brokerage Services,0.024210756,0.040418171,4.29E+11,2.95E+11,-9.11363007,-5.800937984,0.8,0.19,0,0
UNTR.JK,2018Q2,UNTR.JK2018Q2,Industrial Engineering,3.537004545,6.037671819,8.88E+13,3.96E+13,50.66701467,26.55249798,1.76,1.44,0,0
UNVR.JK,2018Q2,UNVR.JK2018Q2,"Personal Care, Drug and Grocery Stores",8.270793583,28.04184331,2.05E+13,1.55E+13,2.779825326,0.183259373,0.66,0.49,1,0
VICO.JK,2018Q2,VICO.JK2018Q2,Investment Banking and Brokerage Services,0.015197612,-0.057815667,3.03E+13,2.84E+13,59.75848978,9.358686119,14.16,14.16,0,0
VOKS.JK,2018Q2,VOKS.JK2018Q2,Technology Hardware & Equipment,0.432689296,1.142640493,2.23E+12,1.35E+12,-57.44965769,-0.609071636,1.34,0.84,1,0
VRNA.JK,2018Q2,VRNA.JK2018Q2,Finance and Credit Services,-1.56861996,-5.431786561,1.52E+12,1.21E+12,-23.43263667,-30.68619674,0.03,0.03,1,0
WAPO.JK,2018Q2,WAPO.JK2018Q2,Food Producers,1.345794772,1.901078747,1.04E+11,37149234750,19.3328487,121.3660384,1.98,1,1,0
WEHA.JK,2018Q2,WEHA.JK2018Q2,Travel and Leisure,1.418858144,2.600094737,3.49E+11,1.50E+11,59.52974309,13.95156875,0.37,0.34,0,0
WICO.JK,2018Q2,WICO.JK2018Q2,Retailers,0.102993988,0.137090672,3.88E+11,95860390500,-54.15215951,-1.288151195,5.29,4.64,0,0
WIIM.JK,2018Q2,WIIM.JK2018Q2,Tobacco,0.653849908,0.825095082,1.23E+12,2.51E+11,-109.9182515,-4.118807357,5.43,1.19,0,0
WIKA.JK,2018Q2,WIKA.JK2018Q2,Construction and Materials,0.800449706,2.691294667,5.40E+13,3.74E+13,18.60858532,18.49730193,1.6,1.43,1,0
WINS.JK,2018Q2,WINS.JK2018Q2,Industrial Transportation,-1.080687056,-1.814812049,4.44E+12,2.01E+12,-77.35444121,18.06266035,0.67,0.67,0,0
WOMF.JK,2018Q2,WOMF.JK2018Q2,Finance and Credit Services,0.578475601,4.82765031,9.33E+12,8.28E+12,32.69527755,28.60457543,0.19,0.19,1,0
WOOD.JK,2018Q2,WOOD.JK2018Q2,Household Goods and Home Construction,1.470912378,2.858042349,3.89E+12,1.86E+12,-6.103639168,15.05378716,1.32,0.48,1,0
WSBP.JK,2018Q2,WSBP.JK2018Q2,Construction and Materials,1.228170475,2.383992172,1.47E+13,6.75E+12,131.2676547,6.885836686,1.48,1.26,1,0
WSKT.JK,2018Q2,WSKT.JK2018Q2,Construction and Materials,1.925696885,9.121858168,1.18E+14,1.01E+14,136.3478856,24.94131349,1.24,1.14,1,0
WTON.JK,2018Q2,WTON.JK2018Q2,Construction and Materials,1.415166431,3.833919737,7.38E+12,4.48E+12,29.1091262,10.69520111,1,0.71,1,0
YPAS.JK,2018Q2,YPAS.JK2018Q2,Chemicals,-1.526168284,-3.703404027,3.05E+11,1.77E+11,-115.916368,-1.143941391,0.94,0.52,1,0
YULE.JK,2018Q2,YULE.JK2018Q2,Investment Banking and Brokerage Services,0.718585128,0.763896943,3.95E+11,7682249440,0.365656581,-41.745758,10.75,10.75,0,0
