Firm,Period,SIZE,LEV,REV,GROWTH,ROA,ROE,FE_2020Q2,FE_2019Q2,FE_Sector,Treat,After,DiD,Delete
DOID.JK,2019Q3,30.36476685,346.879962,28.69665563,21.50831283,0.227038839,1.020960466,0,1,5,1,0,0,0
DPUM.JK,2020Q3,28.38437116,41.53892758,25.7057757,-60.18815134,-1.621182169,-2.764408101,1,0,1,0,1,0,0
DPUM.JK,2019Q3,28.37842204,43.2014769,26.62678131,-16.94784922,0.392131252,0.588070894,0,1,1,0,0,0,0
DSFI.JK,2020Q3,26.72008599,56.38360603,25.67175032,-4.814427738,-2.093608652,-4.199021225,1,0,1,0,1,0,0
DSFI.JK,2019Q3,26.66534895,78.69348709,25.72109212,-14.46148784,0.857481994,1.822630464,0,1,1,0,0,0,0
DSNG.JK,2020Q3,30.05713219,177.9217449,27.95682667,13.99721827,-0.151854639,-0.477320248,1,0,1,0,1,0,0
DSNG.JK,2019Q3,29.83377107,120.2537262,27.8258228,2.628836112,-0.057416054,-0.154201699,0,1,1,0,0,0,0
DSSA.JK,2020Q3,31.61394087,91.28158985,29.31727908,-8.905797009,0.425528311,0.663534128,1,0,5,1,1,1,0
DSSA.JK,2019Q3,31.36691707,70.67743408,29.4105551,34.61046298,0.236385259,0.390627118,0,1,5,1,0,0,0
DUTI.JK,2020Q3,30.22973143,4.468081369,26.87697022,-11.67354935,1.784332035,2.267474224,1,0,0,0,1,0,0
DUTI.JK,2019Q3,30.11094835,5.063611716,27.00110079,37.57027875,1.582565324,2.233114435,0,1,0,0,0,0,0
DVLA.JK,2020Q3,28.24870585,3.659231197,26.93627272,17.97210999,0.425012012,0.598414979,1,0,8,0,1,0,0
DVLA.JK,2019Q3,28.15908672,2.906542064,26.77099466,0.171929849,3.465099681,5.046783225,0,1,8,0,0,0,0
DYAN.JK,2020Q3,27.80594739,17.69851997,26.12205478,17.0175677,-4.644339974,-6.449098237,1,0,3,0,1,0,0
DYAN.JK,2019Q3,27.86375133,32.42738086,25.96490089,7.632506992,0.494127504,0.594312396,0,1,3,0,0,0,0
ECII.JK,2020Q3,28.30104962,0.261664668,27.0612951,5.646552173,-1.41576161,-1.831296702,1,0,2,1,1,1,0
ECII.JK,2019Q3,28.28551226,0.227521627,27.00636618,19.19345166,0.380696331,0.426450252,0,1,2,1,0,0,0
EKAD.JK,2020Q3,27.5060078,4.348113756,26.06281976,0.396410883,2.604093188,2.929592132,1,0,0,1,1,1,0
EKAD.JK,2019Q3,27.47768873,7.911899863,26.05886349,16.14144684,3.941568345,4.470893714,0,1,0,1,0,0,0
ELSA.JK,2020Q3,29.45164384,26.53140763,28.39474837,24.6510804,0.775183567,1.535704299,1,0,5,1,1,1,0
ELSA.JK,2019Q3,29.38762497,28.27853487,28.17440008,29.4542264,1.364152544,2.447664613,0,1,5,1,0,0,0
ELTY.JK,2020Q3,30.23687935,19.89096336,26.11423552,-23.60504903,0.654964034,1.318836697,1,0,0,0,1,0,0
ELTY.JK,2019Q3,30.27874929,20.82977193,26.3834891,-14.55459836,-0.614079495,-0.885136139,0,1,0,0,0,0,0
EMDE.JK,2020Q3,28.3924015,120.085862,25.03401452,-15.36199334,-0.754748355,-2.189258175,1,0,0,0,1,0,0
EMDE.JK,2019Q3,28.35011564,112.5102585,25.20080129,28.68722695,0.845132686,2.23607421,0,1,0,0,0,0,0
EMTK.JK,2020Q3,30.53448298,13.38366386,28.62930428,10.96080002,3.267694344,7.272438379,1,0,3,0,1,0,0
EMTK.JK,2019Q3,30.73299708,5.098346856,28.52529748,31.61535513,-1.414269376,-0.049308969,0,1,3,0,0,0,0
ENRG.JK,2020Q3,29.99633573,98.74865285,27.52680087,-8.588518197,1.989660507,6.40743111,1,0,5,1,1,1,0
ENRG.JK,2019Q3,29.9960476,249.1152247,27.61659996,-4.298400324,2.422252495,9.142240082,0,1,5,1,0,0,0
ERAA.JK,2020Q3,29.91617747,56.605104,29.733163,-0.694773072,2.180139682,3.618475345,1,0,2,1,1,1,0
ERAA.JK,2019Q3,30.14265518,109.9549536,29.74013498,47.22727312,0.492101672,1.208046735,0,1,2,1,0,0,0
ERTX.JK,2020Q3,27.58017724,127.2524498,26.46380155,13.27175689,0.292732779,1.084758786,1,0,2,1,1,1,0
ERTX.JK,2019Q3,27.44110692,117.8501844,26.33918188,11.1377825,0.576722413,1.958455035,0,1,2,1,0,0,0
ESSA.JK,2020Q3,30.21650264,261.5601741,27.31775284,-4.354272283,-1.516847459,-4.450571826,1,0,0,1,1,1,0
ESSA.JK,2019Q3,30.22410172,332.0858301,27.36227199,640.5873036,-0.073119066,0.156763668,0,1,0,1,0,0,0
EXCL.JK,2020Q3,31.74134609,138.9100288,29.49722194,10.56286423,0.48023976,1.601781193,1,0,4,1,1,1,0
EXCL.JK,2019Q3,31.72376156,104.3220898,29.39680786,-2.069808159,0.361998773,1.15021849,0,1,4,1,0,0,0
FAST.JK,2020Q3,28.77543095,13.27640334,28.05689266,14.78436815,0.154129246,0.323878772,1,0,2,1,1,1,0
FAST.JK,2019Q3,28.65917302,15.88180616,27.91900754,10.70136535,1.641459198,3.261976322,0,1,2,1,0,0,0
FASW.JK,2020Q3,30.02796251,97.86965246,28.34153767,-26.76802268,0.095468287,0.23934544,1,0,0,1,1,1,0
FASW.JK,2019Q3,29.96344041,102.5978464,28.65307569,37.04267502,1.492823636,3.683716128,0,1,0,1,0,0,0
FIRE.JK,2020Q3,27.07936012,41.16556866,26.98774623,149.6358546,2.036072031,3.07525411,1,0,5,1,1,1,0
FIRE.JK,2019Q3,27.01435364,76.54595586,26.07291314,623.0828185,0.835213568,1.392535442,0,1,5,1,0,0,0
FISH.JK,2020Q3,29.59606086,102.5389985,28.89066337,1.876176273,-0.495647391,-2.248842499,1,0,1,0,1,0,0
FISH.JK,2019Q3,29.27290216,70.37202199,28.87207544,13.90476441,0.525885475,2.246196435,0,1,1,0,0,0,0
FMII.JK,2020Q3,27.5468391,30.54472676,23.7563624,118.4664013,-0.610947953,-0.857152066,1,0,0,0,1,0,0
FMII.JK,2019Q3,27.53263627,27.64636433,22.97490035,573.9898128,-0.529530775,-0.774921605,0,1,0,0,0,0,0
FREN.JK,2020Q3,30.9174613,75.28640014,28.29753267,38.44534532,-1.501496015,-4.709989615,1,0,4,1,1,1,0
FREN.JK,2019Q3,30.87108286,192.2090373,27.97222723,19.52788202,-2.176095821,-4.812490735,0,1,4,1,0,0,0
GAMA.JK,2020Q3,27.95826303,21.79557845,23.26430328,-44.92549287,-0.267454237,-0.339137327,1,0,0,0,1,0,0
GAMA.JK,2019Q3,27.98052375,26.39283407,23.86078652,72.42039256,0.013410646,0.016056048,0,1,0,0,0,0,0
GDYR.JK,2020Q3,28.20988798,44.54188979,27.01575117,-16.62844473,0.366077164,0.922245791,1,0,2,1,1,1,0
GDYR.JK,2019Q3,28.27670294,24.63114089,27.19761417,13.70502071,0.158732473,0.383987184,0,1,2,1,0,0,0
GEMA.JK,2020Q3,27.67568107,83.5653174,26.10863024,-37.57029224,-0.289366091,0.072307816,1,0,2,1,1,1,0
GEMA.JK,2019Q3,27.59703896,65.45435478,26.57975917,123.1714107,0.118175233,0.257232098,0,1,2,1,0,0,0
GEMS.JK,2020Q3,30.02613354,39.9802162,28.93851451,-13.34374895,1.370759825,2.683046598,1,0,5,1,1,1,0
GEMS.JK,2019Q3,30.00532533,32.65299412,29.08173554,77.49009693,1.373734142,2.992001574,0,1,5,1,0,0,0
GGRM.JK,2020Q3,31.90727455,18.68118516,30.99749506,17.86438397,2.340252006,3.281116115,1,0,1,0,1,0,0
GGRM.JK,2019Q3,31.83199579,22.41681812,30.83313057,15.53973177,4.272390028,6.454764713,0,1,1,0,0,0,0
GHON.JK,2020Q3,27.07658383,7.747549901,24.09673691,2.97702966,2.699892675,3.304260855,1,0,4,1,1,1,0
GHON.JK,2019Q3,26.82215341,10.37153505,24.06740114,28.30286781,2.712265557,3.265070205,0,1,4,1,0,0,0
GIAA.JK,2020Q3,31.79802854,171.9185168,30.38162968,15.71758685,-1.816185138,-20.34797561,1,0,6,1,1,1,0
GIAA.JK,2019Q3,31.627146,222.6971361,30.23564724,11.46386218,0.454400274,2.684117919,0,1,6,1,0,0,0
GJTL.JK,2020Q3,30.58756802,121.4204625,29.08325419,5.243731036,0.201141722,0.592792225,1,0,2,1,1,1,0
GJTL.JK,2019Q3,30.61223952,136.8198867,29.03214547,14.10540754,-0.125749757,-0.403963033,0,1,2,1,0,0,0
GMFI.JK,2020Q3,30.01729617,85.78039889,28.16792797,7.243155206,-4.479494934,-14.21720297,1,0,4,1,1,1,0
GMFI.JK,2019Q3,29.76049969,50.91497746,28.09799943,12.85962188,0.409567963,1.00662748,0,1,4,1,0,0,0
GMTD.JK,2020Q3,27.75731594,10.16773898,24.58942708,-23.47242758,0.848891664,1.341437793,1,0,0,0,1,0,0
GMTD.JK,2019Q3,27.8563973,9.35179196,24.85694617,9.221971255,-7.899501521,-12.70780976,0,1,0,0,0,0,0
GOLD.JK,2020Q3,26.26333671,37.60565634,22.85994301,9.48996174,1.142149049,1.260041725,1,0,4,1,1,1,0
GOLD.JK,2019Q3,26.07964682,56.68211529,22.76928033,11.89830253,-0.400914557,-1.050997775,0,1,4,1,0,0,0
GOLL.JK,2020Q3,28.54319024,208.3502954,24.16228943,-43.87353193,-0.675128365,-2.739361013,1,0,1,0,1,0,0
GOLL.JK,2019Q3,28.50673601,182.401433,24.73985211,119.9790329,-1.261557312,-3.378432346,0,1,1,0,0,0,0
GPRA.JK,2020Q3,28.18782202,38.81303555,25.40948551,-6.109748717,0.928935614,0.939760124,1,0,0,0,1,0,0
GPRA.JK,2019Q3,28.04467834,28.86690817,25.47252913,5.808950809,1.14846023,1.763716143,0,1,0,0,0,0,0
GSMF.JK,2020Q3,29.29819981,36.64184321,26.57279127,46.47931692,-0.201268324,#VALUE!,1,0,0,0,1,0,0
GSMF.JK,2019Q3,29.23108524,38.44023273,26.19107722,-13.03547105,0.327799546,#VALUE!,0,1,0,0,0,0,0
GWSA.JK,2020Q3,29.647807,6.264157691,23.72085727,22.35479197,0.076588345,0.119078797,1,0,0,0,1,0,0
GWSA.JK,2019Q3,29.6218174,5.528263013,23.5191025,-29.34811336,0.325246844,0.360367011,0,1,0,0,0,0,0
GZCO.JK,2020Q3,28.65245894,163.8777485,24.88456787,-55.66742449,-5.837227173,-15.3784866,1,0,1,0,1,0,0
GZCO.JK,2019Q3,28.81818016,103.0436179,25.69801831,10.91158527,-4.062853799,-12.87265149,0,1,1,0,0,0,0
HDFA.JK,2020Q3,27.67174628,582.81716,24.73736811,-52.73472982,-1.204060818,-2.014119106,1,0,0,0,1,0,0
HDFA.JK,2019Q3,28.71086815,575.4878641,25.48676252,-45.58564337,-3.306276475,-22.79604631,0,1,0,0,0,0,0
HERO.JK,2020Q3,29.41669192,1.985167937,28.66537502,-6.325027204,-2.216302432,-4.238327893,1,0,1,0,1,0,0
HERO.JK,2019Q3,29.69036645,3.207347824,28.73071415,-1.151330514,-0.239099881,-0.3706024,0,1,1,0,0,0,0
HEXA.JK,2020Q3,29.2082354,18.98258622,27.81253673,-0.635351351,3.024150732,4.304801934,1,0,3,0,1,0,0
HEXA.JK,2019Q3,29.01212572,1.827559747,27.81891051,29.78002862,2.632902394,5.218627131,0,1,3,0,0,0,0
HITS.JK,2020Q3,28.7268461,175.6395662,26.41267655,13.99921198,2.150868147,6.778620369,1,0,5,1,1,1,0
HITS.JK,2019Q3,28.64492623,206.1570643,26.2816552,19.00901893,1.352201889,5.482998836,0,1,5,1,0,0,0
HMSP.JK,2020Q3,31.52179695,1.276489027,30.91895629,-5.602342972,4.672637764,7.325442454,1,0,1,0,1,0,0
HMSP.JK,2019Q3,31.52517086,0.353034461,30.97661022,10.39924072,7.451867562,11.35506446,0,1,1,0,0,0,0
HOKI.JK,2020Q3,27.44742677,31.57595602,26.85637883,20.00288457,1.080756963,1.402568274,1,0,1,0,1,0,0
HOKI.JK,2019Q3,27.23226775,19.11743905,26.67403323,8.782835145,3.789108806,5.226102755,0,1,1,0,0,0,0
HOME.JK,2020Q3,26.35830794,29.85523669,22.72131592,-54.81884278,-0.22136648,-0.256931544,1,0,2,1,1,1,0
HOME.JK,2019Q3,26.39701784,23.50972116,23.51580598,43.23207548,-1.337070684,-2.072660832,0,1,2,1,0,0,0
HOTL.JK,2020Q3,27.87019535,0.424470542,23.86609656,3.228156145,-0.269549372,-1.01548192,1,0,2,1,1,1,0
HOTL.JK,2019Q3,27.73347561,113.2651572,23.8343251,-32.4670144,-0.008389941,-0.027579308,0,1,2,1,0,0,0
HRTA.JK,2020Q3,28.08977076,30.99911931,27.38142114,5.83793787,1.579150876,2.990538958,1,0,2,1,1,1,0
HRTA.JK,2019Q3,28.01335765,35.7896033,27.32468229,22.44438021,2.600056917,3.643323113,0,1,2,1,0,0,0
IATA.JK,2020Q3,27.55573233,31.51111827,24.70145715,-29.51666317,-1.882125196,-3.615317135,1,0,6,1,1,1,0
IATA.JK,2019Q3,27.62965977,34.68910724,25.05125101,50.93945646,-0.909296217,-1.632369585,0,1,6,1,0,0,0
IBFN.JK,2020Q3,28.14132098,266.8980923,24.27363521,-426.1218295,-1.746658945,-9.816843152,1,0,0,0,1,0,0
IBFN.JK,2019Q3,28.32130666,2287.312743,#NUM!,-16.6356116,1.208194218,5.313582548,0,1,0,0,0,0,0
IBST.JK,2020Q3,29.70753583,35.99944522,26.32171722,1.713205345,0.416359542,0.661537214,1,0,4,1,1,1,0
IBST.JK,2019Q3,29.59252116,40.85920495,26.30473027,39.80237093,0.210294853,0.304553302,0,1,4,1,0,0,0
ICBP.JK,2020Q3,31.25184023,7.45497285,30.01743794,13.52718373,3.461922156,4.982455553,1,0,1,0,1,0,0
ICBP.JK,2019Q3,31.17933469,12.73629972,29.89056582,6.398380486,3.549090006,5.395042606,0,1,1,0,0,0,0
ICON.JK,2020Q3,26.67898837,3.560929064,24.5474038,2.451451496,-0.571684859,-0.788326841,1,0,3,0,1,0,0
ICON.JK,2019Q3,26.78386357,24.42927045,24.52318494,283.4454544,1.763748692,2.656639813,0,1,3,0,0,0,0
IDPR.JK,2020Q3,28.2627056,37.61379934,25.90808423,10.63767424,-4.061920682,-6.508753629,1,0,4,1,1,1,0
IDPR.JK,2019Q3,28.21923461,26.88024277,25.80699375,-43.39024113,-0.131759707,-0.169362131,0,1,4,1,0,0,0
IMAS.JK,2020Q3,31.39074035,328.3392422,29.21576249,11.66056976,-0.472520946,-2.351424366,1,0,2,1,1,1,0
IMAS.JK,2019Q3,31.19772048,276.0051655,29.10546904,16.40575458,-0.457006362,-2.26572461,0,1,2,1,0,0,0
IMPC.JK,2020Q3,28.53509012,64.87798948,26.62620689,9.371669854,2.103061692,4.640733405,1,0,3,0,1,0,0
IMPC.JK,2019Q3,28.47062359,63.82689973,26.53662518,18.39923781,0.803631514,2.052146384,0,1,3,0,0,0,0
INAF.JK,2020Q3,27.91307677,109.2125182,26.09262089,-32.87505986,-0.93350945,-2.883425541,1,0,8,0,1,0,0
INAF.JK,2019Q3,28.05203311,109.0522635,26.49123542,8.390713854,-0.769394215,-2.245051145,0,1,8,0,0,0,0
INAI.JK,2020Q3,27.91445577,189.9964632,26.27509427,18.50179296,-0.022540488,-0.09100809,1,0,0,1,1,1,0
INAI.JK,2019Q3,27.95251664,237.7880786,26.10533637,-15.794309,0.530800465,2.249694911,0,1,0,1,0,0,0
INCF.JK,2020Q3,26.98877198,204.0556671,25.7483546,35.80598546,-0.956643167,-3.177346822,1,0,0,1,1,1,0
INCF.JK,2019Q3,26.99983051,220.6376177,25.4422975,-21.8606422,0.300082875,1.04407365,0,1,0,1,0,0,0
INCI.JK,2020Q3,26.66065934,0.201044295,25.15130188,8.66225414,0.884921806,1.086835412,1,0,0,1,1,1,0
INCI.JK,2019Q3,26.49429905,0.589907003,25.06822758,32.7938521,0.57052423,0.668167774,0,1,0,1,0,0,0
INCO.JK,2020Q3,31.05469315,0.079155603,28.74276484,-0.477780986,1.041450058,1.171846967,1,0,0,1,1,1,0
INCO.JK,2019Q3,31.11466658,1.934876476,28.7475541,44.58801607,1.233097463,1.407247394,0,1,0,1,0,0,0
INDF.JK,2020Q3,32.20951536,73.81073363,30.59832274,5.830742513,1.61041198,3.577554906,1,0,1,0,1,0,0
INDF.JK,2019Q3,32.1702598,82.54493944,30.54165188,3.094783045,1.331966957,3.40891939,0,1,1,0,0,0,0
INDR.JK,2020Q3,30.0295552,42.11641325,28.65698583,-15.47441443,0.172266074,0.34182072,1,0,2,1,1,1,0
INDR.JK,2019Q3,30.16746687,55.46567367,28.82510174,15.54300456,0.733194818,1.523621481,0,1,2,1,0,0,0
INDS.JK,2020Q3,28.55373988,1.403599549,26.8216053,-18.59505072,-0.583110652,-0.644625767,1,0,2,1,1,1,0
INDS.JK,2019Q3,28.54040377,1.887201709,27.02733941,29.88821903,0.030540981,0.035958349,0,1,2,1,0,0,0
INDY.JK,2020Q3,31.59086217,167.6778563,29.92608566,-9.153746208,-0.874565741,-3.993720531,1,0,5,1,1,1,0
INDY.JK,2019Q3,31.63496356,141.2344707,30.02208729,235.6447457,-0.400989977,-2.350697242,0,1,5,1,0,0,0
INKP.JK,2020Q3,32.45830121,111.1610106,30.05408358,-3.626153349,0.286970872,0.570502143,1,0,0,1,1,1,0
INKP.JK,2019Q3,32.40532096,119.6551363,30.0910189,23.71594109,0.836367204,1.908081134,0,1,0,1,0,0,0
INPP.JK,2020Q3,29.73259319,27.3665788,25.99799331,14.80660323,1.594145782,2.303939321,1,0,0,0,1,0,0
INPP.JK,2019Q3,29.53652167,40.96494371,25.85991449,43.5919739,24.03172805,38.14115636,0,1,0,0,0,0,0
INRU.JK,2020Q3,29.56652118,124.1080407,26.4560993,-5.181944349,-0.228111615,-0.723947032,1,0,0,1,1,1,0
INRU.JK,2019Q3,29.34350556,103.9827273,26.50930963,141.6650174,-0.983099688,-2.791739462,0,1,0,1,0,0,0
INTD.JK,2020Q3,24.68704374,1.235627718,23.94494345,6.292218742,-3.264819787,-3.871275835,1,0,0,1,1,1,0
INTD.JK,2019Q3,24.77772331,1.792427071,23.88392155,55.65554088,3.29912207,4.301624896,0,1,0,1,0,0,0
INTP.JK,2020Q3,30.90358446,0.504005971,29.1047078,1.792023177,2.423300115,2.818987056,1,0,0,1,1,1,0
INTP.JK,2019Q3,30.91322274,0.519268897,29.08694625,8.052467486,2.051472917,2.423759374,0,1,0,1,0,0,0
IPOL.JK,2020Q3,29.00692855,58.83970158,27.33310252,-10.50206324,0.724877947,1.133080112,1,0,0,1,1,1,0
IPOL.JK,2019Q3,29.08838062,66.25277597,27.44405714,18.25303315,0.335164042,0.538296979,0,1,0,1,0,0,0
ISAT.JK,2020Q3,31.69786532,280.7721718,29.51224218,15.0332985,-0.163296289,-0.942984675,1,0,4,1,1,1,0
ISAT.JK,2019Q3,31.57508152,202.0914949,29.37219073,-23.47148198,0.113998329,0.435337411,0,1,4,1,0,0,0
ISSP.JK,2020Q3,29.54000806,103.877207,27.90773652,1.178894068,0.744668771,1.498480297,1,0,0,1,1,1,0
ISSP.JK,2019Q3,29.54879469,108.8131319,27.89601653,14.80370388,1.038849929,2.326057715,0,1,0,1,0,0,0
JAWA.JK,2020Q3,28.89117947,482.6532675,26.00185701,-1.597115392,-2.707279928,-33.64602058,1,0,1,0,1,0,0
JAWA.JK,2019Q3,28.88064067,261.3619274,26.01795708,62.81404485,-1.906303637,-12.17622956,0,1,1,0,0,0,0
JECC.JK,2020Q3,28.32758924,132.8192529,27.13592655,-36.55701812,0.653972404,1.267319975,1,0,3,0,1,0,0
JECC.JK,2019Q3,28.39086663,172.5571425,27.59095515,65.56710898,1.291378659,4.168389845,0,1,3,0,0,0,0
JGLE.JK,2020Q3,28.96793194,24.42341509,24.85470205,-5.602731357,-0.537079684,-0.853219666,1,0,2,1,1,1,0
JGLE.JK,2019Q3,28.99029361,24.56356357,24.9123601,-23.38599905,-0.428651856,-0.726929714,0,1,2,1,0,0,0
JIHD.JK,2020Q3,29.51687335,5.083085792,26.44854789,-7.833947526,-1.180037795,-1.311898692,1,0,2,1,1,1,0
JIHD.JK,2019Q3,29.53765323,8.755935729,26.53012621,1.005524121,0.294030534,-0.031699614,0,1,2,1,0,0,0
JKON.JK,2020Q3,29.27550656,44.57949002,28.03620459,-3.994971269,0.195460302,0.330008919,1,0,4,1,1,1,0
JKON.JK,2019Q3,29.20934072,48.96656071,28.07697421,26.58649372,1.244620361,2.479715552,0,1,4,1,0,0,0
JPFA.JK,2020Q3,30.87330303,87.50744689,29.82096089,3.493193178,0.450345137,0.957476371,1,0,1,0,1,0,0
JPFA.JK,2019Q3,30.74947329,73.48671549,29.78662523,14.16290624,0.875297718,2.159563432,0,1,1,0,0,0,0
JRPT.JK,2020Q3,30.03062026,0.330674793,27.22753446,15.32449965,2.672450707,4.171781562,1,0,0,0,1,0,0
JRPT.JK,2019Q3,29.97219085,0.445094672,27.08495475,15.56969813,2.490893642,3.987600792,0,1,0,0,0,0,0
JSKY.JK,2020Q3,27.00536034,123.0363677,25.4173021,-9.361620796,0.049415788,0.106643487,1,0,5,1,1,1,0
JSKY.JK,2019Q3,26.84173488,89.84341408,25.51559455,19.0334661,1.727490221,4.408693711,0,1,5,1,0,0,0
JSMR.JK,2020Q3,32.12716418,199.0492522,29.45517733,-31.32908992,-0.624067526,-2.521123165,1,0,4,1,1,1,0
JSMR.JK,2019Q3,32.10237773,219.2498086,29.83102184,11.39853679,0.519558885,2.701281994,0,1,4,1,0,0,0
JSPT.JK,2020Q3,29.26782367,51.26973989,26.42301759,-45.658636,0.879116793,0.942546754,1,0,2,1,1,1,0
JSPT.JK,2019Q3,29.14882535,37.78650085,27.03290207,108.9529948,0.12136732,0.360782528,0,1,2,1,0,0,0
JTPE.JK,2020Q3,27.68434878,42.14432731,25.99568541,10.1724777,-1.831508151,-3.177020046,1,0,3,0,1,0,0
JTPE.JK,2019Q3,27.6540946,46.3307975,25.89880848,13.4661492,0.204699275,0.41404471,0,1,3,0,0,0,0
KAEF.JK,2020Q3,30.51373303,104.0097365,28.48717359,7.456510725,-0.0322344,-0.166887649,1,0,8,0,1,0,0
KAEF.JK,2019Q3,29.78583055,159.6460798,28.41525756,31.4632156,0.003233342,-0.080402925,0,1,8,0,0,0,0
KBLI.JK,2020Q3,28.78253368,10.87523117,27.42850945,-16.91541189,-0.22042588,-0.04183524,1,0,3,0,1,0,0
KBLI.JK,2019Q3,28.80206869,15.7206977,27.61382041,14.46415654,2.613899854,4.086464124,0,1,3,0,0,0,0
KBLM.JK,2020Q3,27.89786213,10.76458259,26.48646075,7.711562682,-0.14163612,-0.187479968,1,0,3,0,1,0,0
KBLM.JK,2019Q3,27.78358489,3.800656734,26.412174,3.245598984,1.047936491,1.647680961,0,1,3,0,0,0,0
KBLV.JK,2020Q3,29.56402462,111.8044353,24.40512068,-82.66062495,4.653174497,17.16369103,1,0,4,1,1,1,0
KBLV.JK,2019Q3,29.9331395,59.01540392,26.15731093,-4.171181158,-0.718400078,-2.063234868,0,1,4,1,0,0,0
KDSI.JK,2020Q3,27.95464863,66.11202113,27.07476165,-3.839635517,1.369939842,2.693614806,1,0,0,1,1,1,0
KDSI.JK,2019Q3,27.91434404,65.47304482,27.11391458,3.657759817,0.683660653,1.591353064,0,1,0,1,0,0,0
KIAS.JK,2020Q3,28.11318018,2.785881497,25.86912973,-12.94804421,-2.630247297,-3.450613109,1,0,3,0,1,0,0
KIAS.JK,2019Q3,28.17853746,0.974754512,26.00779478,11.40674562,-2.478369913,-3.038809079,0,1,3,0,0,0,0
KICI.JK,2020Q3,25.77539904,11.04081563,23.95700795,24.36975686,-0.398868798,-0.717077431,1,0,2,1,1,1,0
KICI.JK,2019Q3,25.74814939,11.30635285,23.7389191,-25.48339834,-0.307969799,-0.506338881,0,1,2,1,0,0,0
KIJA.JK,2020Q3,30.10918924,80.2138187,26.99127269,-19.11892075,-1.28731529,-3.55011263,1,0,0,0,1,0,0
KIJA.JK,2019Q3,30.07706875,94.25572752,27.20346296,-8.640769698,0.119287661,0.260760957,0,1,0,0,0,0,0
KINO.JK,2020Q3,29.16959153,38.35694839,27.86301683,41.19393766,0.813071414,1.624651551,1,0,1,0,1,0,0
KINO.JK,2019Q3,28.88569638,29.42898069,27.51805262,-3.098930844,1.744324143,3.246956508,0,1,1,0,0,0,0
KIOS.JK,2020Q3,26.29650289,127.1487457,27.15615754,0.637669551,-3.326942209,-8.440214273,1,0,7,1,1,1,0
KIOS.JK,2019Q3,26.29852055,159.0272889,27.14980109,1974.641958,0.193420752,0.445636208,0,1,7,1,0,0,0
KKGI.JK,2020Q3,28.17979993,8.937367705,26.83543625,450.4703248,2.899113225,3.215509692,1,0,5,1,1,1,0
KKGI.JK,2019Q3,28.01049498,5.954967617,25.12983339,-60.49537372,3.283882198,4.773986052,0,1,5,1,0,0,0
KLBF.JK,2020Q3,30.60624164,4.783058622,29.3623483,6.613590478,2.981673047,3.831980245,1,0,8,0,1,0,0
KLBF.JK,2019Q3,30.49498438,1.867775477,29.29830749,5.457825344,3.475342744,4.383792996,0,1,8,0,0,0,0
KMTR.JK,2020Q3,29.04099886,109.8680341,28.58080863,-8.887170781,1.066948349,2.666934618,1,0,0,1,1,1,0
KMTR.JK,2019Q3,28.94036964,124.3834148,28.6738802,3.353789307,-0.131110515,-0.220179757,0,1,0,1,0,0,0
KOBX.JK,2020Q3,28.20590578,90.11533384,26.2012768,-42.04525128,-1.187237345,-5.333825692,1,0,3,0,1,0,0
KOBX.JK,2019Q3,28.03250616,24.60856965,26.74678447,91.06030784,0.223655844,0.812315433,0,1,3,0,0,0,0
KONI.JK,2020Q3,25.48225204,712.2552849,24.10379255,-15.37096119,9.712532987,143.5962427,1,0,3,0,1,0,0
KONI.JK,2019Q3,25.47843915,591.6719951,24.27068528,32.33125188,-1.12750051,-10.56120144,0,1,3,0,0,0,0
KOPI.JK,2020Q3,25.76503106,20.08898326,24.63264038,130.2878474,1.138897588,2.329098777,1,0,5,1,1,1,0
KOPI.JK,2019Q3,25.90939475,17.95738576,23.79848053,-60.47867436,-0.442488291,-0.788513517,0,1,5,1,0,0,0
KPIG.JK,2020Q3,30.84873724,19.60879303,26.35491638,9.180413965,0.380867275,0.563006663,1,0,2,1,1,1,0
KPIG.JK,2019Q3,30.42102747,27.08455948,26.26708488,-15.04251761,1.458706092,1.867242412,0,1,2,1,0,0,0
KRAH.JK,2020Q3,27.17243269,290.6911952,24.63673708,-33.28722107,-2.854945084,-34.48844892,1,0,3,0,1,0,0
KRAH.JK,2019Q3,27.11428857,174.8776075,25.04151075,12.17492526,-2.211121093,-11.94109685,0,1,3,0,0,0,0
KRAS.JK,2020Q3,31.74160323,130.5332173,29.23665508,-20.75016697,-0.933513698,-6.591431635,1,0,0,1,1,1,0
KRAS.JK,2019Q3,31.72752914,117.7151592,29.46921996,14.94643842,-1.815022845,-4.61312472,0,1,0,1,0,0,0
KREN.JK,2020Q3,28.88996345,9.366896003,28.56551558,76.72091263,-7.412516757,-13.72255835,1,0,0,0,1,0,0
KREN.JK,2019Q3,28.58088086,12.58985131,27.99611404,1060.517995,-0.859384255,-3.196289069,0,1,0,0,0,0,0
LEAD.JK,2020Q3,28.39530603,234.597827,25.06584192,-24.9897065,0.090965113,0.328709816,1,0,5,1,1,1,0
LEAD.JK,2019Q3,28.67343544,117.1664308,25.35338675,-8.036589713,-1.782157671,-6.166000385,0,1,5,1,0,0,0
LINK.JK,2020Q3,29.46808771,15.41301364,27.59071357,1.20701046,3.189132335,5.467058128,1,0,4,1,1,1,0
LINK.JK,2019Q3,29.43838667,2.406084751,27.57871573,11.04066214,3.966601192,5.412162161,0,1,4,1,0,0,0
